date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2018-12-30,17,0,55,34,0,36,19,55,30,63
2018-12-31,15,0,63,25,0,33,16,49,22,53
2019-01-01,0,18,63,36,0,39,12,49,26,50
2019-01-02,24,13,55,39,0,35,9,54,28,58
2019-01-03,19,15,60,35,0,40,10,43,24,53
2019-01-04,23,9,55,30,0,33,10,45,22,52
2019-01-05,24,10,55,25,0,41,15,58,16,45
2019-01-06,17,0,62,29,0,40,12,51,22,54
2019-01-07,25,8,45,31,0,34,10,42,18,47
2019-01-08,20,10,57,30,0,31,12,48,16,50
2019-01-09,25,9,46,33,0,34,9,43,17,49
2019-01-10,22,0,38,31,0,27,9,37,18,47
2019-01-11,24,10,49,32,0,37,9,41,16,50
2019-01-12,22,10,65,27,0,43,12,61,20,53
2019-01-13,11,12,56,27,0,36,9,58,18,50
2019-01-14,23,0,48,23,0,25,7,37,16,51
2019-01-15,23,0,46,36,0,29,8,38,15,56
2019-01-16,26,12,55,36,0,33,10,44,15,52
2019-01-17,17,12,41,34,0,26,13,44,16,58
2019-01-18,18,8,56,31,0,34,12,47,19,52
2019-01-19,15,10,73,31,0,40,12,63,19,57
2019-01-20,11,0,74,36,0,43,14,63,21,58
2019-01-21,23,7,51,30,0,26,12,48,18,55
2019-01-22,18,8,51,24,0,29,9,39,18,56
2019-01-23,22,15,54,38,0,31,10,41,21,63
2019-01-24,24,13,58,37,0,31,15,41,21,56
2019-01-25,24,8,52,24,0,30,10,43,30,64
2019-01-26,18,0,59,39,0,45,19,55,20,67
2019-01-27,19,11,55,35,0,52,17,59,26,64
2019-01-28,20,9,56,37,0,34,10,47,17,58
2019-01-29,17,13,49,32,0,31,8,40,17,64
2019-01-30,22,0,44,31,0,28,11,43,17,65
2019-01-31,21,0,39,39,0,26,9,45,18,63
2019-02-01,19,10,59,35,0,35,13,45,23,55
2019-02-02,16,12,65,41,0,45,19,69,22,65
2019-02-03,17,8,63,32,0,37,13,57,22,61
2019-02-04,21,0,62,33,0,32,12,39,23,57
2019-02-05,20,10,45,38,0,27,11,39,18,58
2019-02-06,24,0,54,28,0,28,16,43,22,64
2019-02-07,18,10,56,36,0,31,14,46,18,60
2019-02-08,24,8,58,36,0,33,17,46,20,58
2019-02-09,24,18,68,36,0,40,15,58,22,57
2019-02-10,21,0,63,42,0,38,8,53,20,56
2019-02-11,22,9,52,28,0,33,10,32,20,62
2019-02-12,19,11,48,25,0,28,8,43,24,56
2019-02-13,21,0,47,23,0,26,9,37,23,61
2019-02-14,20,10,51,27,0,28,9,41,19,59
2019-02-15,16,13,64,26,0,32,15,57,23,59
2019-02-16,14,0,71,39,0,39,12,55,26,73
2019-02-17,13,0,74,32,0,32,15,63,17,72
2019-02-18,20,0,53,30,0,35,11,42,15,56
2019-02-19,27,0,58,31,0,25,13,48,18,57
2019-02-20,17,14,52,31,0,31,11,50,21,67
2019-02-21,17,13,59,30,0,33,11,48,23,69
2019-02-22,25,8,64,48,0,33,12,53,25,63
2019-02-23,20,9,63,37,0,44,13,67,30,62
2019-02-24,11,11,75,24,0,44,15,66,23,69
2019-02-25,22,15,67,33,0,34,14,55,21,62
