date,Lottostar (Pty) Ltd,Daily Lotto,DIY kits,art supplies
2022-01-06,0,75,0,0
2022-01-07,0,77,0,0
2022-01-08,0,89,0,0
2022-01-09,0,81,0,0
2022-01-10,0,68,0,0
2022-01-11,0,71,0,0
2022-01-12,0,82,0,0
2022-01-13,0,78,0,0
2022-01-14,0,85,0,0
2022-01-15,0,89,0,0
2022-01-16,0,80,0,0
2022-01-17,0,65,0,0
2022-01-18,0,74,0,0
2022-01-19,0,75,0,0
2022-01-20,0,68,0,0
2022-01-21,0,67,0,0
2022-01-22,0,87,0,0
2022-01-23,0,67,0,0
2022-01-24,0,59,0,0
2022-01-25,0,65,0,0
2022-01-26,0,77,0,0
2022-01-27,0,81,0,0
2022-01-28,0,79,0,0
2022-01-29,0,93,0,0
2022-01-30,0,82,0,0
2022-01-31,0,61,0,0
2022-02-01,0,75,0,0
2022-02-02,0,78,0,0
2022-02-03,0,70,0,0
2022-02-04,0,74,0,0
2022-02-05,0,91,0,0
2022-02-06,0,67,0,0
2022-02-07,0,58,0,0
2022-02-08,0,72,0,0
2022-02-09,0,81,0,0
2022-02-10,0,71,0,0
2022-02-11,0,77,0,0
2022-02-12,0,82,0,0
2022-02-13,0,67,0,0
2022-02-14,0,60,0,0
2022-02-15,0,73,0,0
2022-02-16,0,72,0,0
2022-02-17,0,71,0,0
2022-02-18,0,77,0,0
2022-02-19,0,84,0,0
2022-02-20,0,71,0,0
2022-02-21,0,60,0,0
2022-02-22,0,69,0,0
2022-02-23,0,67,0,0
2022-02-24,0,66,0,0
2022-02-25,0,64,0,0
2022-02-26,0,76,0,0
2022-02-27,0,69,0,0
2022-02-28,0,67,0,0
2022-03-01,0,67,0,0
2022-03-02,0,73,0,0
2022-03-03,0,71,0,0
2022-03-04,0,78,0,0
2022-03-05,0,84,0,0
2022-03-06,0,68,0,0
2022-03-07,0,63,0,0
2022-03-08,0,72,0,0
2022-03-09,0,77,0,0
2022-03-10,0,78,0,0
2022-03-11,0,81,0,0
2022-03-12,0,85,0,0
2022-03-13,0,65,0,0
2022-03-14,0,64,0,0
2022-03-15,0,67,0,0
2022-03-16,0,73,0,0
2022-03-17,0,75,0,0
2022-03-18,0,78,0,0
2022-03-19,0,93,0,0
2022-03-20,0,74,0,0
2022-03-21,0,69,0,0
2022-03-22,0,68,0,0
2022-03-23,0,77,0,0
2022-03-24,0,77,0,0
2022-03-25,0,73,0,0
2022-03-26,0,88,0,0
2022-03-27,0,87,0,0
2022-03-28,0,66,0,0
2022-03-29,0,72,0,0
2022-03-30,0,78,0,0
2022-03-31,0,79,0,0
2022-04-01,0,76,0,0
2022-04-02,0,81,0,0
2022-04-03,0,68,0,0
2022-04-04,0,59,0,0
2022-04-05,0,69,0,0
2022-04-06,0,77,0,0
2022-04-07,0,75,0,0
2022-04-08,0,75,0,0
2022-04-09,0,82,0,0
2022-04-10,0,62,0,0
2022-04-11,0,63,0,0
2022-04-12,0,65,0,0
2022-04-13,0,72,0,0
2022-04-14,0,77,0,0
2022-04-15,0,75,0,0
2022-04-16,0,76,0,0
2022-04-17,0,66,0,0
2022-04-18,0,58,0,0
2022-04-19,0,60,0,0
2022-04-20,0,72,0,0
2022-04-21,0,74,0,0
2022-04-22,0,74,0,0
2022-04-23,0,76,0,0
2022-04-24,0,60,0,0
2022-04-25,0,57,0,0
2022-04-26,0,70,0,0
2022-04-27,0,75,0,0
2022-04-28,0,72,0,0
2022-04-29,0,72,0,0
2022-04-30,0,83,0,0
2022-05-01,0,74,0,0
2022-05-02,0,63,0,0
2022-05-03,0,68,0,0
2022-05-04,0,71,0,0
2022-05-05,0,73,0,0
2022-05-06,0,68,0,0
2022-05-07,0,87,0,0
2022-05-08,0,70,0,0
2022-05-09,0,68,0,0
2022-05-10,0,73,0,0
2022-05-11,0,73,0,0
2022-05-12,0,66,0,0
2022-05-13,0,73,0,0
2022-05-14,0,91,0,0
2022-05-15,0,71,0,0
2022-05-16,0,62,0,0
2022-05-17,0,81,0,0
2022-05-18,0,70,0,0
2022-05-19,0,68,0,0
2022-05-20,0,81,0,0
2022-05-21,0,73,0,0
2022-05-22,0,68,0,0
2022-05-23,0,65,0,0
2022-05-24,0,68,0,0
2022-05-25,0,69,0,0
2022-05-26,0,71,0,0
2022-05-27,0,81,0,0
2022-05-28,0,87,0,0
2022-05-29,0,75,0,0
2022-05-30,0,74,0,0
2022-05-31,0,71,0,0
2022-06-01,0,83,0,0
2022-06-02,0,80,0,0
2022-06-03,0,88,0,0
2022-06-04,0,100,0,0
2022-06-05,0,80,0,0
2022-06-06,0,82,0,0
2022-06-07,0,83,0,0
2022-06-08,0,86,0,0
2022-06-09,0,77,0,0
2022-06-10,0,82,0,0
2022-06-11,0,99,0,0
2022-06-12,0,78,0,0
2022-06-13,0,70,0,0
2022-06-14,0,78,0,0
2022-06-15,0,80,0,0
2022-06-16,0,84,0,0
2022-06-17,0,79,0,0
2022-06-18,0,89,0,0
2022-06-19,0,76,0,0
2022-06-20,0,67,0,0
2022-06-21,0,71,0,0
2022-06-22,0,78,0,0
2022-06-23,0,65,0,0
2022-06-24,0,71,0,0
2022-06-25,0,92,0,0
2022-06-26,0,89,0,0
2022-06-27,0,63,0,0
2022-06-28,0,73,0,0
2022-06-29,0,77,0,0
2022-06-30,0,76,0,0
2022-07-01,0,81,0,0
2022-07-02,0,90,0,0
2022-07-03,0,85,0,0
2022-07-04,0,70,0,0
2022-07-05,0,76,0,0
2022-07-06,0,87,0,0
