date,Lottostar (Pty) Ltd,Daily Lotto,DIY kits,art supplies
2020-11-18,0,80,0,0
2020-11-19,0,78,0,0
2020-11-20,0,73,0,0
2020-11-21,0,81,0,0
2020-11-22,0,69,0,0
2020-11-23,0,65,0,0
2020-11-24,0,67,0,0
2020-11-25,0,67,0,0
2020-11-26,0,74,0,0
2020-11-27,0,75,0,0
2020-11-28,0,83,0,0
2020-11-29,0,78,0,0
2020-11-30,0,72,0,0
2020-12-01,0,78,0,0
2020-12-02,0,82,0,0
2020-12-03,0,84,0,0
2020-12-04,0,86,0,0
2020-12-05,0,90,0,0
2020-12-06,0,80,0,0
2020-12-07,0,69,0,0
2020-12-08,0,81,0,0
2020-12-09,0,82,0,0
2020-12-10,0,81,0,0
2020-12-11,0,78,0,0
2020-12-12,0,76,0,0
2020-12-13,0,84,0,0
2020-12-14,0,69,0,0
2020-12-15,0,74,0,0
2020-12-16,0,85,0,0
2020-12-17,0,81,0,0
2020-12-18,0,84,0,0
2020-12-19,0,81,0,0
2020-12-20,0,82,0,0
2020-12-21,0,72,0,0
2020-12-22,0,80,0,0
2020-12-23,0,81,0,0
2020-12-24,0,86,0,0
2020-12-25,0,67,0,0
2020-12-26,0,60,0,0
2020-12-27,0,69,0,0
2020-12-28,0,63,0,0
2020-12-29,0,81,0,0
2020-12-30,0,88,0,0
2020-12-31,0,88,0,0
2021-01-01,0,72,0,0
2021-01-02,0,72,0,0
2021-01-03,0,68,0,0
