date,Lottostar (Pty) Ltd,Daily Lotto,DIY kits,art supplies
2021-01-04,0,62,0,0
2021-01-05,0,70,2,0
2021-01-06,0,71,0,0
2021-01-07,0,71,0,0
2021-01-08,0,78,0,0
2021-01-09,0,77,0,0
2021-01-10,0,67,0,0
2021-01-11,0,60,0,0
2021-01-12,0,72,0,0
2021-01-13,0,74,0,0
2021-01-14,0,69,0,0
2021-01-15,0,67,0,0
2021-01-16,0,77,0,0
2021-01-17,0,68,0,0
2021-01-18,0,64,0,0
2021-01-19,0,68,0,0
2021-01-20,0,73,0,0
2021-01-21,0,67,0,0
2021-01-22,0,74,0,0
2021-01-23,0,70,0,0
2021-01-24,0,64,0,0
2021-01-25,0,65,0,0
2021-01-26,0,71,0,0
2021-01-27,0,74,0,0
2021-01-28,0,69,0,0
2021-01-29,0,81,0,0
2021-01-30,0,78,0,0
2021-01-31,0,76,0,0
2021-02-01,0,72,0,0
2021-02-02,0,73,0,0
2021-02-03,0,73,0,0
2021-02-04,0,74,0,0
2021-02-05,0,80,0,0
2021-02-06,0,83,0,0
2021-02-07,0,71,0,0
2021-02-08,0,67,0,0
2021-02-09,0,75,0,0
2021-02-10,0,76,0,0
2021-02-11,0,74,0,0
2021-02-12,0,78,0,0
2021-02-13,0,77,0,0
2021-02-14,0,74,0,0
2021-02-15,0,68,0,0
2021-02-16,0,68,0,0
2021-02-17,0,86,0,0
2021-02-18,0,76,0,0
2021-02-19,0,71,0,0
2021-02-20,0,78,0,0
2021-02-21,0,65,0,0
2021-02-22,0,66,0,0
2021-02-23,0,70,0,0
2021-02-24,0,69,0,0
2021-02-25,0,69,0,0
2021-02-26,0,72,0,0
2021-02-27,0,79,0,0
2021-02-28,0,73,0,0
2021-03-01,0,68,0,0
2021-03-02,0,78,0,0
2021-03-03,0,77,0,0
2021-03-04,0,86,0,0
2021-03-05,0,81,0,0
2021-03-06,0,85,0,0
2021-03-07,0,78,0,0
2021-03-08,0,65,0,0
2021-03-09,0,71,0,0
2021-03-10,0,67,0,0
2021-03-11,0,77,0,0
2021-03-12,0,83,2,0
2021-03-13,0,79,0,0
2021-03-14,0,77,0,0
2021-03-15,0,71,0,0
2021-03-16,0,71,0,0
2021-03-17,0,71,0,0
2021-03-18,0,74,0,0
2021-03-19,0,66,0,0
2021-03-20,0,72,0,0
2021-03-21,0,76,0,0
2021-03-22,0,69,0,0
2021-03-23,0,71,0,0
2021-03-24,0,73,0,0
2021-03-25,0,70,0,0
2021-03-26,0,75,0,0
2021-03-27,0,88,0,0
2021-03-28,0,78,0,0
2021-03-29,0,69,0,0
2021-03-30,0,78,0,0
2021-03-31,0,80,0,0
2021-04-01,0,78,0,0
2021-04-02,0,81,0,0
2021-04-03,0,75,0,0
2021-04-04,0,83,0,0
2021-04-05,0,68,0,0
2021-04-06,0,63,0,0
2021-04-07,0,72,0,0
2021-04-08,0,69,0,0
2021-04-09,0,88,0,0
2021-04-10,0,85,0,0
2021-04-11,0,70,0,0
2021-04-12,0,68,0,0
2021-04-13,0,69,0,0
2021-04-14,0,77,0,0
2021-04-15,0,67,0,0
2021-04-16,0,71,0,0
2021-04-17,0,85,0,0
2021-04-18,0,75,0,0
2021-04-19,0,61,0,0
2021-04-20,0,67,0,0
2021-04-21,0,71,0,0
2021-04-22,0,68,0,0
2021-04-23,0,76,0,0
2021-04-24,0,80,0,0
2021-04-25,0,73,0,0
2021-04-26,0,69,0,0
2021-04-27,0,76,0,0
2021-04-28,0,71,0,0
2021-04-29,0,77,0,0
2021-04-30,0,87,0,0
2021-05-01,0,100,0,0
2021-05-02,0,82,0,0
2021-05-03,0,68,0,0
2021-05-04,0,71,0,0
2021-05-05,0,72,0,0
2021-05-06,0,75,0,0
2021-05-07,0,81,0,0
2021-05-08,0,84,0,0
2021-05-09,0,80,0,0
2021-05-10,0,70,0,0
2021-05-11,0,75,0,0
2021-05-12,0,74,0,0
2021-05-13,0,69,0,0
2021-05-14,0,78,0,0
2021-05-15,0,80,0,0
2021-05-16,0,77,0,0
2021-05-17,0,71,0,0
2021-05-18,0,80,0,0
2021-05-19,0,68,0,0
2021-05-20,0,67,0,0
2021-05-21,0,68,0,0
2021-05-22,0,81,0,0
2021-05-23,0,78,0,0
2021-05-24,0,64,0,0
2021-05-25,0,71,0,0
2021-05-26,0,75,0,0
2021-05-27,0,71,0,0
2021-05-28,0,74,0,0
2021-05-29,0,82,0,0
2021-05-30,0,79,0,0
2021-05-31,0,68,0,0
2021-06-01,0,70,0,0
2021-06-02,0,72,0,0
2021-06-03,0,83,0,0
2021-06-04,0,79,0,0
2021-06-05,0,87,0,0
2021-06-06,0,73,0,0
2021-06-07,0,70,0,0
2021-06-08,0,67,0,0
2021-06-09,0,80,0,0
2021-06-10,0,78,0,0
2021-06-11,0,74,0,0
2021-06-12,0,88,0,0
2021-06-13,0,75,0,0
2021-06-14,0,63,0,0
2021-06-15,0,71,0,0
2021-06-16,0,74,0,0
2021-06-17,0,74,0,0
2021-06-18,0,72,0,0
2021-06-19,0,74,0,0
2021-06-20,0,74,0,0
2021-06-21,0,61,0,0
2021-06-22,0,64,0,0
2021-06-23,0,67,0,0
2021-06-24,0,66,0,0
2021-06-25,0,81,0,0
2021-06-26,0,80,0,0
2021-06-27,0,69,0,0
2021-06-28,0,66,0,0
2021-06-29,0,69,0,0
2021-06-30,0,82,0,0
2021-07-01,0,75,0,0
2021-07-02,0,73,0,0
2021-07-03,0,85,0,0
2021-07-04,0,79,0,0
