date,Lottostar (Pty) Ltd,Daily Lotto,DIY kits,art supplies
2025-01-12,0,64,0,0
2025-01-13,0,59,0,0
2025-01-14,0,64,0,0
2025-01-15,0,68,0,0
2025-01-16,0,71,0,0
2025-01-17,0,71,0,0
2025-01-18,3,85,0,0
2025-01-19,0,68,0,0
2025-01-20,0,55,0,0
2025-01-21,0,64,0,0
2025-01-22,0,62,0,0
2025-01-23,0,63,0,0
2025-01-24,0,75,0,0
2025-01-25,0,79,0,0
2025-01-26,0,75,0,0
2025-01-27,0,63,0,0
2025-01-28,0,74,0,0
2025-01-29,0,76,0,0
2025-01-30,0,70,0,0
2025-01-31,0,72,0,0
2025-02-01,0,82,0,0
2025-02-02,0,71,0,0
2025-02-03,0,68,0,0
2025-02-04,0,71,0,0
2025-02-05,0,79,0,2
2025-02-06,0,74,0,2
2025-02-07,0,78,0,0
2025-02-08,0,80,0,0
2025-02-09,0,67,0,0
2025-02-10,0,63,0,0
2025-02-11,0,70,0,0
2025-02-12,0,81,0,0
2025-02-13,0,69,0,0
2025-02-14,0,74,0,0
2025-02-15,0,82,0,0
2025-02-16,0,66,0,0
2025-02-17,0,60,0,0
2025-02-18,0,67,0,0
2025-02-19,0,62,0,0
2025-02-20,0,68,0,0
2025-02-21,0,72,0,0
2025-02-22,0,71,0,0
2025-02-23,0,62,0,0
2025-02-24,0,53,0,0
2025-02-25,0,62,0,0
2025-02-26,0,64,0,0
2025-02-27,0,67,0,0
2025-02-28,0,78,0,0
2025-03-01,0,83,0,0
2025-03-02,0,76,0,0
2025-03-03,0,72,0,0
2025-03-04,0,71,0,0
2025-03-05,0,74,0,0
2025-03-06,0,74,0,0
2025-03-07,0,72,0,0
2025-03-08,0,77,0,0
2025-03-09,0,66,0,0
2025-03-10,0,61,0,0
2025-03-11,0,70,0,0
2025-03-12,0,69,0,0
2025-03-13,0,69,0,0
2025-03-14,0,71,0,0
2025-03-15,0,84,0,0
2025-03-16,0,66,0,0
2025-03-17,0,66,0,0
2025-03-18,0,70,0,0
2025-03-19,0,69,0,0
2025-03-20,0,72,0,0
2025-03-21,0,71,0,0
2025-03-22,0,77,0,0
2025-03-23,0,75,0,0
2025-03-24,0,59,0,0
2025-03-25,0,63,0,0
2025-03-26,0,70,0,0
2025-03-27,0,82,0,0
2025-03-28,0,78,0,0
2025-03-29,0,89,0,0
2025-03-30,0,81,0,0
2025-03-31,0,67,0,0
2025-04-01,0,67,0,0
2025-04-02,0,79,0,0
2025-04-03,0,77,0,2
2025-04-04,0,78,0,0
2025-04-05,0,85,0,0
2025-04-06,0,71,0,0
2025-04-07,0,70,0,0
2025-04-08,0,71,0,0
2025-04-09,0,79,0,0
2025-04-10,0,70,0,0
2025-04-11,0,71,0,0
2025-04-12,0,79,0,0
2025-04-13,0,73,0,0
2025-04-14,0,65,0,0
2025-04-15,0,66,0,0
2025-04-16,0,74,0,0
2025-04-17,0,88,0,0
2025-04-18,0,76,0,0
2025-04-19,0,75,0,0
2025-04-20,0,74,0,0
2025-04-21,0,72,0,0
2025-04-22,0,58,0,0
2025-04-23,0,70,0,0
2025-04-24,0,68,0,0
2025-04-25,0,63,0,0
2025-04-26,0,80,0,0
2025-04-27,0,77,0,0
2025-04-28,0,73,0,0
2025-04-29,0,70,0,0
2025-04-30,0,77,0,0
2025-05-01,0,78,0,0
2025-05-02,0,68,0,0
2025-05-03,0,77,0,0
2025-05-04,0,71,0,0
2025-05-05,0,75,0,0
2025-05-06,0,65,0,0
2025-05-07,0,77,0,0
2025-05-08,0,80,0,0
2025-05-09,0,82,0,0
2025-05-10,0,77,0,0
2025-05-11,0,72,0,0
2025-05-12,0,63,0,0
2025-05-13,0,71,0,0
2025-05-14,0,82,0,0
2025-05-15,0,80,0,0
2025-05-16,0,94,0,0
2025-05-17,0,97,0,0
2025-05-18,0,87,0,0
2025-05-19,0,66,0,0
2025-05-20,0,73,0,0
2025-05-21,0,76,0,0
2025-05-22,0,77,0,0
2025-05-23,0,72,0,0
2025-05-24,0,78,0,0
2025-05-25,0,81,0,0
2025-05-26,0,70,0,0
2025-05-27,0,70,0,0
2025-05-28,0,77,0,0
2025-05-29,0,88,0,0
2025-05-30,0,88,0,0
2025-05-31,0,88,0,0
2025-06-01,0,85,0,0
2025-06-02,0,71,0,0
2025-06-03,0,78,0,0
2025-06-04,0,84,0,0
2025-06-05,0,78,0,0
2025-06-06,0,83,0,0
2025-06-07,0,100,0,0
2025-06-08,0,76,0,0
2025-06-09,0,76,0,0
2025-06-10,0,77,0,0
2025-06-11,0,86,0,0
2025-06-12,0,78,0,0
2025-06-13,0,78,0,0
2025-06-14,0,88,0,0
2025-06-15,0,86,0,0
2025-06-16,0,77,0,0
2025-06-17,0,67,0,0
2025-06-18,0,73,0,0
2025-06-19,0,76,0,0
2025-06-20,0,73,0,0
2025-06-21,0,82,0,0
2025-06-22,0,76,0,0
2025-06-23,0,63,0,0
2025-06-24,0,62,0,0
2025-06-25,0,72,0,0
2025-06-26,0,72,0,0
2025-06-27,0,73,0,0
2025-06-28,0,83,0,0
2025-06-29,0,91,0,0
2025-06-30,0,67,0,0
2025-07-01,0,79,0,0
2025-07-02,0,98,0,0
2025-07-03,0,76,0,0
2025-07-04,0,73,0,0
