date,Facebook,Online Marketplace
2024-01-10,65,0
2024-01-11,68,0
2024-01-12,66,0
2024-01-13,58,0
2024-01-14,64,0
2024-01-15,70,0
2024-01-16,67,0
2024-01-17,63,0
2024-01-18,65,0
2024-01-19,66,0
2024-01-20,60,0
2024-01-21,59,0
2024-01-22,58,0
2024-01-23,59,0
2024-01-24,60,0
2024-01-25,60,0
2024-01-26,58,0
2024-01-27,53,0
2024-01-28,55,0
2024-01-29,55,0
2024-01-30,58,0
2024-01-31,55,0
2024-02-01,58,0
2024-02-02,59,0
2024-02-03,54,0
2024-02-04,54,0
2024-02-05,59,0
2024-02-06,58,0
2024-02-07,55,0
2024-02-08,62,0
2024-02-09,59,0
2024-02-10,54,0
2024-02-11,55,0
2024-02-12,58,0
2024-02-13,53,0
2024-02-14,56,0
2024-02-15,56,0
2024-02-16,63,0
2024-02-17,55,0
2024-02-18,53,0
2024-02-19,57,0
2024-02-20,55,0
2024-02-21,58,0
2024-02-22,58,0
2024-02-23,58,0
2024-02-24,53,0
2024-02-25,50,0
2024-02-26,54,0
2024-02-27,58,0
2024-02-28,59,0
2024-02-29,56,0
2024-03-01,64,0
2024-03-02,52,0
2024-03-03,51,0
2024-03-04,62,0
2024-03-05,100,0
2024-03-06,64,0
2024-03-07,61,0
2024-03-08,61,0
2024-03-09,53,0
2024-03-10,53,0
2024-03-11,59,0
2024-03-12,59,0
2024-03-13,58,0
2024-03-14,64,0
2024-03-15,66,0
2024-03-16,57,0
2024-03-17,51,0
2024-03-18,62,0
2024-03-19,66,0
2024-03-20,68,0
2024-03-21,62,0
2024-03-22,61,0
2024-03-23,57,0
2024-03-24,57,0
2024-03-25,62,0
2024-03-26,59,0
2024-03-27,63,0
2024-03-28,60,0
2024-03-29,56,0
2024-03-30,52,0
2024-03-31,55,0
2024-04-01,53,0
2024-04-02,59,0
2024-04-03,50,0
2024-04-04,50,0
2024-04-05,51,0
2024-04-06,49,0
2024-04-07,47,0
2024-04-08,46,0
2024-04-09,46,0
2024-04-10,48,0
2024-04-11,48,0
2024-04-12,48,0
2024-04-13,45,0
2024-04-14,45,0
2024-04-15,47,0
2024-04-16,47,0
2024-04-17,45,0
2024-04-18,47,0
2024-04-19,49,0
2024-04-20,44,0
2024-04-21,41,0
2024-04-22,47,0
2024-04-23,50,0
2024-04-24,45,0
2024-04-25,47,0
2024-04-26,46,0
2024-04-27,46,0
2024-04-28,43,0
2024-04-29,45,0
2024-04-30,44,0
2024-05-01,43,0
2024-05-02,43,0
2024-05-03,43,0
2024-05-04,44,0
2024-05-05,46,0
2024-05-06,43,0
2024-05-07,44,0
2024-05-08,43,0
2024-05-09,47,0
2024-05-10,46,0
2024-05-11,44,0
2024-05-12,44,0
2024-05-13,47,0
2024-05-14,44,0
2024-05-15,44,0
2024-05-16,46,0
2024-05-17,44,0
2024-05-18,42,0
2024-05-19,43,0
2024-05-20,47,0
2024-05-21,48,0
2024-05-22,43,0
2024-05-23,44,0
2024-05-24,43,0
2024-05-25,45,0
2024-05-26,47,0
2024-05-27,48,0
2024-05-28,45,0
2024-05-29,44,0
2024-05-30,45,0
2024-05-31,45,0
2024-06-01,40,0
2024-06-02,43,0
2024-06-03,44,0
2024-06-04,46,0
2024-06-05,46,0
2024-06-06,43,0
2024-06-07,47,0
2024-06-08,47,0
2024-06-09,48,0
2024-06-10,49,0
2024-06-11,46,0
2024-06-12,44,0
2024-06-13,49,0
2024-06-14,43,0
2024-06-15,45,0
2024-06-16,48,0
2024-06-17,48,0
2024-06-18,46,0
2024-06-19,46,0
2024-06-20,46,0
2024-06-21,48,0
2024-06-22,46,0
2024-06-23,46,0
2024-06-24,45,0
2024-06-25,46,0
2024-06-26,47,0
2024-06-27,43,0
2024-06-28,46,0
2024-06-29,42,0
2024-06-30,45,0
2024-07-01,43,0
2024-07-02,44,0
2024-07-03,44,0
2024-07-04,45,0
2024-07-05,44,0
2024-07-06,40,0
2024-07-07,42,0
2024-07-08,45,0
2024-07-09,44,0
2024-07-10,43,0
