date,Facebook,Online Marketplace
2022-07-07,72,0
2022-07-08,72,0
2022-07-09,72,0
2022-07-10,66,0
2022-07-11,73,0
2022-07-12,71,0
2022-07-13,69,0
2022-07-14,75,0
2022-07-15,73,0
2022-07-16,68,0
2022-07-17,74,0
2022-07-18,75,0
2022-07-19,71,0
2022-07-20,69,0
2022-07-21,71,0
2022-07-22,71,0
2022-07-23,65,0
2022-07-24,64,0
2022-07-25,71,0
2022-07-26,64,0
2022-07-27,66,0
2022-07-28,71,0
2022-07-29,72,0
2022-07-30,58,0
2022-07-31,60,0
2022-08-01,67,0
2022-08-02,68,0
2022-08-03,68,0
2022-08-04,69,0
2022-08-05,68,0
2022-08-06,59,0
2022-08-07,62,0
2022-08-08,66,0
2022-08-09,64,0
2022-08-10,71,0
2022-08-11,69,0
2022-08-12,71,0
2022-08-13,62,0
2022-08-14,60,0
2022-08-15,72,0
2022-08-16,67,0
2022-08-17,70,0
2022-08-18,71,0
2022-08-19,77,0
2022-08-20,67,0
2022-08-21,61,0
2022-08-22,70,0
2022-08-23,69,0
2022-08-24,73,0
2022-08-25,67,0
2022-08-26,70,0
2022-08-27,60,0
2022-08-28,55,0
2022-08-29,71,0
2022-08-30,67,0
2022-08-31,100,0
2022-09-01,69,0
2022-09-02,69,0
2022-09-03,60,0
2022-09-04,60,0
2022-09-05,70,0
2022-09-06,67,0
2022-09-07,69,0
2022-09-08,67,0
2022-09-09,69,0
2022-09-10,57,0
2022-09-11,60,0
2022-09-12,72,0
2022-09-13,68,0
2022-09-14,63,0
2022-09-15,70,0
2022-09-16,73,0
2022-09-17,63,0
2022-09-18,59,0
2022-09-19,66,0
2022-09-20,69,0
2022-09-21,71,0
2022-09-22,69,0
2022-09-23,76,0
2022-09-24,66,0
2022-09-25,68,0
2022-09-26,71,0
2022-09-27,73,0
2022-09-28,70,0
2022-09-29,73,0
2022-09-30,70,0
2022-10-01,61,0
2022-10-02,65,0
2022-10-03,73,0
2022-10-04,67,0
2022-10-05,66,0
2022-10-06,68,0
2022-10-07,74,0
2022-10-08,66,0
2022-10-09,63,0
2022-10-10,71,0
2022-10-11,69,0
2022-10-12,69,0
2022-10-13,70,0
2022-10-14,73,0
2022-10-15,62,0
2022-10-16,59,0
2022-10-17,69,0
2022-10-18,73,0
2022-10-19,68,0
2022-10-20,68,0
2022-10-21,73,0
2022-10-22,60,0
2022-10-23,60,0
2022-10-24,67,0
2022-10-25,65,0
2022-10-26,64,0
2022-10-27,62,0
2022-10-28,65,0
2022-10-29,56,0
2022-10-30,64,0
2022-10-31,70,0
2022-11-01,64,0
2022-11-02,64,0
2022-11-03,65,0
2022-11-04,75,0
2022-11-05,61,0
2022-11-06,59,0
2022-11-07,70,0
2022-11-08,72,0
2022-11-09,74,0
2022-11-10,71,0
2022-11-11,76,0
2022-11-12,66,0
2022-11-13,64,0
2022-11-14,74,0
2022-11-15,75,0
2022-11-16,75,0
2022-11-17,73,0
2022-11-18,74,0
2022-11-19,69,0
2022-11-20,67,0
2022-11-21,67,0
2022-11-22,69,0
2022-11-23,66,0
2022-11-24,64,0
2022-11-25,65,0
2022-11-26,62,0
2022-11-27,65,0
2022-11-28,68,0
2022-11-29,69,0
2022-11-30,68,0
2022-12-01,69,0
2022-12-02,72,0
2022-12-03,68,0
2022-12-04,67,0
2022-12-05,74,0
2022-12-06,73,0
2022-12-07,79,0
2022-12-08,77,0
2022-12-09,68,0
2022-12-10,64,0
2022-12-11,70,0
2022-12-12,81,0
2022-12-13,71,0
2022-12-14,74,0
2022-12-15,78,0
2022-12-16,70,0
2022-12-17,72,0
2022-12-18,65,0
2022-12-19,77,0
2022-12-20,77,0
2022-12-21,70,0
2022-12-22,73,0
2022-12-23,72,0
2022-12-24,73,0
2022-12-25,82,0
2022-12-26,76,0
2022-12-27,78,0
2022-12-28,77,0
2022-12-29,73,0
2022-12-30,69,0
2022-12-31,73,0
2023-01-01,80,0
2023-01-02,72,0
2023-01-03,78,0
2023-01-04,75,0
2023-01-05,75,0
2023-01-06,75,0
2023-01-07,71,0
