date,Facebook,Online Marketplace
2023-01-08,85,0
2023-01-09,92,0
2023-01-10,89,0
2023-01-11,86,0
2023-01-12,91,0
2023-01-13,87,0
2023-01-14,86,0
2023-01-15,77,0
2023-01-16,87,0
2023-01-17,82,0
2023-01-18,87,0
2023-01-19,76,0
2023-01-20,91,0
2023-01-21,77,0
2023-01-22,79,0
2023-01-23,78,0
2023-01-24,80,0
2023-01-25,74,0
2023-01-26,76,0
2023-01-27,82,0
2023-01-28,73,0
2023-01-29,80,0
2023-01-30,77,0
2023-01-31,77,0
2023-02-01,78,0
2023-02-02,75,0
2023-02-03,82,0
2023-02-04,70,0
2023-02-05,79,0
2023-02-06,84,0
2023-02-07,79,0
2023-02-08,78,0
2023-02-09,82,0
2023-02-10,77,0
2023-02-11,75,0
2023-02-12,73,0
2023-02-13,77,0
2023-02-14,82,0
2023-02-15,89,0
2023-02-16,90,0
2023-02-17,92,0
2023-02-18,79,0
2023-02-19,74,0
2023-02-20,86,0
2023-02-21,86,0
2023-02-22,81,0
2023-02-23,88,0
2023-02-24,89,0
2023-02-25,76,0
2023-02-26,76,0
2023-02-27,83,0
2023-02-28,86,0
2023-03-01,80,0
2023-03-02,85,0
2023-03-03,85,0
2023-03-04,78,0
2023-03-05,78,0
2023-03-06,89,0
2023-03-07,83,0
2023-03-08,82,0
2023-03-09,79,0
2023-03-10,93,0
2023-03-11,76,0
2023-03-12,76,0
2023-03-13,89,0
2023-03-14,81,0
2023-03-15,86,0
2023-03-16,89,0
2023-03-17,89,0
2023-03-18,83,0
2023-03-19,83,0
2023-03-20,93,0
2023-03-21,83,0
2023-03-22,94,0
2023-03-23,86,0
2023-03-24,90,0
2023-03-25,90,0
2023-03-26,93,0
2023-03-27,99,0
2023-03-28,98,0
2023-03-29,96,0
2023-03-30,98,0
2023-03-31,97,0
2023-04-01,89,0
2023-04-02,89,0
2023-04-03,98,0
2023-04-04,93,0
2023-04-05,89,0
2023-04-06,100,0
2023-04-07,89,0
2023-04-08,85,0
2023-04-09,91,0
2023-04-10,92,0
2023-04-11,96,0
2023-04-12,92,0
2023-04-13,88,0
2023-04-14,92,0
2023-04-15,89,0
2023-04-16,84,0
2023-04-17,89,0
2023-04-18,88,0
2023-04-19,89,0
2023-04-20,87,0
2023-04-21,93,0
2023-04-22,81,0
2023-04-23,79,0
2023-04-24,89,0
2023-04-25,90,0
2023-04-26,89,0
2023-04-27,84,0
2023-04-28,90,0
2023-04-29,83,0
2023-04-30,79,0
2023-05-01,88,0
2023-05-02,85,0
2023-05-03,80,0
2023-05-04,91,0
2023-05-05,92,0
2023-05-06,81,0
2023-05-07,74,0
2023-05-08,89,0
2023-05-09,83,0
2023-05-10,90,0
2023-05-11,86,0
2023-05-12,86,0
2023-05-13,73,0
2023-05-14,83,0
2023-05-15,88,0
2023-05-16,88,0
2023-05-17,89,0
2023-05-18,88,0
2023-05-19,89,0
2023-05-20,75,0
2023-05-21,74,0
2023-05-22,89,0
2023-05-23,95,0
2023-05-24,86,0
2023-05-25,88,0
2023-05-26,94,0
2023-05-27,82,0
2023-05-28,76,0
2023-05-29,91,0
2023-05-30,92,0
2023-05-31,91,0
2023-06-01,89,0
2023-06-02,95,0
2023-06-03,83,0
2023-06-04,88,0
2023-06-05,92,0
2023-06-06,91,0
2023-06-07,91,0
2023-06-08,89,0
2023-06-09,96,0
2023-06-10,86,0
2023-06-11,82,0
2023-06-12,95,0
2023-06-13,91,0
2023-06-14,93,0
2023-06-15,93,0
2023-06-16,93,0
2023-06-17,93,0
2023-06-18,94,0
2023-06-19,94,0
2023-06-20,94,0
2023-06-21,94,0
2023-06-22,97,0
2023-06-23,92,0
2023-06-24,88,0
2023-06-25,92,0
2023-06-26,95,0
2023-06-27,94,0
2023-06-28,96,0
2023-06-29,96,0
2023-06-30,95,0
2023-07-01,90,0
2023-07-02,91,0
2023-07-03,98,0
2023-07-04,97,0
2023-07-05,97,0
2023-07-06,96,0
2023-07-07,93,0
2023-07-08,87,0
