date,Facebook,Online Marketplace
2025-01-12,78,0
2025-01-13,87,0
2025-01-14,84,0
2025-01-15,84,0
2025-01-16,85,0
2025-01-17,86,0
2025-01-18,79,0
2025-01-19,76,0
2025-01-20,84,0
2025-01-21,79,0
2025-01-22,78,0
2025-01-23,86,0
2025-01-24,85,0
2025-01-25,75,0
2025-01-26,74,0
2025-01-27,90,0
2025-01-28,85,0
2025-01-29,79,0
2025-01-30,89,0
2025-01-31,86,0
2025-02-01,77,0
2025-02-02,76,0
2025-02-03,84,0
2025-02-04,82,0
2025-02-05,85,0
2025-02-06,86,0
2025-02-07,84,0
2025-02-08,79,0
2025-02-09,80,0
2025-02-10,79,0
2025-02-11,81,0
2025-02-12,84,0
2025-02-13,89,0
2025-02-14,100,0
2025-02-15,82,0
2025-02-16,79,0
2025-02-17,95,0
2025-02-18,80,0
2025-02-19,82,0
2025-02-20,87,0
2025-02-21,90,0
2025-02-22,70,0
2025-02-23,68,0
2025-02-24,79,0
2025-02-25,81,0
2025-02-26,78,0
2025-02-27,86,0
2025-02-28,84,0
2025-03-01,75,0
2025-03-02,73,0
2025-03-03,85,0
2025-03-04,80,0
2025-03-05,83,0
2025-03-06,85,0
2025-03-07,92,0
2025-03-08,74,0
2025-03-09,73,0
2025-03-10,85,0
2025-03-11,84,0
2025-03-12,83,0
2025-03-13,80,0
2025-03-14,85,0
2025-03-15,76,0
2025-03-16,72,0
2025-03-17,82,0
2025-03-18,91,0
2025-03-19,84,0
2025-03-20,83,0
2025-03-21,77,0
2025-03-22,82,0
2025-03-23,81,0
2025-03-24,87,0
2025-03-25,82,0
2025-03-26,83,0
2025-03-27,85,0
2025-03-28,79,0
2025-03-29,78,0
2025-03-30,75,0
2025-03-31,85,0
2025-04-01,83,0
2025-04-02,86,0
2025-04-03,84,0
2025-04-04,85,0
2025-04-05,71,0
2025-04-06,70,0
2025-04-07,83,0
2025-04-08,79,0
2025-04-09,83,0
2025-04-10,78,0
2025-04-11,97,0
2025-04-12,71,0
2025-04-13,68,0
2025-04-14,83,0
2025-04-15,81,0
2025-04-16,83,0
2025-04-17,83,0
2025-04-18,81,0
2025-04-19,75,0
2025-04-20,75,0
2025-04-21,73,0
2025-04-22,80,0
2025-04-23,75,0
2025-04-24,77,0
2025-04-25,77,0
2025-04-26,70,0
2025-04-27,68,0
2025-04-28,76,0
2025-04-29,78,0
2025-04-30,79,0
2025-05-01,73,0
2025-05-02,77,0
2025-05-03,73,0
2025-05-04,74,0
2025-05-05,78,0
2025-05-06,77,0
2025-05-07,81,0
2025-05-08,83,0
2025-05-09,80,0
2025-05-10,73,0
2025-05-11,72,0
2025-05-12,84,0
2025-05-13,84,0
2025-05-14,82,0
2025-05-15,84,0
2025-05-16,87,0
2025-05-17,73,0
2025-05-18,69,0
2025-05-19,84,0
2025-05-20,81,0
2025-05-21,79,0
2025-05-22,78,0
2025-05-23,84,0
2025-05-24,72,0
2025-05-25,67,0
2025-05-26,82,0
2025-05-27,79,0
2025-05-28,80,0
2025-05-29,79,0
2025-05-30,81,0
2025-05-31,76,0
2025-06-01,72,0
2025-06-02,84,0
2025-06-03,81,0
2025-06-04,79,0
2025-06-05,83,0
2025-06-06,84,0
2025-06-07,73,0
2025-06-08,72,0
2025-06-09,83,0
2025-06-10,79,0
2025-06-11,82,0
2025-06-12,90,0
2025-06-13,80,0
2025-06-14,74,0
2025-06-15,76,0
2025-06-16,76,0
2025-06-17,82,0
2025-06-18,80,0
2025-06-19,82,0
2025-06-20,78,0
2025-06-21,70,0
2025-06-22,72,0
2025-06-23,79,0
2025-06-24,75,0
2025-06-25,73,0
2025-06-26,73,0
2025-06-27,74,0
2025-06-28,65,0
2025-06-29,74,0
2025-06-30,76,0
2025-07-01,76,0
2025-07-02,75,0
2025-07-03,74,0
2025-07-04,75,0
