date,Facebook,Online Marketplace
2021-01-04,92,0
2021-01-05,91,0
2021-01-06,95,0
2021-01-07,97,0
2021-01-08,98,0
2021-01-09,95,0
2021-01-10,100,0
2021-01-11,97,0
2021-01-12,98,0
2021-01-13,96,0
2021-01-14,90,0
2021-01-15,98,0
2021-01-16,89,0
2021-01-17,86,0
2021-01-18,96,0
2021-01-19,90,0
2021-01-20,87,0
2021-01-21,94,0
2021-01-22,95,0
2021-01-23,84,0
2021-01-24,87,0
2021-01-25,90,0
2021-01-26,89,0
2021-01-27,87,0
2021-01-28,88,0
2021-01-29,89,0
2021-01-30,82,0
2021-01-31,87,0
2021-02-01,91,0
2021-02-02,90,0
2021-02-03,86,0
2021-02-04,87,0
2021-02-05,92,0
2021-02-06,88,0
2021-02-07,81,0
2021-02-08,92,0
2021-02-09,90,0
2021-02-10,89,0
2021-02-11,89,0
2021-02-12,93,0
2021-02-13,78,0
2021-02-14,86,0
2021-02-15,90,0
2021-02-16,90,0
2021-02-17,86,0
2021-02-18,88,0
2021-02-19,96,0
2021-02-20,85,0
2021-02-21,82,0
2021-02-22,87,0
2021-02-23,84,0
2021-02-24,84,0
2021-02-25,85,0
2021-02-26,89,0
2021-02-27,76,0
2021-02-28,75,0
2021-03-01,87,0
2021-03-02,82,0
2021-03-03,85,0
2021-03-04,87,0
2021-03-05,88,0
2021-03-06,80,0
2021-03-07,81,0
2021-03-08,83,0
2021-03-09,77,0
2021-03-10,77,0
2021-03-11,91,0
2021-03-12,87,0
2021-03-13,74,0
2021-03-14,74,0
2021-03-15,79,0
2021-03-16,77,0
2021-03-17,83,0
2021-03-18,79,0
2021-03-19,90,0
2021-03-20,77,0
2021-03-21,78,0
2021-03-22,80,0
2021-03-23,82,0
2021-03-24,85,0
2021-03-25,77,0
2021-03-26,85,0
2021-03-27,82,0
2021-03-28,77,0
2021-03-29,86,0
2021-03-30,79,0
2021-03-31,87,0
2021-04-01,94,0
2021-04-02,81,0
2021-04-03,79,0
2021-04-04,80,0
2021-04-05,84,0
2021-04-06,80,0
2021-04-07,82,0
2021-04-08,88,0
2021-04-09,86,0
2021-04-10,79,0
2021-04-11,73,0
2021-04-12,83,0
2021-04-13,84,0
2021-04-14,83,0
2021-04-15,83,0
2021-04-16,89,0
2021-04-17,76,0
2021-04-18,71,0
2021-04-19,81,0
2021-04-20,82,0
2021-04-21,84,0
2021-04-22,84,0
2021-04-23,88,0
2021-04-24,76,0
2021-04-25,74,0
2021-04-26,87,0
2021-04-27,77,0
2021-04-28,82,0
2021-04-29,82,0
2021-04-30,83,0
2021-05-01,70,0
2021-05-02,72,0
2021-05-03,83,0
2021-05-04,76,0
2021-05-05,76,0
2021-05-06,80,0
2021-05-07,83,0
2021-05-08,76,0
2021-05-09,77,0
2021-05-10,84,0
2021-05-11,82,0
2021-05-12,80,0
2021-05-13,82,0
2021-05-14,84,0
2021-05-15,80,0
2021-05-16,76,0
2021-05-17,84,0
2021-05-18,80,0
2021-05-19,77,0
2021-05-20,83,0
2021-05-21,85,0
2021-05-22,76,0
2021-05-23,67,0
2021-05-24,80,0
2021-05-25,80,0
2021-05-26,76,0
2021-05-27,78,0
2021-05-28,82,0
2021-05-29,74,0
2021-05-30,74,0
2021-05-31,79,0
2021-06-01,80,0
2021-06-02,74,0
2021-06-03,85,0
2021-06-04,90,0
2021-06-05,68,0
2021-06-06,67,0
2021-06-07,84,0
2021-06-08,79,0
2021-06-09,78,0
2021-06-10,79,0
2021-06-11,81,0
2021-06-12,72,0
2021-06-13,71,0
2021-06-14,78,0
2021-06-15,81,0
2021-06-16,76,0
2021-06-17,81,0
2021-06-18,80,0
2021-06-19,74,0
2021-06-20,73,0
2021-06-21,80,0
2021-06-22,82,0
2021-06-23,83,0
2021-06-24,76,0
2021-06-25,78,0
2021-06-26,69,0
2021-06-27,68,0
2021-06-28,81,0
2021-06-29,80,0
2021-06-30,77,0
2021-07-01,77,0
2021-07-02,75,0
2021-07-03,75,0
2021-07-04,75,0
