date,Facebook,Online Marketplace
2024-07-11,95,0
2024-07-12,99,0
2024-07-13,93,0
2024-07-14,91,0
2024-07-15,87,0
2024-07-16,83,0
2024-07-17,87,0
2024-07-18,87,0
2024-07-19,91,0
2024-07-20,84,0
2024-07-21,90,0
2024-07-22,86,0
2024-07-23,82,0
2024-07-24,85,0
2024-07-25,86,0
2024-07-26,86,0
2024-07-27,83,0
2024-07-28,84,0
2024-07-29,89,0
2024-07-30,90,0
2024-07-31,81,0
2024-08-01,88,0
2024-08-02,92,0
2024-08-03,86,0
2024-08-04,85,0
2024-08-05,85,0
2024-08-06,89,0
2024-08-07,86,0
2024-08-08,93,0
2024-08-09,88,0
2024-08-10,88,0
2024-08-11,87,0
2024-08-12,94,0
2024-08-13,84,0
2024-08-14,81,0
2024-08-15,91,0
2024-08-16,83,0
2024-08-17,86,0
2024-08-18,83,0
2024-08-19,87,0
2024-08-20,84,0
2024-08-21,84,0
2024-08-22,87,0
2024-08-23,91,0
2024-08-24,76,0
2024-08-25,77,0
2024-08-26,81,0
2024-08-27,83,0
2024-08-28,80,0
2024-08-29,97,0
2024-08-30,87,0
2024-08-31,87,0
2024-09-01,75,0
2024-09-02,88,0
2024-09-03,93,0
2024-09-04,80,0
2024-09-05,90,0
2024-09-06,97,0
2024-09-07,84,0
2024-09-08,90,0
2024-09-09,86,0
2024-09-10,90,0
2024-09-11,89,0
2024-09-12,94,0
2024-09-13,94,0
2024-09-14,81,0
2024-09-15,87,0
2024-09-16,88,0
2024-09-17,88,0
2024-09-18,86,0
2024-09-19,85,0
2024-09-20,92,0
2024-09-21,82,0
2024-09-22,86,0
2024-09-23,100,0
2024-09-24,85,0
2024-09-25,84,0
2024-09-26,89,0
2024-09-27,85,0
2024-09-28,82,0
2024-09-29,82,0
2024-09-30,93,0
2024-10-01,88,0
2024-10-02,84,0
2024-10-03,81,0
2024-10-04,92,0
2024-10-05,81,0
2024-10-06,81,0
2024-10-07,91,0
2024-10-08,85,0
2024-10-09,85,0
2024-10-10,89,0
2024-10-11,92,0
2024-10-12,91,0
2024-10-13,89,0
2024-10-14,87,0
2024-10-15,82,0
2024-10-16,89,0
2024-10-17,90,0
2024-10-18,84,0
2024-10-19,81,0
2024-10-20,74,0
2024-10-21,78,0
2024-10-22,79,0
2024-10-23,84,0
2024-10-24,84,0
2024-10-25,96,0
2024-10-26,75,0
2024-10-27,73,0
2024-10-28,83,0
2024-10-29,80,0
2024-10-30,79,0
2024-10-31,74,0
2024-11-01,86,0
2024-11-02,76,0
2024-11-03,76,0
2024-11-04,83,0
2024-11-05,75,0
2024-11-06,80,0
2024-11-07,81,0
2024-11-08,83,0
2024-11-09,76,0
2024-11-10,73,0
2024-11-11,90,0
2024-11-12,87,0
2024-11-13,85,0
2024-11-14,81,0
2024-11-15,98,0
2024-11-16,78,0
2024-11-17,82,0
2024-11-18,87,0
2024-11-19,85,0
2024-11-20,83,0
2024-11-21,94,0
2024-11-22,83,0
2024-11-23,72,0
2024-11-24,75,0
2024-11-25,77,0
2024-11-26,74,0
2024-11-27,76,0
2024-11-28,81,0
2024-11-29,78,0
2024-11-30,76,0
2024-12-01,75,0
2024-12-02,90,0
2024-12-03,84,0
2024-12-04,79,0
2024-12-05,81,0
2024-12-06,86,0
2024-12-07,77,0
2024-12-08,79,0
2024-12-09,84,0
2024-12-10,86,0
2024-12-11,97,0
2024-12-12,88,0
2024-12-13,83,0
2024-12-14,71,0
2024-12-15,74,0
2024-12-16,82,0
2024-12-17,83,0
2024-12-18,82,0
2024-12-19,80,0
2024-12-20,83,0
2024-12-21,74,0
2024-12-22,76,0
2024-12-23,79,0
2024-12-24,79,0
2024-12-25,91,0
2024-12-26,80,0
2024-12-27,83,0
2024-12-28,81,0
2024-12-29,75,0
2024-12-30,79,0
2024-12-31,85,0
2025-01-01,85,0
2025-01-02,76,0
2025-01-03,78,0
2025-01-04,74,0
2025-01-05,75,0
2025-01-06,76,0
2025-01-07,74,0
2025-01-08,74,0
2025-01-09,82,0
2025-01-10,83,0
2025-01-11,72,0
