date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2024-07-11,4,2,2,1,1,1,0,3,0,18
2024-07-12,4,6,2,1,1,0,0,4,0,12
2024-07-13,5,4,2,1,1,1,0,7,0,17
2024-07-14,5,2,2,1,1,2,0,5,0,35
2024-07-15,5,5,2,1,1,1,0,4,0,22
2024-07-16,5,4,4,1,1,0,0,2,0,10
2024-07-17,4,4,5,1,1,0,0,3,0,11
2024-07-18,5,3,2,1,1,0,0,2,0,9
2024-07-19,5,3,2,1,1,0,0,4,0,10
2024-07-20,11,2,2,2,1,0,0,5,0,11
2024-07-21,6,2,2,2,1,0,0,4,0,10
2024-07-22,6,2,2,2,1,0,0,3,0,8
2024-07-23,4,2,3,1,1,0,0,3,0,9
2024-07-24,4,2,2,1,1,0,0,2,0,16
2024-07-25,6,2,2,1,1,0,0,3,0,14
2024-07-26,6,2,5,2,1,1,0,4,0,12
2024-07-27,7,2,3,1,0,0,0,4,0,21
2024-07-28,22,2,2,2,1,0,0,3,0,100
2024-07-29,5,2,1,1,1,1,0,3,0,14
2024-07-30,4,2,1,1,1,0,0,3,0,13
2024-07-31,3,2,1,1,1,1,0,3,0,14
2024-08-01,4,2,1,1,1,0,0,3,0,11
2024-08-02,5,2,2,1,1,1,0,4,0,16
2024-08-03,5,38,3,2,1,0,0,5,0,20
2024-08-04,4,6,3,2,1,1,0,3,0,13
2024-08-05,4,2,2,2,1,0,0,3,0,14
2024-08-06,3,2,1,1,1,0,0,2,0,13
2024-08-07,3,2,1,1,1,0,0,3,0,10
2024-08-08,4,2,1,2,1,0,0,3,0,12
2024-08-09,4,2,2,2,1,1,0,3,0,23
2024-08-10,4,2,4,3,1,0,0,4,0,18
2024-08-11,4,2,14,3,1,0,0,3,0,13
2024-08-12,4,2,2,3,1,0,0,3,0,9
2024-08-13,4,2,2,2,1,1,0,2,0,10
2024-08-14,4,2,2,3,1,1,0,3,0,10
2024-08-15,4,1,2,4,1,0,0,3,0,10
2024-08-16,4,2,2,13,1,0,0,3,0,15
2024-08-17,4,4,2,26,0,0,0,4,0,17
2024-08-18,3,10,2,18,0,0,0,4,0,16
2024-08-19,3,2,1,7,1,0,0,4,0,9
2024-08-20,4,2,1,5,1,0,0,3,0,13
2024-08-21,4,1,1,3,1,0,0,3,0,8
2024-08-22,3,2,1,3,1,0,0,3,0,11
2024-08-23,3,16,1,5,1,0,0,4,0,11
2024-08-24,3,6,2,23,0,0,0,4,0,18
2024-08-25,3,2,2,19,0,0,0,4,0,16
2024-08-26,3,2,2,5,1,0,0,4,0,9
2024-08-27,3,9,2,3,1,0,0,4,0,11
2024-08-28,3,27,14,3,1,0,0,5,0,10
2024-08-29,4,4,4,3,1,0,0,5,0,12
2024-08-30,4,2,2,5,1,0,0,7,0,12
2024-08-31,3,29,5,22,1,0,0,12,0,18
2024-09-01,4,4,20,22,1,0,0,7,0,20
2024-09-02,3,2,3,5,1,0,0,5,0,11
2024-09-03,5,2,1,3,1,1,0,5,0,14
2024-09-04,4,2,1,2,1,1,0,4,0,14
2024-09-05,4,1,1,2,1,1,0,6,0,28
2024-09-06,3,2,1,2,1,1,0,8,0,42
2024-09-07,3,2,1,4,0,1,0,9,0,41
2024-09-08,4,2,1,3,1,1,0,5,0,38
2024-09-09,4,1,1,2,1,1,0,4,0,32
2024-09-10,4,1,1,2,1,1,0,3,0,55
2024-09-11,4,2,1,2,1,1,0,5,0,20
2024-09-12,4,2,1,2,1,1,0,4,0,11
2024-09-13,5,2,2,4,1,1,0,5,0,12
2024-09-14,47,17,11,25,1,1,0,8,0,20
2024-09-15,10,4,5,21,1,1,0,5,0,16
2024-09-16,6,2,2,4,1,0,0,6,0,10
2024-09-17,6,3,25,3,1,0,0,6,0,13
2024-09-18,6,22,7,4,1,1,0,5,0,12
2024-09-19,5,7,2,3,1,0,0,13,0,10
2024-09-20,6,3,2,4,1,0,0,6,0,12
2024-09-21,7,14,9,23,1,0,0,5,0,19
2024-09-22,6,4,4,20,1,0,0,5,0,18
2024-09-23,4,3,2,6,1,1,0,5,0,12
2024-09-24,6,37,29,5,1,0,0,6,0,17
2024-09-25,53,4,5,4,1,0,0,7,0,13
2024-09-26,11,2,3,3,1,0,0,8,0,12
2024-09-27,6,2,5,4,1,0,0,11,0,11
2024-09-28,78,4,88,27,1,0,0,11,0,19
2024-09-29,8,30,8,19,1,0,0,4,0,19
2024-09-30,5,4,3,5,0,0,0,4,0,10
2024-10-01,3,2,2,3,0,0,0,6,0,11
2024-10-02,3,2,2,2,1,0,0,5,0,11
2024-10-03,3,2,2,3,0,0,0,6,0,11
2024-10-04,3,3,1,4,0,0,0,7,0,12
2024-10-05,4,55,3,24,0,1,0,7,0,20
2024-10-06,3,7,2,19,0,0,0,5,0,20
2024-10-07,3,3,1,4,1,0,0,3,0,11
2024-10-08,3,2,1,2,0,0,0,3,0,15
2024-10-09,2,2,1,2,0,0,0,3,0,14
2024-10-10,2,1,1,2,1,1,0,5,0,35
2024-10-11,2,1,1,2,1,1,0,4,0,59
2024-10-12,4,2,1,3,0,1,0,4,0,45
2024-10-13,16,2,1,2,0,1,0,4,0,38
2024-10-14,3,1,1,2,0,1,0,3,0,35
2024-10-15,2,1,1,2,0,1,0,3,0,50
2024-10-16,2,1,1,2,0,1,0,4,0,21
2024-10-17,2,1,1,2,0,0,0,4,0,11
2024-10-18,3,2,1,3,0,0,0,5,0,11
2024-10-19,51,45,29,19,1,0,0,6,0,20
2024-10-20,12,4,6,17,0,1,0,3,0,18
2024-10-21,5,2,3,5,0,1,0,4,0,9
2024-10-22,5,35,3,3,0,1,0,5,0,11
2024-10-23,5,8,23,3,1,1,0,4,0,12
2024-10-24,4,2,6,3,0,0,0,6,0,11
2024-10-25,4,33,3,5,0,0,0,9,0,12
2024-10-26,59,9,6,16,0,0,0,8,0,20
2024-10-27,7,3,19,20,0,1,0,4,0,17
2024-10-28,3,2,3,5,0,0,0,5,0,13
2024-10-29,4,30,3,3,1,1,0,5,0,13
2024-10-30,46,7,21,4,1,0,0,6,0,14
2024-10-31,9,2,5,3,1,0,0,7,0,11
2024-11-01,5,2,4,4,0,1,0,9,0,13
2024-11-02,84,3,100,25,1,0,0,9,0,20
2024-11-03,8,3,10,19,0,0,0,5,0,18
2024-11-04,3,2,3,4,0,0,0,8,0,9
2024-11-05,3,31,3,3,0,0,0,4,0,13
2024-11-06,4,6,14,3,0,0,0,5,0,11
2024-11-07,3,2,3,3,0,0,0,5,0,10
2024-11-08,3,2,2,4,0,1,0,5,0,11
2024-11-09,4,3,4,19,0,0,0,4,0,20
2024-11-10,3,2,26,21,0,0,0,6,1,20
2024-11-11,2,1,3,4,0,0,0,5,0,10
2024-11-12,2,1,2,2,0,0,0,4,0,16
2024-11-13,2,1,2,2,0,0,0,5,0,13
2024-11-14,2,1,1,1,0,1,0,5,0,29
2024-11-15,2,1,2,1,0,1,0,6,0,35
2024-11-16,15,1,12,3,1,1,0,5,0,26
2024-11-17,5,2,4,2,0,1,0,4,0,28
2024-11-18,3,1,2,1,0,1,0,6,0,22
2024-11-19,2,1,1,2,0,1,0,8,0,26
2024-11-20,2,1,1,2,0,1,0,4,0,13
2024-11-21,2,1,1,2,0,1,0,4,0,9
2024-11-22,2,1,2,4,0,0,0,4,0,10
2024-11-23,3,2,44,21,0,1,0,5,0,19
2024-11-24,2,2,6,20,0,1,0,4,0,16
2024-11-25,2,2,2,5,0,0,0,5,0,8
2024-11-26,3,20,10,3,0,0,0,6,0,10
2024-11-27,13,8,3,3,1,0,0,6,0,12
2024-11-28,4,2,1,2,0,0,0,6,0,10
2024-11-29,3,2,1,4,0,0,0,7,0,11
2024-11-30,49,4,19,16,0,0,0,7,0,18
2024-12-01,7,33,6,22,0,0,0,7,0,18
2024-12-02,3,3,2,7,0,1,0,5,0,9
2024-12-03,2,3,2,7,1,1,0,5,0,11
2024-12-04,2,2,1,17,0,1,0,5,0,15
2024-12-05,2,2,2,12,0,3,0,5,0,12
2024-12-06,2,3,2,6,1,6,0,6,0,10
2024-12-07,4,39,18,21,0,4,0,10,0,17
2024-12-08,18,5,8,20,1,2,0,6,0,15
2024-12-09,3,2,2,6,0,1,0,5,0,10
2024-12-10,2,3,6,3,1,1,0,5,0,11
2024-12-11,2,2,3,3,0,2,0,5,0,10
2024-12-12,2,2,2,3,0,2,0,5,0,11
2024-12-13,2,2,2,4,0,2,0,8,0,10
2024-12-14,3,13,4,18,0,1,0,7,0,15
2024-12-15,4,4,23,22,0,1,0,8,0,17
2024-12-16,40,3,4,10,0,1,0,8,0,12
2024-12-17,4,4,2,4,0,0,0,6,0,11
2024-12-18,2,3,11,4,0,2,0,6,0,13
2024-12-19,2,2,3,4,0,1,0,7,0,11
2024-12-20,2,2,2,4,0,1,0,6,0,11
2024-12-21,3,3,2,22,1,0,0,8,0,18
2024-12-22,2,2,2,22,0,1,0,6,0,16
2024-12-23,2,2,2,6,0,0,0,6,0,10
2024-12-24,3,52,28,5,1,0,0,6,0,12
