date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2023-01-08,10,5,3,12,1,5,0,15,0,64
2023-01-09,4,3,3,7,1,5,0,12,0,52
2023-01-10,5,2,24,8,1,4,0,18,0,47
2023-01-11,5,2,7,8,2,3,0,16,0,48
2023-01-12,6,2,3,11,1,3,0,20,0,49
2023-01-13,46,3,3,15,2,4,0,27,0,53
2023-01-14,16,30,4,49,1,6,0,25,0,79
2023-01-15,5,5,3,34,1,4,0,18,0,68
2023-01-16,6,3,24,12,1,4,0,20,0,43
2023-01-17,5,3,7,9,1,4,0,16,0,46
2023-01-18,5,3,3,14,1,4,0,15,0,44
2023-01-19,6,2,2,17,1,4,0,17,0,47
2023-01-20,6,2,4,15,1,3,0,20,0,48
2023-01-21,47,4,56,34,1,6,0,29,0,66
2023-01-22,11,31,14,42,1,4,0,20,0,70
2023-01-23,6,4,4,14,1,3,0,23,0,39
2023-01-24,5,2,21,11,1,0,0,19,0,40
2023-01-25,5,2,7,7,1,3,0,17,0,38
2023-01-26,5,2,2,7,1,3,0,18,0,40
2023-01-27,5,2,3,8,1,3,0,19,0,41
2023-01-28,7,21,27,16,1,4,0,22,0,61
2023-01-29,52,6,5,12,1,4,0,19,0,58
2023-01-30,9,3,3,6,1,3,0,14,0,38
2023-01-31,7,3,3,6,2,3,0,18,0,48
2023-02-01,7,3,3,5,2,4,0,22,2,43
2023-02-02,5,2,3,6,1,6,0,21,0,34
2023-02-03,5,3,3,13,1,4,0,24,0,45
2023-02-04,7,41,63,46,1,4,0,35,0,64
2023-02-05,40,4,7,36,1,5,0,23,0,61
2023-02-06,5,2,3,13,1,4,0,18,0,37
2023-02-07,4,2,14,8,1,6,0,17,0,39
2023-02-08,4,2,5,11,1,10,0,16,0,45
2023-02-09,4,2,2,11,1,7,0,14,0,34
2023-02-10,44,2,3,8,1,5,0,17,0,37
2023-02-11,13,22,27,33,1,10,0,13,0,56
2023-02-12,4,7,5,36,1,5,0,15,0,61
2023-02-13,3,2,2,14,1,0,0,12,0,36
2023-02-14,3,2,2,11,1,2,0,16,0,44
2023-02-15,4,2,2,18,1,3,0,27,0,50
2023-02-16,4,2,2,18,1,2,0,29,0,49
2023-02-17,5,22,23,11,1,2,0,28,0,43
2023-02-18,7,7,6,55,1,5,0,31,0,75
2023-02-19,48,3,3,38,1,2,0,22,0,65
2023-02-20,8,2,2,12,1,2,0,22,0,41
2023-02-21,4,2,3,7,1,3,0,18,0,52
2023-02-22,4,2,3,6,1,3,0,22,0,46
2023-02-23,4,2,3,5,1,4,0,21,0,49
2023-02-24,5,2,4,10,1,3,0,38,0,46
2023-02-25,61,42,26,36,1,3,0,39,0,79
2023-02-26,8,5,15,26,1,4,0,21,0,67
2023-02-27,5,2,4,9,1,3,0,14,0,41
2023-02-28,4,2,3,7,1,3,0,17,0,45
2023-03-01,4,2,3,14,1,2,0,13,0,52
2023-03-02,4,2,27,15,1,2,0,15,0,45
2023-03-03,4,25,7,11,1,0,0,15,0,44
2023-03-04,23,9,5,45,1,4,0,19,0,71
2023-03-05,6,3,16,42,1,3,0,12,0,70
2023-03-06,4,2,4,15,1,2,0,11,0,39
2023-03-07,4,2,3,8,1,0,0,11,0,42
2023-03-08,4,2,3,6,1,0,0,11,0,47
2023-03-09,4,2,3,6,1,2,0,13,0,42
2023-03-10,4,2,4,8,1,3,0,19,0,41
2023-03-11,8,27,56,39,1,3,0,19,0,95
2023-03-12,44,10,9,34,1,3,0,13,0,70
2023-03-13,8,2,5,10,1,2,0,12,0,43
2023-03-14,4,2,28,7,1,2,0,12,0,40
