date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2020-07-03,4,3,2,16,3,0,0,0,0,44
2020-07-04,4,3,2,42,3,0,0,0,0,70
2020-07-05,4,2,2,39,3,0,0,0,0,63
2020-07-06,4,3,2,17,4,0,0,0,0,44
2020-07-07,5,3,2,26,4,0,0,0,0,50
2020-07-08,6,4,3,27,4,0,0,0,0,44
2020-07-09,5,4,2,27,4,0,0,0,0,49
2020-07-10,4,3,3,18,3,0,0,3,0,42
2020-07-11,4,3,2,41,3,3,0,0,0,57
2020-07-12,4,2,2,45,3,0,0,0,0,62
2020-07-13,4,3,2,26,3,0,0,0,0,46
2020-07-14,4,2,2,24,3,3,0,0,0,41
2020-07-15,3,3,2,28,3,0,0,3,0,42
2020-07-16,4,3,2,32,3,0,0,3,0,50
2020-07-17,4,3,2,19,3,0,0,0,0,47
2020-07-18,4,3,2,19,3,0,0,3,0,67
2020-07-19,4,2,2,26,3,0,0,0,0,65
2020-07-20,4,2,3,16,3,0,0,3,0,40
2020-07-21,4,3,3,21,4,0,0,3,0,45
2020-07-22,4,3,3,37,3,0,0,0,0,58
2020-07-23,4,2,3,18,3,0,0,0,0,43
2020-07-24,4,3,3,8,3,0,0,3,0,40
2020-07-25,4,3,3,15,3,0,0,0,0,47
2020-07-26,4,3,2,48,3,0,0,0,0,65
2020-07-27,4,3,2,11,4,0,0,0,0,43
2020-07-28,4,5,3,5,3,0,0,0,0,38
2020-07-29,4,3,3,4,4,0,0,0,0,38
2020-07-30,5,3,3,4,4,0,0,0,0,40
2020-07-31,5,3,3,3,3,0,0,3,0,46
2020-08-01,4,3,3,6,3,0,0,0,0,61
2020-08-02,4,3,3,5,3,0,0,0,0,54
2020-08-03,4,3,3,3,3,0,0,0,0,41
2020-08-04,5,3,3,3,3,0,0,3,0,40
2020-08-05,4,3,3,3,3,0,0,0,0,48
2020-08-06,4,3,3,5,4,0,0,0,0,52
2020-08-07,5,3,6,5,3,0,0,0,0,55
2020-08-08,6,3,32,5,4,0,0,3,0,64
2020-08-09,4,3,13,5,3,0,0,0,0,61
2020-08-10,5,9,10,4,3,0,0,3,0,52
2020-08-11,12,40,48,6,4,0,0,0,0,50
2020-08-12,63,9,13,6,4,0,0,0,0,48
2020-08-13,12,3,5,5,3,0,0,2,0,46
2020-08-14,7,5,31,6,4,2,0,0,0,58
2020-08-15,47,36,13,10,5,0,0,2,0,71
2020-08-16,10,8,6,7,3,0,0,0,0,66
2020-08-17,10,4,52,7,4,0,0,3,0,50
2020-08-18,12,13,12,6,4,0,0,4,0,50
2020-08-19,62,5,6,7,4,3,0,5,0,51
2020-08-20,14,3,7,9,3,0,0,0,0,49
2020-08-21,8,4,52,10,4,0,0,3,0,49
2020-08-22,11,7,15,9,3,0,0,0,0,62
2020-08-23,40,36,9,11,5,0,0,0,0,71
2020-08-24,11,5,50,7,3,2,0,3,0,52
2020-08-25,7,2,12,5,3,0,0,5,0,48
2020-08-26,12,2,11,5,4,0,0,2,0,50
2020-08-27,87,3,95,8,4,0,0,0,0,54
2020-08-28,18,4,18,5,3,0,0,0,0,50
2020-08-29,13,40,8,10,3,0,0,3,0,62
2020-08-30,98,7,90,14,5,0,0,4,0,66
2020-08-31,14,3,12,6,4,0,0,3,0,54
2020-09-01,13,4,7,5,4,0,0,4,0,47
2020-09-02,83,27,43,13,5,0,0,11,0,56
2020-09-03,19,7,9,7,4,0,0,6,0,62
2020-09-04,9,4,6,6,4,0,0,5,0,61
2020-09-05,87,27,100,20,5,0,0,5,0,94
2020-09-06,14,5,14,8,5,0,0,5,0,67
2020-09-07,11,4,10,6,4,0,0,4,0,53
2020-09-08,14,4,9,5,5,0,0,3,0,53
2020-09-09,22,4,6,5,6,0,0,4,0,54
2020-09-10,19,4,5,8,6,0,0,5,0,55
2020-09-11,15,4,6,13,5,0,0,0,0,58
2020-09-12,13,4,53,48,5,0,0,5,0,81
2020-09-13,22,3,18,36,5,0,0,5,0,69
2020-09-14,22,4,6,20,5,0,0,6,0,55
2020-09-15,17,4,4,12,6,0,0,6,0,49
2020-09-16,16,4,4,7,5,0,0,5,0,44
2020-09-17,25,5,4,7,7,0,0,5,0,53
2020-09-18,15,4,4,13,6,0,0,4,0,60
2020-09-19,12,4,4,45,5,0,0,8,0,85
2020-09-20,11,3,4,44,5,0,0,4,0,81
2020-09-21,15,5,4,19,5,0,0,3,0,50
2020-09-22,18,6,4,12,6,0,0,3,0,64
2020-09-23,18,7,4,7,6,0,0,5,0,53
2020-09-24,15,6,4,10,6,0,0,5,0,67
2020-09-25,17,5,4,16,6,0,0,10,0,56
2020-09-26,17,5,4,47,5,0,0,6,0,80
2020-09-27,11,4,4,41,5,0,0,4,0,81
2020-09-28,15,6,4,24,6,0,0,4,0,61
2020-09-29,18,13,5,14,6,0,0,3,0,60
2020-09-30,16,7,14,7,7,0,0,3,0,56
2020-10-01,14,5,8,8,6,0,0,4,0,63
2020-10-02,13,6,6,11,6,0,0,5,0,56
2020-10-03,25,16,6,43,5,0,0,5,0,79
2020-10-04,15,9,7,57,5,0,0,4,0,100
2020-10-05,13,5,7,20,6,0,0,5,0,77
2020-10-06,13,7,6,8,6,0,0,3,0,67
2020-10-07,14,5,5,6,6,0,0,5,0,65
2020-10-08,13,5,4,6,6,0,0,5,0,66
2020-10-09,14,6,4,6,6,0,0,4,0,52
2020-10-10,12,6,4,10,5,0,0,4,0,74
2020-10-11,11,5,5,6,5,0,0,5,0,87
2020-10-12,14,6,8,5,6,0,0,5,0,52
2020-10-13,13,6,5,4,6,3,0,0,0,52
2020-10-14,13,7,5,5,6,0,0,4,0,57
2020-10-15,13,7,5,7,7,0,0,5,0,43
2020-10-16,14,11,5,11,6,0,0,5,0,42
2020-10-17,18,50,7,53,6,0,0,3,0,83
2020-10-18,72,10,53,42,7,0,0,6,0,71
2020-10-19,21,6,13,17,6,0,0,5,0,42
2020-10-20,12,6,6,8,6,0,0,3,0,46
2020-10-21,12,5,4,6,6,0,0,3,0,50
2020-10-22,13,5,6,7,6,0,0,6,0,48
