date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2022-07-07,9,3,2,3,3,0,0,2,0,6
2022-07-08,9,3,2,3,3,0,0,3,0,6
2022-07-09,8,3,3,3,3,0,0,4,0,6
2022-07-10,8,3,2,2,2,0,0,3,0,7
2022-07-11,8,3,2,2,3,0,0,2,0,5
2022-07-12,8,3,3,4,3,0,0,3,0,5
2022-07-13,8,3,2,3,3,0,0,2,0,6
2022-07-14,8,3,2,2,3,0,0,2,0,6
2022-07-15,7,3,2,3,3,0,0,2,0,6
2022-07-16,8,3,3,3,3,1,0,4,0,7
2022-07-17,7,3,2,4,2,1,0,2,0,7
2022-07-18,8,4,2,3,3,0,0,2,0,6
2022-07-19,7,3,2,3,3,0,0,1,0,5
2022-07-20,8,3,3,2,3,0,0,2,0,6
2022-07-21,9,4,3,3,3,0,0,1,0,5
2022-07-22,8,3,3,3,3,0,0,1,0,5
2022-07-23,9,3,4,4,2,0,0,2,0,8
2022-07-24,7,3,3,4,2,1,0,2,0,7
2022-07-25,9,3,3,3,2,0,0,2,0,6
2022-07-26,8,3,3,3,3,0,0,2,0,5
2022-07-27,9,3,3,3,3,0,0,2,0,6
2022-07-28,10,3,3,3,2,0,0,2,0,5
2022-07-29,9,3,3,3,2,0,0,2,0,5
2022-07-30,9,4,2,6,2,0,0,2,0,8
2022-07-31,6,3,3,5,2,0,0,2,0,9
2022-08-01,8,3,3,4,3,0,0,2,0,5
2022-08-02,8,3,3,5,3,0,0,2,0,5
2022-08-03,8,3,3,5,3,0,0,2,0,5
2022-08-04,8,3,4,7,3,0,0,2,0,6
2022-08-05,9,4,33,23,3,0,0,3,0,7
2022-08-06,60,28,14,48,3,0,0,4,0,9
2022-08-07,13,6,4,36,2,0,0,2,0,9
2022-08-08,9,3,3,11,3,0,0,3,0,6
2022-08-09,63,4,6,10,3,0,0,3,0,7
2022-08-10,24,26,37,9,3,0,0,3,0,6
2022-08-11,10,5,12,6,2,1,0,4,0,6
2022-08-12,11,3,7,10,3,0,0,4,0,6
2022-08-13,77,6,92,47,2,1,0,5,0,10
2022-08-14,12,31,11,31,2,0,0,2,0,8
2022-08-15,9,4,5,16,2,0,0,1,0,6
2022-08-16,9,3,5,12,2,0,0,2,0,6
2022-08-17,10,30,4,8,3,0,0,2,0,6
2022-08-18,11,8,4,7,2,0,0,2,0,6
2022-08-19,9,3,4,10,2,0,0,1,0,6
2022-08-20,34,5,34,41,3,0,0,2,0,10
2022-08-21,15,31,6,46,2,0,0,2,0,10
2022-08-22,9,5,3,24,2,0,0,2,0,7
2022-08-23,50,4,4,17,3,0,0,3,0,7
2022-08-24,16,23,18,12,3,0,0,2,0,6
2022-08-25,8,7,5,7,2,0,0,2,0,5
2022-08-26,8,3,4,11,2,0,0,2,0,6
2022-08-27,13,32,7,65,2,0,0,2,0,11
2022-08-28,48,7,41,30,3,0,0,2,0,9
2022-08-29,12,5,10,12,3,0,0,2,0,6
2022-08-30,9,5,6,23,3,0,0,2,0,6
2022-08-31,8,4,5,30,2,0,0,2,0,7
2022-09-01,8,3,4,27,2,0,0,2,0,8
2022-09-02,9,4,52,19,3,0,0,2,0,7
2022-09-03,58,6,16,59,3,0,0,2,0,9
2022-09-04,12,30,4,47,2,0,0,3,0,8
2022-09-05,7,6,3,14,2,0,0,2,0,5
2022-09-06,7,3,4,9,2,0,0,2,0,7
2022-09-07,7,3,27,9,2,0,0,2,0,7
2022-09-08,6,2,10,8,2,0,0,2,0,7
2022-09-09,7,3,3,12,2,0,0,3,0,6
2022-09-10,10,30,32,18,2,0,0,3,0,7
2022-09-11,59,6,11,13,2,0,0,2,0,6
2022-09-12,10,3,3,6,2,0,0,2,0,5
2022-09-13,7,3,3,6,2,0,0,1,0,6
2022-09-14,6,3,3,5,2,0,0,2,0,6
2022-09-15,6,2,2,6,2,0,0,2,0,6
2022-09-16,6,3,3,12,2,0,0,2,0,6
2022-09-17,58,5,6,38,2,0,0,2,0,8
2022-09-18,23,5,38,31,2,0,0,2,0,8
2022-09-19,8,3,6,9,2,0,0,2,0,5
2022-09-20,6,2,3,6,2,0,0,2,0,7
2022-09-21,7,3,3,4,2,0,0,2,0,6
2022-09-22,9,5,3,4,3,1,0,2,0,8
2022-09-23,9,9,4,4,3,1,0,3,0,10
2022-09-24,7,6,4,7,2,1,0,4,0,12
2022-09-25,21,4,3,5,2,0,0,3,0,10
2022-09-26,6,3,3,3,2,1,0,2,0,8
2022-09-27,5,3,3,3,2,1,0,3,0,8
2022-09-28,5,3,3,4,2,1,0,3,0,6
2022-09-29,5,3,3,5,1,1,0,3,0,4
2022-09-30,5,5,5,8,2,1,0,3,0,5
2022-10-01,9,56,82,42,2,1,0,4,0,9
2022-10-02,80,9,14,38,2,1,0,3,0,9
2022-10-03,10,4,5,12,2,1,0,2,0,5
2022-10-04,7,29,5,9,2,1,0,2,0,7
2022-10-05,53,7,5,8,2,1,0,3,0,6
2022-10-06,13,3,3,7,1,1,0,2,0,6
2022-10-07,6,3,3,10,1,1,0,2,0,5
2022-10-08,9,23,9,41,2,1,0,2,0,10
2022-10-09,38,8,20,58,2,1,0,2,0,10
2022-10-10,10,4,6,16,2,1,0,2,0,6
2022-10-11,7,3,3,8,2,1,0,2,0,6
2022-10-12,5,3,3,6,1,1,0,2,0,6
2022-10-13,6,3,3,6,1,1,0,2,0,6
2022-10-14,7,30,15,13,2,1,0,2,0,5
2022-10-15,67,9,12,35,2,1,0,3,0,8
2022-10-16,13,3,4,57,1,1,0,2,0,10
2022-10-17,5,2,3,14,1,1,0,2,0,5
2022-10-18,7,26,4,16,2,1,0,2,0,6
2022-10-19,46,10,21,30,2,1,0,2,0,6
2022-10-20,12,3,6,24,2,1,0,2,0,6
2022-10-21,5,4,5,13,1,1,0,3,0,6
2022-10-22,12,71,100,51,2,1,0,3,0,10
2022-10-23,94,10,12,35,2,1,0,3,0,8
2022-10-24,9,5,8,12,1,1,0,3,0,5
2022-10-25,6,4,37,9,2,1,0,3,0,6
2022-10-26,6,4,13,7,2,1,0,3,0,6
2022-10-27,5,3,3,6,1,1,0,3,0,5
2022-10-28,5,4,3,10,1,1,0,3,0,5
2022-10-29,95,75,27,50,2,1,0,3,0,10
2022-10-30,13,7,8,40,1,1,0,2,0,9
2022-10-31,7,4,3,11,1,1,0,2,0,5
2022-11-01,5,3,2,6,1,2,0,2,0,5
2022-11-02,5,2,2,6,1,2,0,2,0,6
2022-11-03,4,2,3,6,1,2,0,2,0,5
2022-11-04,4,4,2,9,1,2,0,2,0,5
2022-11-05,6,68,3,34,1,2,0,3,0,9
2022-11-06,4,9,3,51,1,2,0,1,0,9
2022-11-07,4,4,2,11,1,2,0,2,0,6
2022-11-08,4,3,2,6,1,3,0,2,0,6
2022-11-09,4,2,3,7,1,3,0,2,0,7
2022-11-10,4,3,2,6,1,3,0,2,0,6
2022-11-11,5,3,3,7,1,3,0,2,0,6
2022-11-12,62,64,91,49,2,4,0,2,0,13
2022-11-13,6,5,12,33,1,5,0,1,0,8
2022-11-14,4,3,6,8,1,4,0,1,0,6
2022-11-15,4,2,2,4,1,5,0,1,0,7
2022-11-16,3,2,2,3,1,6,0,1,0,8
2022-11-17,4,2,2,3,1,7,0,1,0,9
2022-11-18,3,2,1,3,1,9,0,1,0,8
2022-11-19,4,2,2,4,1,15,0,2,0,10
2022-11-20,3,2,1,3,1,50,0,2,0,21
2022-11-21,3,1,1,2,1,57,0,2,0,21
2022-11-22,3,1,1,2,1,65,0,1,0,27
2022-11-23,3,1,2,2,1,66,0,2,0,22
2022-11-24,4,1,1,2,1,65,0,2,0,22
2022-11-25,4,1,1,2,1,61,0,2,0,17
2022-11-26,4,1,2,2,1,75,0,2,0,23
2022-11-27,3,1,1,2,1,77,0,2,0,21
2022-11-28,4,1,1,2,1,70,0,2,0,18
2022-11-29,4,1,1,2,1,66,0,2,0,16
2022-11-30,4,1,1,3,1,81,0,2,0,18
2022-12-01,4,1,1,2,1,73,0,2,0,15
2022-12-02,3,1,1,2,1,82,0,3,0,18
2022-12-03,3,1,1,2,1,76,0,3,0,18
2022-12-04,3,1,1,3,1,70,0,2,0,18
2022-12-05,4,1,1,2,1,65,0,2,0,15
2022-12-06,3,1,1,2,1,63,0,2,0,16
2022-12-07,4,2,1,3,1,38,0,2,0,9
2022-12-08,4,2,1,2,1,22,0,2,0,7
2022-12-09,3,2,1,2,1,84,0,2,0,21
2022-12-10,3,1,1,2,1,95,0,2,0,27
2022-12-11,3,1,1,3,1,39,0,2,0,12
2022-12-12,4,2,1,3,1,21,0,2,0,7
2022-12-13,4,2,1,2,1,46,0,2,0,15
2022-12-14,4,2,1,2,1,46,0,2,0,15
2022-12-15,3,1,1,2,1,22,0,2,0,8
2022-12-16,3,1,1,3,1,13,0,2,0,7
2022-12-17,3,1,1,3,1,34,0,2,0,12
2022-12-18,3,2,1,3,1,100,0,2,0,30
2022-12-19,4,2,1,5,1,14,0,2,0,9
2022-12-20,4,2,1,5,1,5,0,2,0,6
2022-12-21,4,2,1,5,1,3,0,2,0,7
2022-12-22,4,1,2,5,1,3,0,2,0,6
2022-12-23,5,2,2,6,1,2,0,3,0,6
2022-12-24,4,2,1,7,1,2,0,2,0,6
2022-12-25,5,2,2,9,1,2,0,2,0,6
2022-12-26,5,2,2,45,1,2,0,2,0,9
2022-12-27,5,3,2,34,1,1,0,2,0,8
