date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2022-12-28,5,2,2,24,1,1,0,2,0,7
2022-12-29,5,3,4,15,1,1,0,2,0,7
2022-12-30,6,37,57,22,2,1,0,3,0,8
2022-12-31,41,5,7,46,1,1,0,3,0,9
2023-01-01,9,2,3,35,1,1,0,2,0,9
2023-01-02,6,2,3,32,1,1,0,2,0,8
2023-01-03,7,3,22,30,2,1,0,2,0,7
2023-01-04,6,3,6,25,2,1,0,2,0,7
2023-01-05,5,3,3,21,1,1,0,2,0,7
2023-01-06,6,3,13,17,2,1,0,2,0,7
2023-01-07,39,27,6,18,2,1,0,3,0,9
