date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2020-05-21,3,2,2,1,2,0,0,0,0,26
2020-05-22,3,2,2,1,2,0,0,0,0,28
2020-05-23,3,2,2,2,2,0,0,0,0,33
2020-05-24,3,1,2,1,2,0,0,0,0,33
2020-05-25,3,2,2,1,2,0,0,0,0,26
2020-05-26,3,2,1,1,2,0,0,3,0,30
2020-05-27,3,2,1,1,3,0,0,4,0,25
2020-05-28,3,2,1,2,2,0,0,0,0,30
2020-05-29,3,1,1,4,2,0,0,4,0,28
2020-05-30,3,2,2,2,2,0,0,0,0,34
2020-05-31,4,1,1,2,2,0,0,0,0,30
2020-06-01,3,1,1,1,2,0,0,3,0,31
2020-06-02,3,2,2,2,2,0,0,3,0,27
2020-06-03,3,2,1,2,2,0,0,0,0,31
2020-06-04,3,2,2,2,2,0,0,2,0,31
2020-06-05,4,2,2,2,2,0,0,0,0,36
2020-06-06,3,2,2,2,2,6,0,0,0,35
2020-06-07,3,2,2,2,2,0,0,0,0,37
2020-06-08,4,2,2,2,2,3,0,0,0,31
2020-06-09,4,2,2,2,2,0,0,3,0,33
2020-06-10,4,3,2,2,3,6,0,0,0,32
2020-06-11,4,4,2,2,3,7,0,0,0,28
2020-06-12,4,3,2,2,3,0,0,0,0,38
2020-06-13,3,3,2,4,3,5,0,3,0,46
2020-06-14,4,3,2,4,3,4,0,0,0,45
2020-06-15,4,3,2,4,3,5,0,0,0,39
2020-06-16,4,3,2,6,3,0,0,0,0,40
2020-06-17,4,3,2,21,3,0,0,0,0,58
2020-06-18,4,3,2,14,3,0,0,0,0,42
2020-06-19,4,3,2,17,3,0,0,0,0,50
2020-06-20,4,3,2,26,3,0,0,0,0,63
2020-06-21,3,3,2,28,3,0,0,0,0,67
2020-06-22,3,3,2,14,2,3,0,0,0,41
2020-06-23,4,3,2,16,3,0,0,0,0,41
2020-06-24,4,3,2,23,3,0,0,5,0,57
2020-06-25,4,3,2,26,3,0,0,0,0,53
2020-06-26,3,3,2,17,3,3,0,0,0,51
2020-06-27,3,2,2,13,3,0,0,0,0,64
2020-06-28,3,3,2,12,3,0,0,4,0,66
2020-06-29,3,3,2,9,3,0,0,0,0,39
2020-06-30,4,3,2,14,3,0,0,0,0,48
2020-07-01,5,3,2,20,3,0,0,0,0,49
2020-07-02,4,3,2,25,3,0,0,0,0,51
