date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2024-06-09,4,2,1,1,1,6,0,10,0,57
2024-06-10,4,1,1,1,1,9,0,9,0,49
2024-06-11,4,2,1,1,1,20,0,10,0,65
2024-06-12,4,1,1,1,1,11,0,10,0,36
2024-06-13,4,2,1,2,1,5,0,9,0,34
2024-06-14,4,2,1,1,1,5,0,9,0,54
2024-06-15,4,2,2,2,1,4,0,15,0,92
2024-06-16,4,2,1,2,1,5,0,19,0,100
2024-06-17,5,2,1,2,1,3,0,14,0,68
2024-06-18,5,2,1,3,1,2,0,15,0,53
2024-06-19,5,2,1,2,1,2,0,15,0,48
2024-06-20,5,2,1,1,1,2,0,11,0,66
2024-06-21,5,2,1,2,1,2,0,12,0,60
2024-06-22,5,2,2,2,1,0,0,15,0,67
2024-06-23,5,2,1,2,1,2,0,9,0,56
2024-06-24,6,2,1,2,1,2,0,10,0,53
2024-06-25,5,2,1,1,1,2,0,9,0,69
2024-06-26,5,2,1,1,1,2,0,9,0,67
2024-06-27,5,2,1,2,1,2,0,9,0,37
2024-06-28,5,3,1,2,1,0,0,10,0,35
2024-06-29,5,2,1,2,1,2,0,10,0,58
2024-06-30,5,2,1,2,1,0,0,8,0,72
2024-07-01,5,2,1,2,1,1,0,10,0,66
2024-07-02,5,2,4,2,1,2,0,11,0,52
2024-07-03,6,2,4,2,1,0,0,9,0,36
2024-07-04,6,2,3,2,1,0,0,10,0,30
2024-07-05,5,3,2,1,1,2,0,11,0,93
2024-07-06,5,3,4,2,1,2,0,21,0,85
2024-07-07,6,2,3,2,1,2,0,16,0,48
2024-07-08,6,2,2,2,1,2,0,10,0,29
2024-07-09,5,2,2,1,1,1,0,9,0,47
2024-07-10,6,2,2,1,1,2,0,8,0,61
