date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2024-01-10,2,1,1,4,1,1,0,9,0,27
2024-01-11,3,1,1,4,1,1,0,11,0,29
2024-01-12,3,1,2,7,1,0,0,13,0,29
2024-01-13,3,1,1,26,1,2,0,16,0,50
2024-01-14,2,1,2,25,1,2,0,11,0,55
2024-01-15,3,1,1,6,1,1,0,10,0,39
2024-01-16,3,1,1,4,1,2,0,8,0,39
2024-01-17,2,1,1,4,1,1,0,8,0,34
2024-01-18,2,1,1,3,1,1,0,8,0,34
2024-01-19,3,1,1,4,1,1,0,9,0,35
2024-01-20,3,1,1,20,1,1,0,11,0,49
2024-01-21,3,1,2,19,1,1,0,9,0,51
2024-01-22,2,1,1,6,1,1,0,8,0,38
2024-01-23,2,1,1,4,1,1,0,10,0,42
2024-01-24,2,1,1,3,1,2,0,8,0,46
2024-01-25,2,1,1,4,1,2,0,7,0,33
2024-01-26,2,2,3,5,1,0,0,10,0,29
2024-01-27,2,3,4,7,1,0,0,12,0,45
2024-01-28,2,1,3,6,1,1,0,10,0,49
2024-01-29,2,1,2,4,1,1,0,7,0,33
2024-01-30,2,1,2,10,1,2,0,9,0,42
2024-01-31,2,1,2,16,1,2,0,9,0,38
2024-02-01,2,1,1,15,1,2,0,9,0,28
2024-02-02,2,1,1,9,1,1,0,9,0,35
2024-02-03,2,1,2,24,1,2,0,12,0,73
2024-02-04,2,1,2,32,1,3,0,9,0,49
2024-02-05,2,1,1,13,1,3,0,7,0,26
2024-02-06,2,1,1,8,1,2,0,9,0,25
2024-02-07,2,1,2,4,1,3,0,8,0,66
2024-02-08,2,1,1,5,1,2,0,7,0,30
2024-02-09,2,1,1,6,1,2,0,7,0,27
2024-02-10,2,1,2,30,1,3,0,10,0,51
2024-02-11,2,1,2,27,0,4,0,9,0,56
2024-02-12,2,1,2,9,1,1,0,8,0,30
2024-02-13,3,2,2,7,1,0,0,8,0,24
2024-02-14,2,1,2,4,1,0,0,9,0,23
2024-02-15,2,1,2,4,1,2,0,10,0,23
2024-02-16,3,2,4,6,1,0,0,13,0,22
2024-02-17,5,34,62,40,1,2,0,18,0,42
2024-02-18,31,7,15,27,1,0,0,9,0,35
2024-02-19,4,2,3,9,1,0,0,10,0,22
2024-02-20,3,2,24,9,1,0,0,7,0,24
2024-02-21,2,2,6,12,1,0,0,8,0,23
2024-02-22,2,2,2,8,1,0,0,8,0,25
2024-02-23,3,2,2,6,1,1,0,12,0,24
2024-02-24,5,26,22,31,1,1,0,8,0,40
2024-02-25,53,5,5,17,1,0,0,10,0,39
2024-02-26,10,2,3,7,1,0,0,9,0,21
2024-02-27,3,2,23,7,1,0,0,10,0,26
2024-02-28,3,2,7,6,1,0,0,12,0,26
2024-02-29,3,2,2,6,1,2,0,11,0,24
2024-03-01,2,2,3,7,1,1,0,13,0,23
2024-03-02,40,22,24,30,1,2,0,16,0,37
2024-03-03,8,3,5,27,1,0,0,12,0,36
2024-03-04,3,2,3,11,1,0,0,23,0,24
2024-03-05,28,2,3,10,1,0,0,12,0,25
2024-03-06,8,21,10,6,1,0,0,12,0,24
2024-03-07,3,5,2,5,1,0,0,10,0,23
2024-03-08,3,2,2,7,1,1,0,14,0,24
2024-03-09,85,78,22,30,1,0,0,16,0,38
2024-03-10,7,6,8,39,1,2,0,9,0,44
2024-03-11,4,3,3,11,1,1,0,14,0,22
2024-03-12,3,2,28,8,1,0,0,10,0,26
2024-03-13,2,2,8,6,1,2,0,9,0,24
2024-03-14,2,2,2,5,1,1,0,8,0,24
2024-03-15,2,2,2,6,0,0,0,10,0,24
2024-03-16,4,29,5,19,1,2,0,10,0,38
2024-03-17,3,6,32,15,1,0,0,7,0,48
2024-03-18,2,2,7,6,1,2,0,10,0,26
2024-03-19,3,2,2,4,1,0,0,8,0,25
2024-03-20,3,2,2,3,1,1,0,8,0,28
2024-03-21,2,2,3,3,1,2,0,7,0,48
2024-03-22,2,1,2,3,1,1,0,10,0,45
2024-03-23,3,2,3,6,1,1,0,11,0,64
2024-03-24,3,2,2,4,0,0,0,8,0,43
2024-03-25,2,2,2,3,1,1,0,10,0,33
2024-03-26,2,1,2,3,1,1,0,11,0,46
2024-03-27,2,1,1,3,0,1,0,14,0,34
2024-03-28,2,1,2,4,1,2,0,12,0,22
2024-03-29,3,2,4,7,1,0,0,12,0,25
2024-03-30,29,26,23,31,1,0,0,16,0,39
2024-03-31,4,4,7,37,1,0,0,10,0,41
2024-04-01,3,2,3,11,0,0,0,9,0,27
2024-04-02,13,2,14,13,1,1,0,9,0,25
2024-04-03,6,20,4,20,1,0,0,9,0,25
2024-04-04,5,4,2,24,1,0,0,9,0,27
2024-04-05,3,2,34,14,1,2,0,12,0,25
2024-04-06,31,32,14,34,1,0,0,10,0,39
2024-04-07,4,7,4,37,1,0,0,8,0,36
2024-04-08,3,2,4,10,1,0,0,8,0,23
2024-04-09,3,2,22,7,0,0,0,9,0,37
2024-04-10,3,2,6,4,1,0,0,9,0,26
2024-04-11,2,2,2,5,1,0,0,7,0,25
2024-04-12,2,2,16,7,1,0,0,10,0,23
2024-04-13,4,37,7,33,1,0,0,12,0,39
2024-04-14,3,6,3,42,1,0,0,11,0,35
2024-04-15,2,2,24,16,1,0,0,8,0,21
2024-04-16,3,2,10,10,1,1,0,11,0,27
2024-04-17,3,2,3,6,1,0,0,16,0,36
2024-04-18,3,2,2,6,1,1,0,11,0,27
2024-04-19,3,2,4,6,1,0,0,9,0,24
2024-04-20,5,31,26,25,1,2,0,11,0,39
2024-04-21,20,6,11,29,1,0,0,8,0,38
2024-04-22,5,2,3,9,1,1,0,12,0,21
2024-04-23,3,2,28,15,1,0,0,9,0,23
2024-04-24,3,2,8,25,1,0,0,11,0,26
2024-04-25,3,2,3,20,1,0,0,11,0,27
2024-04-26,3,2,52,13,1,2,0,14,0,26
2024-04-27,40,5,19,34,1,5,0,14,0,39
2024-04-28,8,30,4,35,1,3,0,10,0,38
2024-04-29,4,4,27,12,1,4,0,10,0,22
2024-04-30,4,3,9,7,1,3,0,11,0,29
2024-05-01,5,30,5,9,1,3,0,12,0,31
2024-05-02,59,5,69,12,1,3,0,11,0,28
2024-05-03,14,3,18,13,1,2,0,9,0,26
2024-05-04,5,39,8,38,1,2,0,11,0,39
2024-05-05,3,6,26,30,1,2,0,10,0,38
2024-05-06,3,3,5,16,1,0,0,14,0,24
2024-05-07,38,3,4,11,1,0,0,11,0,28
2024-05-08,10,26,25,8,1,2,0,48,0,31
2024-05-09,3,7,7,7,1,2,0,14,0,25
2024-05-10,3,3,4,8,0,0,0,26,0,24
2024-05-11,6,31,28,34,1,0,0,18,0,42
2024-05-12,43,9,6,33,1,0,0,9,0,43
2024-05-13,7,2,3,18,1,0,0,9,0,24
2024-05-14,4,2,21,25,1,0,0,8,0,31
2024-05-15,6,2,8,23,1,1,0,7,0,27
2024-05-16,5,2,2,14,1,2,0,8,0,22
2024-05-17,4,2,2,8,1,2,0,11,0,26
2024-05-18,19,24,16,19,1,2,0,9,0,34
2024-05-19,5,3,4,63,1,2,0,6,0,49
2024-05-20,4,2,2,11,1,1,0,7,0,21
2024-05-21,4,2,27,5,1,0,0,8,0,22
2024-05-22,4,2,10,4,1,0,0,6,0,24
2024-05-23,3,1,3,3,1,1,0,8,0,24
2024-05-24,3,1,2,4,1,0,0,9,0,21
2024-05-25,27,23,26,10,1,2,0,12,0,45
2024-05-26,5,3,4,6,1,0,0,9,0,30
2024-05-27,4,2,2,3,1,0,0,10,0,20
2024-05-28,4,2,2,2,1,0,0,10,0,24
2024-05-29,4,2,2,2,1,3,0,7,0,26
2024-05-30,3,1,2,1,1,0,0,6,0,18
2024-05-31,3,2,3,2,1,0,0,8,0,22
2024-06-01,4,71,100,2,1,2,0,13,0,43
2024-06-02,4,6,7,2,1,2,0,7,0,31
2024-06-03,4,3,3,1,1,1,0,7,0,48
2024-06-04,4,2,2,1,1,2,0,7,0,45
2024-06-05,4,2,2,1,1,4,0,7,0,46
2024-06-06,4,2,1,1,1,4,0,8,0,50
2024-06-07,4,2,1,1,1,9,0,7,0,65
2024-06-08,4,2,2,2,1,8,0,9,0,62
