date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2022-01-06,7,3,2,7,2,0,0,7,0,36
2022-01-07,7,3,2,7,2,0,0,6,0,35
2022-01-08,7,3,3,12,2,2,0,6,0,54
2022-01-09,7,3,3,9,3,3,0,8,0,59
2022-01-10,7,2,2,7,2,0,0,6,0,45
2022-01-11,7,3,2,7,3,0,0,6,0,41
2022-01-12,7,2,2,8,3,0,0,7,0,42
2022-01-13,7,2,2,7,3,2,0,6,0,41
2022-01-14,7,2,2,10,2,0,0,5,0,45
2022-01-15,7,3,3,37,3,3,0,6,0,62
2022-01-16,6,2,3,27,2,2,0,5,0,50
2022-01-17,7,2,2,9,2,3,0,4,0,36
2022-01-18,7,3,2,11,3,2,0,6,0,41
2022-01-19,6,2,2,16,3,4,0,7,0,39
2022-01-20,6,2,2,13,2,0,0,5,0,39
2022-01-21,6,2,2,11,2,0,0,9,0,34
2022-01-22,7,2,3,38,2,3,0,7,0,57
2022-01-23,6,2,2,35,2,5,0,8,0,52
2022-01-24,6,2,2,10,2,4,0,6,0,33
2022-01-25,6,2,2,6,2,3,0,4,0,37
2022-01-26,6,2,3,5,2,3,0,9,0,38
2022-01-27,7,2,3,5,2,2,0,3,0,39
2022-01-28,7,2,3,5,2,3,0,6,0,36
2022-01-29,6,2,3,9,2,3,0,10,0,47
2022-01-30,6,2,3,6,2,4,0,8,0,55
2022-01-31,7,3,2,5,3,2,0,8,0,41
2022-02-01,6,3,3,4,3,2,0,6,0,35
2022-02-02,5,2,3,4,3,2,0,8,0,34
2022-02-03,5,2,3,4,3,3,0,5,0,36
2022-02-04,5,2,11,6,2,3,0,6,0,32
2022-02-05,8,3,5,10,2,5,0,9,0,47
2022-02-06,7,19,3,8,2,10,0,7,0,56
2022-02-07,5,4,16,7,2,6,0,5,0,34
2022-02-08,5,2,7,14,2,11,0,8,0,38
2022-02-09,6,2,3,17,2,10,0,6,0,35
2022-02-10,6,2,3,17,2,7,0,7,0,31
2022-02-11,5,2,18,13,2,4,0,6,0,33
2022-02-12,37,3,6,31,3,20,0,7,0,48
2022-02-13,10,11,4,27,2,10,0,6,0,42
2022-02-14,6,4,16,9,2,3,0,9,0,31
2022-02-15,23,3,7,13,2,3,0,8,0,37
2022-02-16,8,12,3,12,2,2,0,6,0,36
2022-02-17,4,4,3,6,2,2,0,5,0,33
2022-02-18,4,2,4,9,2,2,0,7,0,30
2022-02-19,6,4,15,40,2,2,0,6,0,52
2022-02-20,6,17,4,34,2,3,0,7,0,45
2022-02-21,4,3,3,9,1,0,0,6,0,26
2022-02-22,4,2,3,8,2,1,0,7,0,31
2022-02-23,4,2,3,16,2,0,0,7,0,33
2022-02-24,4,2,2,16,2,2,0,5,0,31
2022-02-25,4,2,4,13,2,0,0,7,0,30
2022-02-26,22,4,37,38,2,0,0,7,0,52
2022-02-27,9,18,18,23,2,0,0,10,0,47
2022-02-28,4,8,5,9,1,2,0,17,0,28
2022-03-01,4,3,3,9,2,2,0,10,0,28
2022-03-02,4,12,15,11,2,1,0,9,0,32
2022-03-03,4,4,7,8,2,2,0,8,0,29
2022-03-04,5,3,3,10,2,3,0,9,0,27
2022-03-05,64,43,24,38,3,4,0,10,0,55
2022-03-06,10,5,12,37,2,2,0,8,0,54
2022-03-07,5,2,4,15,2,0,0,9,0,30
2022-03-08,4,2,20,10,2,0,0,9,0,32
2022-03-09,4,22,6,7,2,0,0,12,0,37
2022-03-10,4,5,4,11,2,1,0,10,0,33
2022-03-11,4,2,7,12,2,0,0,11,0,36
2022-03-12,6,4,58,38,2,2,0,10,0,62
2022-03-13,4,15,9,32,2,0,0,11,0,52
2022-03-14,4,3,5,15,2,0,0,8,0,35
2022-03-15,4,2,3,15,2,2,0,10,0,36
2022-03-16,5,25,3,20,2,3,0,7,0,37
2022-03-17,4,7,3,19,2,1,0,9,0,33
2022-03-18,5,2,4,14,2,2,0,10,0,37
2022-03-19,37,5,27,28,2,2,0,10,0,55
2022-03-20,12,12,7,25,2,3,0,12,0,58
2022-03-21,5,5,4,10,2,3,0,12,0,42
2022-03-22,4,3,3,6,2,4,0,12,0,32
2022-03-23,4,2,3,5,2,5,0,12,0,39
2022-03-24,4,2,2,4,2,10,0,10,0,53
2022-03-25,3,2,2,4,2,14,0,11,0,55
2022-03-26,4,3,3,6,2,10,0,17,0,69
2022-03-27,4,2,3,6,2,6,0,11,0,45
2022-03-28,4,2,2,4,2,5,0,12,0,33
2022-03-29,3,2,2,3,2,15,0,11,0,64
2022-03-30,3,2,2,4,2,15,0,13,0,41
2022-03-31,3,2,2,5,2,10,0,15,0,31
2022-04-01,4,2,3,7,2,31,0,17,0,38
2022-04-02,40,4,27,37,2,17,0,17,0,50
2022-04-03,13,21,6,26,2,9,0,11,0,45
2022-04-04,5,4,3,14,2,6,0,10,0,37
2022-04-05,32,3,4,12,2,6,0,10,0,38
2022-04-06,10,20,23,12,2,3,0,11,0,38
2022-04-07,4,5,7,9,2,3,0,11,0,34
2022-04-08,4,2,3,10,2,2,0,13,0,33
2022-04-09,6,3,26,36,2,3,0,19,0,50
2022-04-10,4,2,7,34,2,2,0,14,0,51
2022-04-11,4,2,3,10,2,0,0,10,0,28
2022-04-12,5,12,37,9,2,4,0,9,0,39
2022-04-13,5,6,7,7,2,0,0,7,0,35
2022-04-14,4,2,3,6,2,2,0,7,0,33
2022-04-15,5,2,5,11,2,3,0,11,0,38
2022-04-16,33,4,34,39,2,3,0,10,0,61
2022-04-17,14,21,10,24,2,2,0,8,0,51
2022-04-18,5,5,4,11,2,2,0,11,0,33
2022-04-19,5,2,3,23,2,2,0,10,0,40
2022-04-20,4,2,3,29,2,0,0,8,0,42
2022-04-21,13,2,3,19,3,1,0,12,0,36
2022-04-22,7,2,4,11,2,2,0,13,0,35
2022-04-23,25,5,51,42,3,2,0,15,0,55
2022-04-24,6,33,10,34,2,3,0,9,0,49
2022-04-25,5,6,3,12,2,0,0,9,0,28
2022-04-26,5,3,3,9,2,2,0,9,0,37
2022-04-27,40,20,25,13,2,2,0,11,0,44
2022-04-28,10,4,8,17,2,2,0,10,0,37
2022-04-29,6,2,3,13,2,1,0,14,0,32
2022-04-30,41,4,27,40,2,2,0,17,0,57
2022-05-01,8,4,9,34,2,0,0,10,0,49
2022-05-02,6,22,4,22,2,2,0,9,0,39
2022-05-03,30,4,22,15,2,2,0,17,0,39
2022-05-04,12,2,6,11,2,2,0,100,0,43
2022-05-05,5,2,3,9,2,3,0,18,0,39
2022-05-06,5,2,3,10,2,2,0,11,0,36
2022-05-07,9,4,8,53,2,2,0,11,0,60
2022-05-08,56,30,58,46,3,2,0,12,0,52
2022-05-09,11,5,9,13,2,2,0,7,1,33
2022-05-10,5,3,3,18,2,3,0,9,0,38
2022-05-11,5,3,3,27,2,2,0,7,0,41
2022-05-12,5,3,2,26,2,3,0,8,0,35
2022-05-13,6,3,2,16,2,2,0,8,0,36
2022-05-14,39,6,20,28,2,2,0,10,0,60
2022-05-15,7,36,5,51,2,3,0,8,0,54
2022-05-16,6,9,2,23,2,2,0,7,0,36
2022-05-17,5,4,2,27,2,2,0,8,0,39
2022-05-18,5,4,2,20,2,2,0,5,0,37
2022-05-19,5,4,2,19,2,0,0,5,0,42
2022-05-20,7,41,3,17,3,2,0,8,0,36
2022-05-21,39,21,22,30,3,3,0,7,0,49
2022-05-22,10,4,6,100,2,4,0,10,0,67
2022-05-23,7,4,30,20,3,5,0,11,0,35
2022-05-24,7,27,5,9,2,4,0,8,0,33
2022-05-25,7,10,3,6,3,3,0,15,0,34
2022-05-26,13,4,2,4,3,3,0,21,0,31
2022-05-27,9,35,3,7,3,3,0,10,0,34
2022-05-28,8,11,40,10,3,7,0,15,0,72
2022-05-29,7,4,11,6,2,7,0,12,0,55
2022-05-30,9,30,4,5,3,5,0,9,0,39
2022-05-31,7,8,3,4,3,4,0,10,0,34
2022-06-01,12,5,3,3,3,8,0,9,0,44
2022-06-02,13,5,2,2,3,5,0,9,0,52
2022-06-03,12,5,3,3,4,4,0,15,0,43
2022-06-04,11,5,4,3,3,6,0,17,0,58
2022-06-05,9,4,2,3,3,7,0,15,0,65
2022-06-06,11,5,3,2,4,5,0,15,0,42
2022-06-07,10,4,2,2,3,5,0,12,0,45
2022-06-08,10,4,3,2,4,5,0,9,0,46
2022-06-09,10,4,3,2,4,4,0,10,0,50
2022-06-10,9,4,2,2,4,4,0,11,0,48
2022-06-11,9,4,2,3,3,5,0,39,0,64
2022-06-12,9,4,2,3,3,5,0,43,0,52
2022-06-13,11,4,2,3,4,4,0,46,0,46
2022-06-14,11,4,2,3,4,6,0,44,0,49
2022-06-15,11,5,2,3,4,5,0,19,0,39
2022-06-16,9,4,2,7,4,4,0,16,0,42
2022-06-17,10,4,2,4,4,5,0,15,0,40
2022-06-18,9,4,2,4,3,7,0,25,0,46
2022-06-19,8,4,2,4,3,6,0,12,0,39
2022-06-20,10,5,2,3,4,6,0,9,0,34
2022-06-21,14,5,3,2,4,4,0,9,0,34
2022-06-22,13,4,2,3,4,3,0,11,0,35
2022-06-23,11,5,2,3,4,5,0,18,0,33
2022-06-24,11,5,3,2,3,4,0,17,0,35
2022-06-25,10,7,3,3,4,3,0,12,0,46
2022-06-26,9,5,3,4,4,3,0,12,0,40
2022-06-27,11,5,2,3,4,2,0,15,0,30
2022-06-28,11,5,3,3,4,2,0,13,0,35
2022-06-29,10,4,2,3,4,3,0,15,0,39
2022-06-30,11,4,3,3,4,2,0,14,0,41
2022-07-01,10,4,3,3,4,2,0,13,0,37
2022-07-02,9,4,2,3,3,2,0,30,0,46
2022-07-03,8,3,3,3,3,4,0,18,0,44
2022-07-04,10,4,2,3,4,4,0,15,0,38
2022-07-05,10,4,3,3,4,3,0,16,0,40
2022-07-06,10,3,3,3,3,2,0,22,0,39
