date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2022-11-21,53,29,27,7,57,60,5,3,0
2022-11-22,56,26,26,6,65,64,5,3,0
2022-11-23,57,29,23,7,78,67,7,3,1
2022-11-24,58,26,24,5,68,67,6,4,1
2022-11-25,63,36,25,8,98,69,7,7,1
2022-11-26,69,33,17,12,76,84,9,5,1
2022-11-27,69,34,22,9,83,76,7,5,0
2022-11-28,67,31,24,5,69,74,6,5,1
2022-11-29,61,32,27,10,66,77,6,3,1
2022-11-30,67,31,35,6,78,75,6,3,1
2022-12-01,75,28,30,7,74,81,7,3,1
2022-12-02,60,30,18,6,71,83,7,3,1
2022-12-03,72,29,20,0,74,85,9,3,1
2022-12-04,67,31,20,6,74,83,8,3,1
2022-12-05,58,31,33,6,64,70,5,3,1
2022-12-06,53,22,24,4,67,73,7,3,2
2022-12-07,59,27,27,11,70,73,5,3,0
2022-12-08,59,28,26,6,64,77,6,3,3
2022-12-09,52,28,23,4,63,73,7,4,2
2022-12-10,51,29,16,7,73,76,6,3,0
2022-12-11,62,25,18,6,74,78,7,2,2
2022-12-12,61,33,25,5,68,75,7,2,2
2022-12-13,56,27,26,4,73,78,5,3,1
2022-12-14,63,26,25,6,71,81,5,4,1
2022-12-15,62,31,26,0,81,92,6,3,2
2022-12-16,73,33,21,10,83,95,7,4,2
2022-12-17,71,29,19,8,98,89,6,5,1
2022-12-18,59,31,17,7,77,73,5,2,2
2022-12-19,73,32,20,9,70,87,7,3,1
2022-12-20,73,35,21,4,86,94,5,3,2
2022-12-21,76,30,17,7,93,86,6,3,2
2022-12-22,76,40,16,5,100,97,5,4,2
2022-12-23,81,38,7,0,93,100,6,4,2
2022-12-24,55,26,8,0,82,84,6,3,1
2022-12-25,43,16,9,0,83,51,6,2,0
2022-12-26,50,21,11,0,67,58,6,2,0
2022-12-27,63,30,8,10,67,66,6,3,1
2022-12-28,63,44,11,5,77,64,6,2,2
2022-12-29,61,38,13,7,78,67,5,3,2
2022-12-30,49,30,10,9,58,63,4,2,1
2022-12-31,39,20,15,8,49,56,6,1,2
2023-01-01,46,23,9,6,50,52,6,1,0
2023-01-02,63,30,14,8,58,62,5,3,1
2023-01-03,63,28,13,7,51,62,5,3,1
2023-01-04,59,29,13,6,56,66,5,2,2
2023-01-05,62,28,17,4,57,65,5,3,1
2023-01-06,48,22,9,10,55,66,6,2,2
2023-01-07,58,27,14,9,60,66,5,1,0
