date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2024-03-20,58,31,24,7,65,78,6,4,2
2024-03-21,69,25,15,0,73,83,6,4,2
2024-03-22,67,32,21,11,69,80,7,4,3
2024-03-23,68,29,13,7,80,77,6,5,2
2024-03-24,73,31,11,13,70,88,6,4,0
2024-03-25,72,30,21,10,60,76,5,5,1
2024-03-26,86,27,24,16,70,80,6,4,0
2024-03-27,82,31,19,10,80,87,6,4,1
2024-03-28,82,37,21,7,65,92,5,5,2
2024-03-29,80,33,11,12,79,91,7,4,0
2024-03-30,88,34,13,13,77,91,7,5,0
2024-03-31,66,33,17,13,75,81,6,4,0
2024-04-01,88,39,17,15,75,100,8,4,3
2024-04-02,78,29,20,12,61,88,5,4,2
2024-04-03,64,29,20,10,59,70,5,5,0
2024-04-04,68,22,18,11,63,72,6,4,0
2024-04-05,65,27,17,7,65,74,7,4,3
2024-04-06,64,32,7,9,71,84,8,4,2
2024-04-07,51,25,11,10,63,71,6,6,0
2024-04-08,56,25,19,9,65,60,5,3,0
2024-04-09,51,25,16,6,59,59,5,4,0
2024-04-10,59,23,13,11,59,67,6,4,2
2024-04-11,45,21,17,8,66,66,6,4,0
2024-04-12,66,32,14,6,73,65,6,4,0
2024-04-13,71,27,8,14,66,82,7,4,2
2024-04-14,72,26,11,10,68,80,6,4,0
2024-04-15,51,25,26,9,55,60,4,4,1
2024-04-16,53,21,19,9,63,61,6,4,1
2024-04-17,58,28,18,9,75,59,7,5,2
2024-04-18,59,25,19,11,86,65,6,2,0
2024-04-19,77,33,19,10,80,79,7,3,0
2024-04-20,66,32,9,10,81,82,8,4,0
2024-04-21,61,28,13,9,69,81,5,5,0
2024-04-22,63,24,16,11,67,69,7,3,0
2024-04-23,64,24,20,7,78,68,6,4,2
2024-04-24,62,32,18,14,68,69,7,3,0
2024-04-25,68,31,23,8,82,77,5,4,2
2024-04-26,75,36,18,9,78,83,6,5,2
2024-04-27,77,37,16,17,79,86,6,4,0
2024-04-28,83,31,13,10,74,83,8,3,2
2024-04-29,78,33,19,10,72,73,7,4,2
2024-04-30,65,33,28,6,76,71,6,5,1
2024-05-01,82,26,17,14,73,89,7,4,0
2024-05-02,68,33,22,7,70,75,6,4,0
2024-05-03,71,34,16,7,73,75,6,4,0
2024-05-04,75,29,10,14,81,88,7,6,0
2024-05-05,62,29,7,12,75,85,7,4,0
2024-05-06,61,26,17,7,68,65,7,5,2
2024-05-07,53,25,19,6,75,62,6,4,2
2024-05-08,58,27,15,10,72,58,5,3,2
2024-05-09,46,31,17,7,75,72,5,3,2
2024-05-10,72,30,14,8,81,67,6,4,0
2024-05-11,63,29,11,12,72,76,8,4,2
2024-05-12,51,22,7,10,86,68,5,3,0
2024-05-13,54,25,11,8,60,63,6,3,0
2024-05-14,54,20,17,9,57,65,6,4,0
2024-05-15,55,26,16,9,58,62,5,3,1
2024-05-16,57,23,19,8,66,66,7,4,2
2024-05-17,64,27,17,11,66,75,6,4,2
2024-05-18,73,30,7,15,73,86,7,5,0
2024-05-19,68,38,16,12,61,75,5,3,0
2024-05-20,66,30,22,12,62,63,5,3,0
2024-05-21,65,27,20,9,65,65,6,4,1
2024-05-22,67,29,18,10,58,75,6,5,2
2024-05-23,67,23,23,7,71,75,7,3,0
2024-05-24,75,37,17,13,77,77,7,4,0
2024-05-25,80,30,14,17,67,84,7,5,0
2024-05-26,90,40,12,16,82,94,8,5,0
2024-05-27,81,32,18,15,73,76,6,3,2
2024-05-28,69,32,21,12,81,74,6,4,0
2024-05-29,72,27,13,15,73,68,5,4,0
2024-05-30,66,31,24,15,69,69,6,3,2
2024-05-31,72,30,22,14,71,74,5,3,0
2024-06-01,77,29,15,12,69,80,6,4,0
2024-06-02,73,30,13,12,74,71,6,4,0
2024-06-03,56,18,19,10,59,61,4,3,0
2024-06-04,60,25,14,10,64,73,6,3,0
2024-06-05,75,25,19,12,69,72,6,4,1
2024-06-06,63,36,15,11,65,73,5,4,2
2024-06-07,60,26,15,8,69,75,5,4,0
2024-06-08,67,35,9,7,79,93,6,4,0
2024-06-09,84,23,10,15,67,84,6,4,0
2024-06-10,59,24,20,12,73,65,5,4,0
2024-06-11,69,31,17,8,64,67,5,3,2
2024-06-12,61,26,13,9,76,80,6,3,0
2024-06-13,58,26,17,8,80,81,6,2,2
2024-06-14,61,26,16,12,69,73,4,4,0
2024-06-15,74,30,0,9,77,87,5,5,0
2024-06-16,63,33,10,7,72,80,7,4,0
2024-06-17,64,32,13,10,65,81,5,3,0
2024-06-18,67,27,20,11,57,77,6,4,0
2024-06-19,70,25,17,8,62,69,5,3,0
2024-06-20,69,31,22,10,64,78,6,4,2
2024-06-21,70,25,18,11,63,70,6,4,0
2024-06-22,65,32,13,16,79,79,8,4,0
2024-06-23,81,38,0,18,70,79,4,3,0
2024-06-24,70,34,17,12,64,81,6,5,0
2024-06-25,77,41,23,13,66,77,6,4,3
2024-06-26,77,36,18,9,68,86,6,5,0
2024-06-27,79,40,23,13,84,81,7,6,0
2024-06-28,76,42,17,13,70,93,7,4,0
2024-06-29,77,38,17,15,77,86,9,4,2
2024-06-30,86,36,20,18,76,86,7,3,0
2024-07-01,67,37,23,7,69,72,6,3,1
2024-07-02,68,30,17,7,63,80,4,4,0
2024-07-03,78,26,21,8,67,79,6,4,2
2024-07-04,71,36,15,8,74,80,8,3,0
2024-07-05,76,28,13,11,66,87,6,4,2
2024-07-06,69,27,13,13,72,98,6,3,0
2024-07-07,74,30,11,10,67,88,5,2,0
2024-07-08,62,33,17,14,71,76,5,4,2
2024-07-09,56,23,16,10,65,62,6,4,0
2024-07-10,63,30,13,8,59,59,6,4,0
