date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2024-01-10,65,33,20,10,64,81,6,4,2
2024-01-11,65,30,16,16,61,84,5,3,1
2024-01-12,76,28,18,13,66,93,7,4,2
2024-01-13,75,34,13,12,72,97,7,4,0
2024-01-14,66,31,9,12,66,94,7,4,2
2024-01-15,82,35,21,14,63,95,6,4,2
2024-01-16,58,33,21,9,62,82,6,3,2
2024-01-17,56,23,18,10,61,71,6,3,2
2024-01-18,51,27,20,13,61,68,6,5,2
2024-01-19,56,27,17,5,58,72,5,2,0
2024-01-20,71,31,16,11,70,88,6,4,2
2024-01-21,73,31,12,10,75,80,6,3,0
2024-01-22,51,27,22,7,60,70,5,3,2
2024-01-23,60,30,13,11,60,65,6,3,2
2024-01-24,64,31,17,9,66,68,5,4,0
2024-01-25,71,33,17,10,74,70,6,4,1
2024-01-26,71,36,27,12,70,75,7,4,2
2024-01-27,80,32,14,16,63,89,8,4,2
2024-01-28,73,36,14,13,62,88,7,5,0
2024-01-29,73,29,20,6,62,72,6,4,0
2024-01-30,59,30,22,11,62,70,5,4,2
2024-01-31,54,30,24,9,71,67,6,4,2
2024-02-01,60,25,20,7,67,72,5,5,1
2024-02-02,58,30,18,7,63,75,6,4,2
2024-02-03,70,31,13,8,70,91,6,4,0
2024-02-04,72,40,12,11,69,87,5,3,0
2024-02-05,59,26,17,12,58,68,5,4,2
2024-02-06,58,26,21,9,65,58,5,3,2
2024-02-07,43,27,22,5,53,62,4,3,0
2024-02-08,51,32,15,7,68,72,5,3,2
2024-02-09,55,28,14,6,63,73,6,3,0
2024-02-10,63,26,12,7,73,85,8,3,0
2024-02-11,56,27,15,8,88,85,6,4,0
2024-02-12,57,30,20,9,75,63,4,4,0
2024-02-13,57,24,20,10,73,64,6,4,2
2024-02-14,50,23,21,5,100,59,5,5,0
2024-02-15,60,28,20,14,80,61,5,4,0
2024-02-16,54,24,17,11,68,76,6,4,0
2024-02-17,71,28,15,12,79,87,6,3,0
2024-02-18,67,30,12,12,66,85,4,4,0
2024-02-19,61,27,19,8,65,68,4,3,2
2024-02-20,62,28,16,8,68,67,5,3,1
2024-02-21,65,25,18,10,63,62,4,4,0
2024-02-22,56,22,17,10,65,67,5,3,2
2024-02-23,70,27,27,13,62,84,7,3,3
2024-02-24,73,37,13,12,72,93,6,5,2
2024-02-25,68,29,6,13,71,82,5,5,0
2024-02-26,70,32,23,9,71,74,6,4,1
2024-02-27,62,39,21,12,67,74,6,3,1
2024-02-28,71,33,22,14,74,69,6,4,2
2024-02-29,73,43,22,11,86,71,6,5,0
2024-03-01,64,37,26,10,77,84,5,4,3
2024-03-02,74,37,15,14,80,89,7,5,0
2024-03-03,72,37,15,11,72,86,7,4,0
2024-03-04,62,28,22,9,61,67,6,4,2
2024-03-05,56,28,18,9,64,63,4,4,1
2024-03-06,63,28,20,10,69,61,6,3,0
2024-03-07,57,26,23,11,58,68,6,3,1
2024-03-08,60,27,21,12,70,71,6,4,0
2024-03-09,63,32,13,16,63,83,5,2,2
2024-03-10,59,28,15,8,63,82,5,2,0
2024-03-11,65,28,21,11,68,70,5,3,0
2024-03-12,68,28,20,9,65,68,5,4,2
2024-03-13,56,30,14,10,63,62,6,3,0
2024-03-14,52,20,20,9,60,61,5,3,1
2024-03-15,61,23,15,9,55,78,5,3,2
2024-03-16,69,28,18,10,67,83,7,4,0
2024-03-17,59,33,16,12,55,74,6,3,0
2024-03-18,59,25,22,12,61,65,8,3,1
2024-03-19,57,27,22,8,67,72,3,4,0
