date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2019-07-01,57,39,67,0,47,68,10,4,0
2019-07-02,53,37,57,0,51,59,10,3,1
2019-07-03,48,28,40,0,40,68,11,2,1
2019-07-04,57,40,53,0,42,72,10,4,2
2019-07-05,52,33,42,0,41,73,11,4,2
2019-07-06,56,36,27,0,51,77,12,2,0
2019-07-07,57,31,27,0,46,71,10,3,0
2019-07-08,53,29,55,0,45,69,8,2,0
2019-07-09,52,23,44,0,39,70,9,3,0
2019-07-10,48,36,47,0,38,64,10,3,0
2019-07-11,60,36,57,0,45,66,9,3,0
2019-07-12,60,34,45,0,53,61,9,3,2
2019-07-13,56,34,38,0,48,80,11,2,2
2019-07-14,65,28,30,0,51,66,10,0,0
2019-07-15,48,38,62,0,53,57,8,3,0
2019-07-16,60,38,55,0,49,58,10,2,2
2019-07-17,59,32,56,0,45,64,10,3,0
2019-07-18,53,29,53,0,57,62,11,2,1
2019-07-19,53,34,47,0,43,63,10,3,0
2019-07-20,55,47,35,0,41,66,12,2,2
2019-07-21,60,40,29,0,37,71,9,3,0
2019-07-22,57,28,60,0,49,59,11,2,2
2019-07-23,48,37,44,0,63,65,10,3,0
2019-07-24,53,29,51,0,57,64,9,2,0
2019-07-25,56,33,50,0,42,63,11,2,4
2019-07-26,63,37,46,0,42,76,11,3,2
2019-07-27,58,38,27,0,55,73,12,3,0
2019-07-28,69,35,31,0,52,73,11,0,0
2019-07-29,60,38,62,0,41,66,9,3,2
2019-07-30,61,30,57,0,52,68,10,2,2
2019-07-31,53,29,61,0,46,59,10,3,3
2019-08-01,58,30,47,0,52,70,10,3,2
2019-08-02,47,35,41,0,39,71,11,4,1
2019-08-03,55,36,27,0,50,79,13,3,0
2019-08-04,57,33,38,0,44,71,10,2,0
2019-08-05,48,26,46,0,55,57,10,3,0
2019-08-06,52,37,46,0,55,67,10,3,1
2019-08-07,44,26,43,0,52,64,10,2,2
2019-08-08,47,26,37,0,46,70,8,2,2
2019-08-09,56,30,35,0,47,71,9,2,0
2019-08-10,51,29,25,0,48,74,12,3,0
2019-08-11,51,36,24,0,53,68,10,2,0
2019-08-12,43,23,52,0,47,61,10,2,0
2019-08-13,47,27,46,0,46,61,10,3,0
