date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2019-08-14,45,27,36,0,45,70,10,1,2
2019-08-15,54,34,53,0,45,65,10,3,2
2019-08-16,52,31,38,0,54,73,9,3,2
2019-08-17,51,23,34,0,55,71,11,3,0
2019-08-18,63,40,37,0,40,67,10,2,0
2019-08-19,60,26,58,0,44,63,10,2,2
2019-08-20,47,37,57,0,51,63,9,3,2
2019-08-21,60,40,54,0,51,66,9,3,0
2019-08-22,59,43,48,0,48,67,12,3,2
2019-08-23,50,35,48,0,55,73,11,2,2
2019-08-24,54,36,34,0,47,83,12,4,0
2019-08-25,46,44,33,0,37,75,10,2,0
2019-08-26,52,33,58,0,43,62,9,3,0
2019-08-27,61,39,61,0,55,73,10,3,4
2019-08-28,60,39,68,0,56,64,10,3,1
2019-08-29,58,37,50,0,53,70,12,3,1
2019-08-30,56,41,64,0,66,74,9,3,2
2019-08-31,52,41,51,0,51,80,12,3,0
2019-09-01,69,56,46,0,56,72,9,3,2
2019-09-02,51,28,56,0,51,61,10,2,1
2019-09-03,40,27,51,0,45,61,9,2,0
2019-09-04,49,36,36,0,40,58,9,2,2
2019-09-05,43,27,40,0,45,66,10,2,2
2019-09-06,44,33,41,0,45,66,11,2,2
2019-09-07,52,32,25,0,55,77,15,2,2
2019-09-08,49,29,39,0,50,73,11,2,0
2019-09-09,54,30,53,0,41,65,9,3,1
2019-09-10,50,29,50,0,54,66,10,3,2
2019-09-11,54,34,44,0,42,68,11,3,0
2019-09-12,45,30,35,0,64,74,8,3,1
2019-09-13,59,37,44,0,59,74,11,2,2
2019-09-14,48,39,28,0,57,74,12,3,2
2019-09-15,61,43,28,0,49,76,12,2,0
2019-09-16,62,38,49,0,52,65,10,2,1
2019-09-17,54,39,55,0,52,66,11,3,0
2019-09-18,45,26,46,0,53,65,10,3,1
2019-09-19,46,36,55,0,61,69,12,3,2
2019-09-20,49,33,47,0,47,69,11,3,0
2019-09-21,52,35,30,0,47,71,11,2,0
2019-09-22,48,38,26,0,64,70,9,2,0
2019-09-23,57,35,48,0,66,71,12,3,0
2019-09-24,64,42,40,0,59,80,14,0,0
2019-09-25,67,53,52,0,67,72,10,3,2
2019-09-26,65,45,46,0,70,75,12,4,2
2019-09-27,71,40,56,0,71,84,12,4,1
2019-09-28,70,44,29,0,58,82,14,2,2
2019-09-29,73,47,39,0,62,80,12,3,2
2019-09-30,62,27,85,0,51,66,9,2,1
2019-10-01,62,31,64,0,57,66,10,3,1
2019-10-02,64,31,55,0,51,68,11,4,2
2019-10-03,57,37,56,0,53,71,12,3,2
2019-10-04,58,30,50,0,53,73,10,3,1
2019-10-05,55,36,30,0,54,77,12,2,0
2019-10-06,69,30,27,0,44,70,12,2,0
2019-10-07,57,35,50,0,46,60,9,3,2
2019-10-08,52,34,50,0,49,59,9,2,2
2019-10-09,47,28,53,0,52,62,9,3,1
2019-10-10,52,30,52,0,43,66,10,4,0
2019-10-11,57,23,44,0,63,70,9,2,0
2019-10-12,58,35,37,0,56,83,12,2,0
2019-10-13,54,30,26,0,48,69,12,3,0
2019-10-14,64,32,55,0,59,68,9,3,1
2019-10-15,63,30,48,0,58,68,9,2,1
2019-10-16,44,25,56,0,46,65,11,4,2
2019-10-17,45,31,51,0,50,67,9,3,2
2019-10-18,50,33,49,0,46,67,9,2,2
2019-10-19,56,34,34,0,50,75,11,2,0
2019-10-20,49,24,28,0,41,64,10,2,0
2019-10-21,49,30,40,0,48,65,9,3,0
2019-10-22,61,31,55,0,48,67,10,3,2
2019-10-23,61,34,49,0,57,62,11,4,0
2019-10-24,59,20,52,0,51,69,12,3,0
2019-10-25,64,38,48,0,50,74,11,2,0
2019-10-26,45,33,32,0,59,76,13,2,0
2019-10-27,54,36,32,0,44,63,8,2,0
2019-10-28,60,34,50,0,51,62,10,3,2
2019-10-29,56,37,50,0,48,66,12,3,2
2019-10-30,64,41,54,0,56,73,11,3,1
2019-10-31,57,26,67,0,57,69,16,3,2
2019-11-01,60,35,64,0,47,70,13,5,1
2019-11-02,53,28,16,0,41,65,12,4,1
2019-11-03,57,29,29,0,55,66,10,2,0
2019-11-04,44,43,48,0,42,64,10,3,2
2019-11-05,54,30,56,0,52,67,9,3,1
2019-11-06,50,33,59,0,49,69,8,2,2
2019-11-07,54,32,48,0,57,68,9,2,1
2019-11-08,61,39,56,0,54,72,9,3,2
2019-11-09,51,34,36,0,56,78,11,2,1
2019-11-10,52,26,41,0,53,73,10,2,0
2019-11-11,56,39,59,0,53,63,11,4,2
2019-11-12,58,33,52,0,57,72,10,3,1
2019-11-13,57,26,42,0,54,72,10,2,1
2019-11-14,52,36,49,0,53,74,10,3,0
2019-11-15,59,37,60,0,57,79,11,3,2
2019-11-16,54,40,41,0,55,85,13,3,0
2019-11-17,85,43,33,0,57,83,10,3,0
2019-11-18,60,31,56,0,57,71,9,4,2
2019-11-19,63,31,69,0,66,77,11,4,2
2019-11-20,71,38,72,0,58,77,9,3,1
2019-11-21,66,37,54,0,66,79,10,4,2
2019-11-22,69,39,61,0,72,86,11,3,2
2019-11-23,69,40,47,0,64,91,14,4,0
2019-11-24,59,44,31,0,63,87,14,2,0
2019-11-25,75,37,77,0,78,81,10,3,2
2019-11-26,74,40,67,0,72,95,11,3,2
2019-11-27,72,38,79,0,63,87,11,4,2
2019-11-28,62,37,63,0,79,89,10,5,1
2019-11-29,73,51,69,0,100,91,14,7,1
2019-11-30,71,44,62,0,78,94,14,4,2
2019-12-01,72,39,38,0,67,92,11,5,0
2019-12-02,71,38,74,0,74,81,10,4,2
2019-12-03,59,36,67,0,57,82,10,4,1
2019-12-04,68,30,66,0,88,77,12,3,2
2019-12-05,60,38,64,0,83,84,11,3,2
2019-12-06,62,30,63,0,69,79,13,3,2
2019-12-07,56,31,28,0,64,87,12,3,2
2019-12-08,55,39,45,0,81,76,11,3,2
2019-12-09,45,31,70,0,70,80,10,3,0
2019-12-10,64,32,63,0,63,74,8,3,1
2019-12-11,73,36,54,0,86,86,11,3,3
2019-12-12,78,38,64,0,81,88,8,3,1
2019-12-13,69,38,64,0,74,92,11,3,2
2019-12-14,77,33,39,0,59,95,15,3,3
2019-12-15,78,37,25,0,69,95,12,3,0
2019-12-16,74,39,35,0,71,100,11,3,0
2019-12-17,75,53,49,0,74,93,9,4,2
2019-12-18,73,40,30,0,82,93,11,3,2
2019-12-19,81,53,46,0,88,99,8,4,3
2019-12-20,94,46,29,0,96,98,12,3,3
2019-12-21,63,44,25,0,71,94,10,3,2
2019-12-22,79,44,22,0,81,94,11,2,0
2019-12-23,76,47,30,0,78,97,10,2,3
2019-12-24,75,41,26,0,92,91,12,0,0
2019-12-25,33,23,0,0,62,55,11,0,0
2019-12-26,64,30,14,0,75,69,11,2,2
2019-12-27,63,38,19,0,57,80,12,2,2
2019-12-28,69,41,16,0,56,75,10,0,0
2019-12-29,64,40,13,0,53,69,11,2,0
2019-12-30,73,45,26,0,51,85,10,2,2
2019-12-31,51,30,29,0,42,65,11,0,2
2020-01-01,49,32,31,0,53,59,8,2,0
