date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2020-07-03,31,17,17,0,17,85,9,2,0
2020-07-04,31,17,8,0,20,87,9,3,0
2020-07-05,36,21,8,0,19,82,9,3,0
2020-07-06,32,14,15,0,17,74,8,3,1
2020-07-07,33,18,16,3,17,69,8,2,1
2020-07-08,28,19,16,0,17,66,8,2,2
2020-07-09,27,18,15,0,17,65,7,3,0
2020-07-10,33,13,12,0,13,69,8,3,0
2020-07-11,29,15,8,0,16,70,7,2,1
2020-07-12,29,20,11,0,17,76,9,3,0
2020-07-13,23,13,14,0,12,57,8,2,0
2020-07-14,29,15,15,0,14,61,7,3,0
2020-07-15,27,13,18,0,19,65,7,2,0
2020-07-16,29,18,15,3,17,67,8,3,0
2020-07-17,33,14,17,0,17,71,6,3,0
2020-07-18,34,22,11,0,16,85,8,3,0
2020-07-19,36,18,12,0,15,78,10,3,0
2020-07-20,35,18,20,0,13,67,8,3,0
2020-07-21,29,18,20,0,16,72,9,3,1
2020-07-22,33,22,20,0,18,70,8,3,0
2020-07-23,27,18,18,0,14,72,9,4,0
2020-07-24,39,14,17,0,21,76,12,3,2
2020-07-25,36,19,14,0,16,90,12,3,0
2020-07-26,45,20,13,0,17,90,11,4,0
2020-07-27,34,20,18,0,15,75,9,3,0
2020-07-28,37,19,18,0,18,78,9,4,0
2020-07-29,36,17,17,0,17,79,8,2,0
2020-07-30,30,15,21,0,21,74,8,2,1
2020-07-31,29,17,23,0,20,76,10,3,0
2020-08-01,35,15,17,0,17,82,11,3,0
2020-08-02,33,14,14,0,22,83,11,3,1
2020-08-03,31,16,21,0,19,70,8,3,1
2020-08-04,32,17,19,2,18,72,8,3,0
2020-08-05,31,16,19,0,17,67,8,2,0
2020-08-06,33,14,21,3,18,73,9,3,1
2020-08-07,33,16,17,0,15,79,9,4,0
2020-08-08,31,17,12,0,19,82,11,2,1
2020-08-09,32,16,13,0,17,77,12,3,0
2020-08-10,34,20,10,0,17,80,11,3,0
2020-08-11,34,13,20,0,20,71,9,3,1
2020-08-12,33,17,20,0,21,69,8,2,0
2020-08-13,33,17,17,0,18,69,7,3,2
2020-08-14,33,15,19,0,18,73,9,2,0
2020-08-15,30,16,13,0,19,75,10,2,1
2020-08-16,35,19,16,0,15,74,10,2,0
2020-08-17,32,14,23,0,15,63,8,2,1
2020-08-18,27,13,17,0,18,65,9,3,1
2020-08-19,27,17,19,0,19,64,10,2,2
2020-08-20,33,20,20,0,18,68,9,2,1
2020-08-21,33,17,19,0,20,73,9,3,1
2020-08-22,37,17,14,0,21,86,11,2,0
2020-08-23,32,18,10,0,14,77,10,3,0
2020-08-24,30,15,19,0,19,67,8,3,1
2020-08-25,26,18,19,0,20,73,10,4,0
2020-08-26,30,17,18,0,22,70,9,3,1
2020-08-27,31,19,13,3,20,68,9,3,0
2020-08-28,26,17,19,0,19,75,9,2,0
2020-08-29,30,17,12,0,21,76,9,3,0
2020-08-30,30,20,11,3,18,71,10,3,0
2020-08-31,27,19,24,0,22,66,8,3,1
2020-09-01,27,19,23,3,25,62,8,3,2
2020-09-02,27,16,17,0,19,58,8,3,1
2020-09-03,30,19,16,0,20,71,8,3,1
2020-09-04,38,18,16,0,24,88,8,3,2
2020-09-05,45,16,12,0,19,83,10,2,0
2020-09-06,45,17,11,0,22,86,10,2,0
2020-09-07,100,16,14,0,22,97,8,2,0
2020-09-08,98,20,18,0,21,89,8,3,0
2020-09-09,55,20,15,0,22,83,8,3,1
2020-09-10,47,19,19,0,19,75,7,3,0
2020-09-11,33,13,11,0,16,74,9,3,0
2020-09-12,33,19,10,0,20,82,10,3,1
2020-09-13,32,17,10,0,19,80,9,1,0
2020-09-14,26,18,15,0,15,66,6,2,1
2020-09-15,25,16,22,0,19,67,7,2,1
2020-09-16,26,16,18,0,22,65,8,3,1
2020-09-17,26,13,16,0,17,71,8,3,0
