date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2020-09-18,29,17,17,0,18,78,8,2,1
2020-09-19,28,17,10,0,21,78,10,2,0
2020-09-20,33,18,12,0,16,77,7,3,0
2020-09-21,21,15,19,0,20,62,7,2,1
2020-09-22,31,19,17,0,19,68,9,3,2
2020-09-23,30,18,16,0,17,70,9,3,2
2020-09-24,28,17,12,0,20,78,9,3,2
2020-09-25,33,19,16,0,21,77,8,3,1
2020-09-26,32,19,9,0,22,80,9,2,1
2020-09-27,32,18,13,0,19,71,8,3,1
2020-09-28,28,16,18,0,20,63,7,2,0
2020-09-29,34,16,21,0,19,68,9,3,2
2020-09-30,29,15,23,0,23,69,8,4,0
2020-10-01,29,15,23,0,19,68,10,3,0
2020-10-02,28,15,14,0,18,65,8,3,1
2020-10-03,32,16,12,3,20,84,10,3,0
2020-10-04,35,18,11,0,17,73,9,2,0
2020-10-05,31,15,18,0,24,65,9,3,1
2020-10-06,30,16,18,0,21,68,9,3,1
2020-10-07,30,17,16,0,25,70,8,3,1
2020-10-08,28,15,16,0,21,71,9,3,1
2020-10-09,31,17,15,0,21,68,9,2,0
2020-10-10,32,17,11,0,21,87,12,2,0
2020-10-11,32,13,13,0,23,71,10,2,0
2020-10-12,25,17,16,0,21,65,8,3,0
2020-10-13,27,17,19,0,21,65,8,3,1
2020-10-14,22,11,15,0,21,69,7,2,0
2020-10-15,30,17,17,0,20,65,8,3,2
2020-10-16,28,15,15,0,22,68,8,2,2
2020-10-17,34,15,11,0,21,78,12,3,0
2020-10-18,35,14,10,0,21,74,11,3,0
2020-10-19,29,12,18,0,17,69,8,3,2
2020-10-20,30,16,19,0,20,63,9,3,1
2020-10-21,30,14,18,0,22,68,9,3,1
2020-10-22,30,11,19,0,20,69,8,3,1
2020-10-23,26,16,18,0,19,68,9,3,0
2020-10-24,33,15,8,0,19,77,10,2,1
2020-10-25,32,17,11,0,21,76,11,2,0
2020-10-26,31,17,17,0,20,70,9,3,1
2020-10-27,36,15,19,0,21,72,9,4,0
2020-10-28,32,18,18,0,21,72,10,3,0
2020-10-29,34,15,20,0,22,78,12,4,2
2020-10-30,32,16,18,0,22,79,13,3,0
2020-10-31,28,15,18,0,20,74,18,4,1
2020-11-01,30,18,14,0,22,72,11,2,0
2020-11-02,27,18,24,0,21,66,9,3,0
2020-11-03,30,14,22,0,19,69,7,3,1
2020-11-04,25,15,18,0,21,60,9,2,0
2020-11-05,25,13,20,0,16,62,9,3,0
2020-11-06,25,13,15,0,22,66,8,2,2
2020-11-07,28,13,12,0,23,72,10,2,2
2020-11-08,26,14,10,0,20,68,9,2,1
2020-11-09,23,12,21,0,22,69,8,2,2
2020-11-10,20,13,19,0,22,66,8,3,1
2020-11-11,28,10,17,0,21,65,8,4,1
2020-11-12,26,11,19,0,26,68,8,3,0
2020-11-13,27,16,15,0,23,71,10,2,2
2020-11-14,33,16,14,0,26,78,11,2,0
2020-11-15,29,16,15,0,24,77,9,2,0
2020-11-16,30,13,21,0,24,59,8,4,1
2020-11-17,30,15,23,0,21,63,7,4,1
2020-11-18,28,15,18,0,23,69,9,2,0
2020-11-19,28,14,16,0,28,70,9,3,1
2020-11-20,29,18,20,0,28,71,9,3,1
2020-11-21,30,17,13,0,22,79,12,4,2
2020-11-22,31,18,11,0,29,78,10,4,0
2020-11-23,33,19,19,0,25,70,9,3,2
2020-11-24,30,16,19,0,30,71,9,3,1
2020-11-25,35,22,23,2,29,80,8,4,0
2020-11-26,34,21,25,0,35,83,10,6,1
2020-11-27,35,19,24,0,39,85,11,7,0
2020-11-28,40,19,17,0,34,88,13,3,0
2020-11-29,34,19,15,0,36,83,11,3,0
2020-11-30,31,17,26,0,29,77,9,5,1
2020-12-01,32,17,27,0,29,76,9,3,1
2020-12-02,33,16,20,0,30,78,9,4,0
2020-12-03,32,13,20,0,29,85,10,3,1
2020-12-04,33,14,21,0,37,89,10,3,2
2020-12-05,31,15,14,0,29,81,11,3,1
2020-12-06,35,16,13,0,28,89,9,3,0
2020-12-07,33,16,22,0,29,76,9,3,0
2020-12-08,27,18,22,0,30,79,11,3,2
2020-12-09,30,17,20,3,33,81,7,3,0
2020-12-10,34,16,22,0,35,84,9,3,1
2020-12-11,31,16,17,0,27,81,11,3,2
2020-12-12,33,20,13,0,32,90,11,3,1
2020-12-13,33,20,11,0,29,87,10,5,0
2020-12-14,33,12,19,0,27,82,10,3,2
2020-12-15,31,20,19,0,29,91,9,3,2
2020-12-16,36,19,11,0,32,99,9,2,1
2020-12-17,40,20,15,0,35,89,8,4,1
2020-12-18,35,20,15,0,37,95,9,2,2
2020-12-19,36,17,7,0,32,92,8,3,2
2020-12-20,40,20,10,0,34,91,9,3,2
2020-12-21,36,23,12,0,39,87,8,3,2
2020-12-22,39,19,11,0,35,100,9,3,2
2020-12-23,38,19,8,0,35,93,8,4,1
2020-12-24,31,15,11,0,34,95,9,4,0
2020-12-25,21,11,4,0,34,53,9,2,0
2020-12-26,28,13,4,0,27,66,9,2,0
2020-12-27,28,14,7,0,26,72,8,3,0
2020-12-28,34,18,9,0,19,67,9,2,2
2020-12-29,31,19,14,0,24,71,7,2,2
2020-12-30,32,15,9,0,24,68,8,3,0
2020-12-31,23,12,8,0,18,60,6,3,0
2021-01-01,24,12,8,0,18,61,10,2,0
2021-01-02,26,18,9,0,18,67,9,3,0
2021-01-03,34,20,10,3,23,69,8,3,0
