date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2021-07-05,54,36,33,0,49,61,6,1,1
2021-07-06,64,32,30,0,43,63,6,3,0
2021-07-07,67,28,33,0,44,64,6,2,0
2021-07-08,61,27,25,0,46,62,4,3,0
2021-07-09,62,33,18,0,43,65,5,3,0
2021-07-10,72,39,22,0,50,74,9,3,0
2021-07-11,57,34,16,0,42,64,6,3,0
2021-07-12,46,23,21,0,35,48,5,2,0
2021-07-13,39,21,23,0,33,50,5,3,0
2021-07-14,51,20,25,0,36,51,6,2,0
2021-07-15,55,27,24,0,40,58,6,3,1
2021-07-16,55,26,30,0,48,61,5,3,0
2021-07-17,54,30,16,6,42,69,7,3,0
2021-07-18,75,31,17,0,45,69,6,3,0
2021-07-19,63,31,34,0,35,68,6,3,0
2021-07-20,62,34,34,0,46,71,6,2,1
2021-07-21,65,35,23,0,41,67,7,2,1
2021-07-22,60,33,24,0,45,64,6,3,0
2021-07-23,66,40,26,0,51,59,6,2,1
2021-07-24,82,39,16,0,65,77,7,3,0
2021-07-25,75,36,26,0,51,78,8,2,0
2021-07-26,70,30,39,0,48,65,5,2,1
2021-07-27,65,30,34,0,52,62,7,3,1
2021-07-28,70,36,38,0,55,68,7,2,0
2021-07-29,71,39,28,0,49,68,7,3,0
2021-07-30,60,37,31,0,49,63,8,3,0
2021-07-31,70,38,29,0,55,73,6,2,0
2021-08-01,63,38,30,0,47,67,6,3,0
2021-08-02,57,29,31,0,46,64,6,2,1
2021-08-03,58,28,30,0,46,61,7,3,1
2021-08-04,59,30,28,7,50,60,5,3,0
2021-08-05,56,28,22,0,41,64,6,2,0
2021-08-06,57,28,24,0,52,65,7,2,0
2021-08-07,54,26,24,0,57,70,8,3,0
2021-08-08,64,27,16,0,48,69,7,2,0
2021-08-09,61,32,23,0,45,65,7,3,1
2021-08-10,50,27,34,0,46,57,6,2,0
2021-08-11,46,24,38,0,47,60,6,2,0
2021-08-12,59,29,32,0,53,61,7,2,0
2021-08-13,55,24,29,0,44,55,6,2,1
2021-08-14,57,29,16,6,43,64,7,3,0
2021-08-15,74,35,20,0,44,64,7,2,0
2021-08-16,55,30,30,0,43,58,5,2,2
2021-08-17,54,29,40,0,45,63,7,2,1
2021-08-18,55,30,41,0,44,58,8,2,1
2021-08-19,57,34,36,0,57,62,7,3,0
2021-08-20,56,30,30,0,57,61,6,2,0
2021-08-21,70,37,26,0,50,74,8,2,2
2021-08-22,60,38,25,0,43,67,6,2,0
2021-08-23,47,30,32,0,44,55,6,3,1
2021-08-24,65,33,40,0,39,61,8,2,0
2021-08-25,53,28,33,0,56,54,6,2,1
2021-08-26,63,37,35,0,57,63,7,3,2
2021-08-27,65,30,33,0,48,66,6,3,1
2021-08-28,55,38,28,0,52,66,8,3,0
2021-08-29,70,29,29,0,62,70,8,4,1
2021-08-30,65,28,33,0,55,61,6,3,1
2021-08-31,57,36,49,0,58,63,7,3,0
2021-09-01,57,37,39,0,60,60,6,3,0
2021-09-02,49,28,36,0,58,67,9,3,2
2021-09-03,56,32,27,0,58,66,6,3,1
2021-09-04,60,35,21,0,45,73,8,3,0
2021-09-05,57,37,21,0,51,76,7,4,0
2021-09-06,47,25,28,0,48,57,8,3,1
2021-09-07,53,28,35,0,49,61,6,3,0
2021-09-08,57,24,33,0,46,58,6,1,0
2021-09-09,52,29,31,0,52,62,6,2,2
2021-09-10,54,33,25,0,56,66,7,3,0
2021-09-11,55,34,24,0,50,65,7,4,2
2021-09-12,53,27,21,0,54,64,8,3,0
2021-09-13,53,32,34,0,45,60,7,3,0
2021-09-14,49,29,29,0,53,54,6,2,1
2021-09-15,53,34,39,0,53,54,7,2,0
2021-09-16,49,29,31,0,48,61,7,3,1
2021-09-17,53,40,32,0,46,65,6,2,2
2021-09-18,52,29,21,0,35,69,8,3,0
2021-09-19,68,32,16,0,59,66,7,2,0
2021-09-20,56,28,36,0,49,62,7,3,1
2021-09-21,57,29,33,0,55,64,7,4,2
2021-09-22,66,28,27,0,50,63,8,3,0
2021-09-23,55,34,29,0,46,67,9,2,0
2021-09-24,69,30,19,0,52,80,9,4,1
2021-09-25,57,25,19,0,55,73,8,3,0
2021-09-26,66,32,22,0,50,71,7,1,0
2021-09-27,62,41,41,0,41,60,7,3,1
2021-09-28,60,37,33,0,48,60,7,3,2
2021-09-29,53,36,41,0,60,62,7,2,2
2021-09-30,61,31,43,0,49,64,6,3,1
2021-10-01,54,22,32,0,55,67,8,3,1
2021-10-02,59,29,19,0,49,70,9,3,0
2021-10-03,61,26,19,0,56,69,6,2,0
2021-10-04,62,28,29,0,47,59,7,3,0
2021-10-05,55,25,33,0,47,64,7,3,1
2021-10-06,59,36,30,0,52,66,8,3,2
2021-10-07,64,32,29,0,60,67,8,3,1
2021-10-08,52,30,28,0,51,69,8,3,2
2021-10-09,68,24,25,0,60,78,8,2,0
2021-10-10,61,34,27,0,55,71,7,3,0
2021-10-11,58,29,34,6,48,62,7,3,1
2021-10-12,50,31,30,0,46,58,6,4,2
2021-10-13,57,22,27,0,49,53,7,3,1
2021-10-14,58,29,28,0,48,60,7,2,2
2021-10-15,58,24,33,0,40,63,7,2,1
2021-10-16,61,28,28,0,47,67,7,2,0
2021-10-17,70,37,23,0,55,69,9,3,0
2021-10-18,61,30,36,0,55,60,7,4,2
2021-10-19,60,25,26,0,51,60,8,3,1
2021-10-20,61,29,30,0,54,60,7,2,1
2021-10-21,66,36,33,0,45,63,8,2,0
