date,PS5 games,Powerball,Xbox games,video games,Mobile app,Genshin Impact,Lotto,Game,Betfred
2023-10-29,0,22,0,0,0,0,79,16,4
2023-10-30,0,21,0,0,0,0,55,13,5
2023-10-31,0,55,1,0,0,1,57,15,5
2023-11-01,0,70,0,0,0,0,90,18,5
2023-11-02,0,26,0,0,0,0,93,16,5
2023-11-03,0,60,1,0,0,0,59,15,6
2023-11-04,0,80,1,0,0,1,91,23,5
2023-11-05,0,26,1,0,0,0,94,17,5
2023-11-06,0,24,0,0,0,0,59,14,4
2023-11-07,0,50,0,0,0,1,55,18,4
2023-11-08,0,76,0,0,0,1,75,15,4
2023-11-09,0,25,1,0,0,0,90,14,5
2023-11-10,0,60,1,0,0,1,56,17,5
2023-11-11,0,74,1,0,0,1,82,23,5
2023-11-12,0,22,1,0,0,1,82,18,5
2023-11-13,0,22,1,0,0,0,57,15,6
2023-11-14,0,49,0,0,0,1,57,15,4
2023-11-15,0,67,1,0,0,0,74,16,5
2023-11-16,0,25,0,0,0,1,80,15,5
2023-11-17,0,58,1,0,0,1,59,18,5
2023-11-18,0,77,1,0,0,0,83,19,5
2023-11-19,1,23,1,0,0,0,87,20,4
2023-11-20,0,22,1,0,0,0,53,17,5
2023-11-21,0,47,1,0,0,1,56,18,5
2023-11-22,0,63,1,0,0,0,71,21,5
2023-11-23,1,24,1,0,0,0,78,25,4
2023-11-24,0,52,1,0,0,1,50,29,9
2023-11-25,0,65,1,0,0,0,78,24,7
2023-11-26,0,27,1,0,0,1,89,20,5
2023-11-27,0,22,1,0,0,1,58,19,6
2023-11-28,0,53,1,0,0,0,58,18,5
2023-11-29,0,69,1,0,0,0,73,16,6
2023-11-30,1,26,1,0,0,0,84,17,5
2023-12-01,0,61,1,0,0,0,58,18,5
2023-12-02,1,74,1,0,0,0,88,20,6
2023-12-03,0,26,0,0,0,1,90,19,5
2023-12-04,0,23,1,0,0,1,63,18,5
2023-12-05,1,58,1,0,0,0,59,20,5
2023-12-06,1,70,1,0,0,0,78,19,6
2023-12-07,0,26,1,0,0,0,82,19,4
2023-12-08,0,66,1,0,1,1,58,21,5
2023-12-09,0,73,1,0,0,1,81,23,5
2023-12-10,0,24,1,0,0,0,84,22,6
2023-12-11,0,24,1,0,0,0,58,20,5
2023-12-12,1,51,1,0,0,1,59,20,6
2023-12-13,1,70,1,0,0,1,80,18,6
2023-12-14,1,24,1,0,0,0,77,20,6
2023-12-15,0,53,1,0,1,0,56,24,7
2023-12-16,1,71,1,0,0,0,81,24,6
2023-12-17,0,27,1,0,0,1,85,23,6
2023-12-18,0,24,1,0,0,1,61,23,6
2023-12-19,1,54,1,0,0,0,60,22,6
2023-12-20,1,69,1,0,0,1,80,22,7
2023-12-21,1,27,1,0,0,1,84,22,7
2023-12-22,0,59,1,0,0,0,58,22,7
2023-12-23,1,67,1,0,0,0,83,26,7
2023-12-24,0,27,1,0,0,1,89,25,6
2023-12-25,0,20,1,0,0,1,57,26,6
2023-12-26,0,50,1,0,0,0,55,27,8
2023-12-27,0,54,1,1,0,0,82,24,6
2023-12-28,0,26,1,0,0,1,85,22,9
2023-12-29,0,63,2,0,0,0,58,22,10
2023-12-30,0,73,0,0,0,1,87,23,8
2023-12-31,0,27,1,0,0,0,96,23,8
2024-01-01,0,19,1,0,0,0,54,24,7
2024-01-02,0,52,1,0,0,0,57,21,7
2024-01-03,0,62,1,1,0,1,78,20,6
2024-01-04,0,25,1,0,0,0,81,20,6
2024-01-05,0,63,1,0,0,0,57,20,6
2024-01-06,0,77,1,0,1,0,84,20,8
2024-01-07,0,26,1,0,0,1,86,21,7
2024-01-08,0,22,1,0,0,0,55,17,6
2024-01-09,0,55,1,0,0,0,58,18,5
