date,PS5 games,Powerball,Xbox games,video games,Mobile app,Genshin Impact,Lotto,Game,Betfred
2022-01-06,0,21,0,0,0,0,74,15,0
2022-01-07,1,55,1,0,0,1,55,14,0
2022-01-08,0,65,1,0,0,1,91,18,0
2022-01-09,0,24,1,0,0,1,90,17,0
2022-01-10,0,19,1,0,0,0,56,13,0
2022-01-11,0,46,0,0,0,1,57,14,0
2022-01-12,0,62,1,0,0,0,75,12,0
2022-01-13,0,21,1,0,0,0,78,13,1
2022-01-14,0,53,1,0,0,1,57,14,0
2022-01-15,0,68,1,1,0,0,89,16,0
2022-01-16,0,25,0,0,0,1,93,15,0
2022-01-17,0,20,0,0,0,1,54,12,0
2022-01-18,0,50,1,0,0,0,62,12,0
2022-01-19,0,64,0,0,0,1,73,12,0
2022-01-20,0,22,0,0,0,0,71,12,0
2022-01-21,0,56,1,0,0,0,50,12,0
2022-01-22,0,71,1,0,0,1,85,15,0
2022-01-23,0,24,1,0,0,1,79,14,0
2022-01-24,0,22,1,1,0,1,51,10,0
2022-01-25,0,55,1,0,0,0,57,11,0
2022-01-26,0,76,0,0,0,1,77,11,0
2022-01-27,0,26,0,1,0,0,79,13,0
2022-01-28,0,64,0,0,0,1,58,13,0
2022-01-29,0,78,1,0,0,1,97,18,0
2022-01-30,0,29,1,0,0,1,100,15,0
2022-01-31,0,24,1,0,0,0,55,13,0
2022-02-01,0,63,0,0,0,1,64,12,0
2022-02-02,0,76,0,0,0,1,79,11,0
2022-02-03,0,25,0,0,0,1,77,12,0
2022-02-04,0,70,0,0,0,1,59,12,0
2022-02-05,0,86,1,0,1,1,97,17,0
2022-02-06,0,29,1,0,0,1,90,16,0
2022-02-07,0,26,0,0,0,0,56,10,0
2022-02-08,0,66,0,0,0,1,71,12,0
2022-02-09,0,79,0,0,0,1,81,12,0
2022-02-10,0,24,1,0,0,0,73,12,0
2022-02-11,0,74,1,0,0,0,62,13,0
2022-02-12,0,100,1,0,0,1,99,16,0
2022-02-13,0,30,1,0,0,0,77,15,0
2022-02-14,0,30,0,0,0,1,55,11,0
2022-02-15,0,57,0,0,0,0,60,11,0
2022-02-16,0,55,0,0,0,1,79,12,0
2022-02-17,0,23,0,0,0,1,77,11,0
2022-02-18,0,54,0,0,0,1,54,13,0
2022-02-19,0,55,1,0,0,1,77,15,0
2022-02-20,0,21,1,0,0,1,76,15,0
2022-02-21,0,20,0,0,0,0,53,12,0
2022-02-22,0,45,0,0,0,1,55,12,0
2022-02-23,0,49,0,0,0,0,62,11,0
2022-02-24,0,20,0,0,0,0,60,11,0
2022-02-25,0,52,0,0,0,0,49,13,0
2022-02-26,0,57,1,0,0,0,72,16,0
2022-02-27,0,22,1,0,0,1,77,16,0
2022-02-28,0,19,0,0,0,0,53,11,0
2022-03-01,0,44,0,0,0,1,58,11,0
2022-03-02,0,52,0,0,0,0,71,13,0
2022-03-03,0,23,0,0,0,0,75,12,0
2022-03-04,0,55,0,0,0,0,56,14,0
2022-03-05,0,57,1,0,0,1,78,18,0
2022-03-06,0,23,1,0,0,0,79,15,0
2022-03-07,0,20,1,0,0,0,56,11,0
2022-03-08,0,46,0,0,0,0,57,12,0
2022-03-09,0,69,0,0,0,0,67,12,0
2022-03-10,0,24,0,0,0,0,74,12,0
2022-03-11,0,53,1,1,0,0,55,14,0
2022-03-12,0,62,1,0,0,1,80,16,0
2022-03-13,0,23,1,0,0,1,76,15,0
2022-03-14,0,19,0,0,0,0,50,12,0
2022-03-15,0,45,0,0,0,0,54,13,0
2022-03-16,0,55,0,0,0,0,66,13,0
2022-03-17,0,22,0,0,0,0,73,14,0
2022-03-18,0,54,0,0,0,1,56,14,0
2022-03-19,0,64,1,0,0,1,88,17,0
2022-03-20,0,24,1,0,0,1,81,17,0
2022-03-21,0,21,1,0,0,0,56,17,0
2022-03-22,0,48,1,0,0,0,56,15,0
2022-03-23,0,50,0,0,0,0,72,14,0
2022-03-24,0,22,0,0,0,0,75,14,0
2022-03-25,0,51,1,0,0,1,53,16,0
2022-03-26,0,61,1,0,0,1,82,17,0
2022-03-27,0,24,1,0,0,1,87,16,0
2022-03-28,0,20,1,0,0,1,53,15,0
2022-03-29,0,47,1,0,0,0,54,14,0
2022-03-30,0,58,1,0,0,1,71,14,0
2022-03-31,0,23,1,0,0,1,73,14,0
2022-04-01,0,58,1,0,0,1,58,15,0
2022-04-02,0,63,1,0,0,1,77,15,0
2022-04-03,0,22,1,0,0,1,76,18,0
2022-04-04,0,19,1,0,0,0,53,13,0
2022-04-05,0,53,0,0,0,0,54,11,0
2022-04-06,0,55,0,0,0,0,71,13,0
2022-04-07,0,21,0,0,0,1,75,12,0
2022-04-08,0,59,0,0,0,0,56,14,0
2022-04-09,0,64,1,0,0,1,81,16,0
2022-04-10,0,25,1,0,0,1,80,16,0
2022-04-11,0,21,0,0,0,0,53,11,0
2022-04-12,0,43,0,0,0,0,54,13,0
2022-04-13,0,61,0,0,0,1,70,11,0
2022-04-14,0,23,0,0,0,1,74,13,0
2022-04-15,0,46,1,0,0,1,53,18,0
2022-04-16,0,44,1,0,0,0,72,17,0
2022-04-17,0,19,1,0,0,0,71,19,0
2022-04-18,0,16,1,0,0,1,49,15,0
2022-04-19,0,37,1,0,0,0,48,12,0
2022-04-20,0,46,0,0,0,0,67,11,0
2022-04-21,0,19,0,0,0,1,68,12,0
2022-04-22,0,47,0,0,0,1,51,13,0
2022-04-23,0,52,0,0,0,1,76,15,0
2022-04-24,0,18,1,0,0,0,69,15,0
2022-04-25,0,16,0,0,0,0,46,12,0
2022-04-26,0,44,0,0,0,0,54,13,0
2022-04-27,0,50,1,0,0,1,67,14,0
2022-04-28,0,23,1,0,0,0,68,13,0
2022-04-29,0,46,1,0,0,1,49,14,0
2022-04-30,0,51,1,0,0,1,77,15,0
2022-05-01,0,21,1,0,0,1,86,18,0
2022-05-02,0,19,1,0,0,1,55,17,0
2022-05-03,0,45,0,0,0,0,53,12,0
2022-05-04,0,49,0,0,0,0,67,11,0
2022-05-05,0,20,0,0,0,0,69,12,0
2022-05-06,0,47,1,0,0,0,51,12,0
