date,PS5 games,Powerball,Xbox games,video games,Mobile app,Genshin Impact,Lotto,Game,Betfred
2025-02-24,0,21,0,0,0,0,45,17,7
2025-02-25,0,47,0,0,0,0,47,19,7
2025-02-26,0,62,0,0,0,0,64,20,7
2025-02-27,0,26,0,0,0,0,72,20,7
2025-02-28,0,61,0,0,0,0,54,22,10
2025-03-01,0,66,0,0,0,0,84,47,7
2025-03-02,0,27,0,0,0,0,81,26,8
2025-03-03,0,25,1,0,0,1,55,19,7
2025-03-04,0,54,0,1,0,0,54,18,7
2025-03-05,0,71,0,0,0,0,74,24,7
2025-03-06,0,28,0,0,0,0,77,19,8
2025-03-07,0,64,1,0,0,0,52,21,9
2025-03-08,0,71,0,0,0,0,78,46,9
2025-03-09,0,30,2,0,0,0,76,23,7
2025-03-10,0,24,0,0,0,0,51,17,7
2025-03-11,0,50,0,0,0,0,52,27,6
2025-03-12,0,62,1,0,0,0,67,21,6
2025-03-13,0,26,0,0,0,0,67,19,7
2025-03-14,0,65,0,0,0,0,51,21,8
2025-03-15,0,77,1,0,0,0,78,24,8
2025-03-16,0,26,0,0,0,0,71,38,7
2025-03-17,0,24,0,0,0,0,55,20,5
2025-03-18,1,56,1,0,0,1,56,21,7
2025-03-19,0,64,0,0,0,0,69,22,6
2025-03-20,0,29,0,0,0,0,73,24,7
2025-03-21,0,59,1,0,0,0,52,27,7
2025-03-22,0,70,0,0,0,0,83,27,6
2025-03-23,1,29,0,0,0,0,80,24,7
2025-03-24,0,22,1,0,0,0,49,20,6
2025-03-25,0,55,0,0,0,0,48,22,6
2025-03-26,0,69,0,0,0,1,74,22,7
2025-03-27,0,27,0,0,0,0,78,23,8
2025-03-28,0,67,1,0,0,0,58,24,7
2025-03-29,0,90,0,0,0,0,86,30,10
2025-03-30,0,33,0,0,0,0,84,27,8
2025-03-31,0,25,1,0,0,0,56,24,7
2025-04-01,0,59,1,0,0,0,56,37,6
2025-04-02,0,71,1,0,0,0,79,26,7
2025-04-03,0,28,0,0,0,0,83,22,7
2025-04-04,0,84,0,0,0,0,59,25,7
2025-04-05,0,100,1,0,0,0,94,38,7
2025-04-06,0,30,0,0,0,0,83,26,8
2025-04-07,0,28,0,1,0,0,59,22,7
2025-04-08,0,69,0,0,0,0,60,20,6
2025-04-09,0,97,0,0,0,0,79,34,7
2025-04-10,0,43,0,0,0,0,79,19,7
2025-04-11,0,72,0,0,0,0,52,23,7
2025-04-12,0,80,1,0,0,0,82,29,9
2025-04-13,1,27,0,0,0,0,77,47,6
2025-04-14,0,25,1,0,0,0,54,19,6
2025-04-15,0,52,0,0,0,0,55,22,6
2025-04-16,0,68,1,0,0,0,68,21,6
2025-04-17,0,27,0,0,0,0,85,23,6
2025-04-18,0,54,1,0,0,0,51,31,9
2025-04-19,0,65,1,0,0,0,74,55,8
2025-04-20,0,24,1,0,0,0,75,32,7
2025-04-21,0,21,1,0,0,0,53,26,6
2025-04-22,0,43,0,0,0,0,45,20,5
2025-04-23,0,51,0,0,0,0,62,19,5
2025-04-24,0,24,0,0,0,0,67,20,5
2025-04-25,0,56,0,0,0,0,46,56,6
2025-04-26,0,62,0,0,0,0,77,31,9
2025-04-27,0,27,1,0,0,0,79,28,8
2025-04-28,0,23,0,0,0,0,56,25,7
2025-04-29,0,53,1,0,0,1,57,22,7
2025-04-30,0,60,0,1,0,0,73,34,7
2025-05-01,0,27,0,0,0,0,79,30,7
2025-05-02,0,61,2,0,0,0,51,27,6
2025-05-03,0,70,0,0,0,0,75,59,8
2025-05-04,0,30,0,0,0,0,86,23,7
2025-05-05,0,23,0,0,0,0,58,20,6
2025-05-06,0,52,0,0,0,0,52,30,6
2025-05-07,0,69,0,0,0,0,74,20,6
2025-05-08,0,31,0,0,0,0,79,20,6
2025-05-09,0,62,0,1,0,0,58,23,9
2025-05-10,0,72,0,0,0,0,78,65,8
2025-05-11,0,25,0,0,0,0,77,23,6
2025-05-12,0,26,0,0,0,0,55,20,5
2025-05-13,0,52,0,0,0,0,60,28,5
2025-05-14,0,71,0,0,0,0,73,21,5
2025-05-15,0,26,0,0,0,0,79,21,7
2025-05-16,0,66,0,0,0,0,60,22,5
2025-05-17,1,91,0,0,0,0,89,34,7
2025-05-18,0,29,0,0,0,0,97,26,5
2025-05-19,0,24,0,0,1,0,58,18,6
2025-05-20,0,49,0,0,0,0,56,25,6
2025-05-21,0,69,0,0,0,0,66,20,5
2025-05-22,0,27,0,0,0,0,82,19,5
2025-05-23,0,61,0,0,0,0,55,22,7
2025-05-24,1,91,1,0,0,0,80,32,8
2025-05-25,0,32,0,0,0,0,93,26,7
2025-05-26,0,26,0,0,0,0,55,19,6
2025-05-27,0,55,0,0,0,0,59,19,6
2025-05-28,0,75,0,0,0,0,78,25,6
2025-05-29,0,31,0,0,0,0,89,20,6
2025-05-30,0,66,0,0,0,0,63,24,8
2025-05-31,0,85,0,0,0,0,92,26,8
2025-06-01,0,30,0,0,0,0,99,27,7
2025-06-02,0,27,0,0,0,0,64,20,6
2025-06-03,0,58,0,0,0,0,61,19,6
2025-06-04,0,70,0,0,0,0,82,20,7
2025-06-05,0,26,0,0,0,0,83,20,6
2025-06-06,0,60,0,0,0,0,59,24,7
2025-06-07,0,82,0,0,0,0,100,29,9
2025-06-08,0,28,0,0,0,1,88,23,7
2025-06-09,0,24,1,0,0,0,60,21,7
2025-06-10,0,53,1,0,0,0,61,18,5
2025-06-11,0,73,0,0,0,0,79,20,5
2025-06-12,0,29,0,0,0,0,92,18,6
2025-06-13,0,58,0,0,0,0,56,22,6
2025-06-14,0,91,0,0,0,0,93,27,7
2025-06-15,0,28,1,0,0,0,98,29,6
2025-06-16,0,21,0,0,0,0,63,27,6
2025-06-17,0,51,0,0,0,0,53,20,6
2025-06-18,0,61,0,0,0,0,76,20,6
2025-06-19,0,25,1,0,0,0,89,22,6
2025-06-20,0,53,1,0,0,0,53,24,6
2025-06-21,0,72,0,0,0,0,76,27,5
2025-06-22,0,29,0,0,0,1,84,27,6
2025-06-23,0,23,0,0,0,0,50,22,5
2025-06-24,0,48,1,0,0,0,49,24,4
2025-06-25,0,63,1,0,0,1,70,26,5
2025-06-26,1,24,1,0,0,0,78,26,6
2025-06-27,1,56,0,0,0,0,49,26,4
2025-06-28,0,80,0,0,0,0,82,31,7
2025-06-29,0,30,1,0,0,0,92,33,6
2025-06-30,0,25,0,0,0,0,57,25,6
2025-07-01,0,60,1,0,0,0,62,24,5
2025-07-02,0,80,0,0,0,0,86,26,7
2025-07-03,0,29,1,0,0,0,84,24,6
2025-07-04,0,66,1,0,0,0,52,27,6
