date,PS5 games,Powerball,Xbox games,video games,Mobile app,Genshin Impact,Lotto,Game,Betfred
2023-01-08,0,30,1,0,0,0,88,20,2
2023-01-09,0,25,1,0,0,1,55,14,1
2023-01-10,0,61,1,0,0,0,58,15,1
2023-01-11,0,79,0,0,0,0,72,13,1
2023-01-12,0,28,1,0,0,0,75,14,1
2023-01-13,0,67,0,0,0,1,52,16,1
2023-01-14,0,76,0,0,0,0,84,21,2
2023-01-15,0,27,1,0,0,0,88,17,1
2023-01-16,0,23,0,1,0,1,54,13,1
2023-01-17,0,56,1,0,0,1,56,14,1
2023-01-18,0,70,1,0,0,0,70,12,1
2023-01-19,0,25,0,0,0,0,69,12,1
2023-01-20,0,60,1,0,0,0,50,14,1
2023-01-21,0,71,1,0,0,1,74,17,1
2023-01-22,0,25,1,0,0,1,72,20,2
2023-01-23,0,19,0,0,0,1,43,13,1
2023-01-24,0,43,0,0,0,1,40,12,1
2023-01-25,0,58,1,0,0,0,56,12,1
2023-01-26,0,24,0,0,0,1,62,13,0
2023-01-27,0,53,0,0,0,1,44,15,2
2023-01-28,0,70,1,0,0,1,70,21,1
2023-01-29,0,25,1,0,0,1,68,18,1
2023-01-30,0,22,0,0,0,0,44,13,1
2023-01-31,0,50,0,0,0,0,49,13,1
2023-02-01,0,66,0,0,1,0,61,13,1
2023-02-02,0,25,1,0,0,1,63,13,1
2023-02-03,0,56,0,0,0,1,43,14,2
2023-02-04,0,66,1,0,0,1,68,19,1
2023-02-05,0,26,1,0,0,1,71,17,1
2023-02-06,0,22,0,0,0,0,47,12,1
2023-02-07,0,50,1,0,0,0,46,13,1
2023-02-08,0,67,0,0,0,0,61,12,1
2023-02-09,0,25,0,0,0,0,64,13,1
2023-02-10,0,52,1,0,0,0,42,15,1
2023-02-11,0,59,1,0,0,1,62,20,1
2023-02-12,0,23,1,0,0,0,67,17,1
2023-02-13,0,18,1,1,0,0,41,12,2
2023-02-14,0,42,0,0,0,0,43,11,1
2023-02-15,0,66,0,0,0,1,67,12,1
2023-02-16,0,25,0,0,0,0,68,12,1
2023-02-17,1,58,1,0,0,1,50,14,1
2023-02-18,0,66,1,0,1,0,76,18,1
2023-02-19,0,25,1,1,0,1,78,14,2
2023-02-20,0,22,0,0,0,0,49,12,1
2023-02-21,0,49,0,0,0,0,51,11,1
2023-02-22,0,61,0,0,0,0,60,12,1
2023-02-23,0,24,0,0,0,0,67,13,2
2023-02-24,0,62,1,0,0,0,49,14,2
2023-02-25,0,69,1,0,0,0,73,19,2
2023-02-26,0,25,0,0,0,0,75,15,2
2023-02-27,0,25,1,0,1,0,55,12,1
2023-02-28,0,58,0,0,0,0,51,12,1
2023-03-01,0,68,0,0,0,0,66,12,2
2023-03-02,0,27,0,0,1,1,71,12,1
2023-03-03,0,61,1,0,1,0,52,15,1
2023-03-04,0,73,1,0,0,1,77,17,2
2023-03-05,0,27,1,0,0,0,80,15,2
2023-03-06,0,24,0,0,0,1,55,11,1
2023-03-07,0,58,0,0,0,0,55,12,1
2023-03-08,0,70,1,0,1,0,68,13,2
2023-03-09,1,26,0,0,0,1,71,12,2
2023-03-10,0,71,1,0,0,0,55,15,2
2023-03-11,0,79,1,0,0,0,75,17,1
2023-03-12,1,25,1,0,0,0,72,17,2
2023-03-13,0,24,1,0,0,1,52,12,1
2023-03-14,0,54,0,0,1,0,54,12,2
2023-03-15,0,72,0,0,1,1,67,13,2
2023-03-16,0,26,1,0,1,0,68,14,1
2023-03-17,0,65,0,1,1,0,50,14,2
2023-03-18,0,76,1,0,1,1,75,19,2
2023-03-19,0,27,1,0,0,1,76,18,2
2023-03-20,0,22,1,1,0,0,51,18,1
2023-03-21,0,52,1,0,0,1,54,16,2
2023-03-22,0,55,0,0,0,0,67,15,2
2023-03-23,0,27,1,0,0,0,69,14,1
