date,PS5 games,Powerball,Xbox games,video games,Mobile app,Genshin Impact,Lotto,Game,Betfred
2021-01-04,0,19,1,0,0,1,54,14,0
2021-01-05,0,58,1,0,0,1,61,16,0
2021-01-06,0,55,1,0,0,0,79,14,0
2021-01-07,0,24,1,1,0,0,78,14,0
2021-01-08,0,64,1,0,0,1,57,14,0
2021-01-09,0,58,1,0,0,1,91,16,0
2021-01-10,0,24,1,0,0,1,86,15,0
2021-01-11,0,20,1,0,0,1,56,13,0
2021-01-12,0,61,0,0,0,1,61,12,0
2021-01-13,0,56,1,0,0,1,77,14,0
2021-01-14,0,23,1,0,0,1,75,12,0
2021-01-15,0,65,1,0,0,0,54,15,0
2021-01-16,1,59,1,0,1,0,90,16,0
2021-01-17,0,24,1,0,0,1,85,15,0
2021-01-18,0,21,1,0,0,0,57,13,0
2021-01-19,0,54,0,0,0,0,60,12,0
2021-01-20,0,55,1,0,0,1,79,13,0
2021-01-21,0,24,0,0,0,0,76,13,0
2021-01-22,0,65,1,0,0,1,59,15,0
2021-01-23,0,52,1,0,0,1,93,15,0
2021-01-24,0,22,1,0,0,1,82,14,0
2021-01-25,0,22,0,0,0,1,59,12,0
2021-01-26,0,62,1,0,0,1,62,14,0
2021-01-27,0,56,1,0,0,1,88,12,0
2021-01-28,0,24,1,0,0,0,80,14,0
2021-01-29,0,71,0,0,0,1,62,13,0
2021-01-30,0,61,0,1,0,0,90,18,0
2021-01-31,0,27,1,0,0,0,91,16,0
2021-02-01,0,22,1,0,0,0,63,13,0
2021-02-02,0,57,0,0,0,0,61,14,0
2021-02-03,0,58,1,0,0,1,82,13,0
2021-02-04,0,24,1,0,0,1,78,14,0
2021-02-05,0,66,0,0,0,1,58,13,0
2021-02-06,0,59,1,0,0,1,93,16,0
2021-02-07,0,27,0,0,0,0,88,15,0
2021-02-08,0,21,1,0,0,1,59,13,0
2021-02-09,0,66,1,0,0,1,63,13,0
2021-02-10,0,62,0,0,0,0,80,13,0
2021-02-11,0,23,1,0,0,1,79,11,0
2021-02-12,0,66,0,0,0,0,58,13,0
2021-02-13,0,59,1,0,0,0,93,14,0
2021-02-14,0,24,1,0,0,0,86,14,0
2021-02-15,0,22,1,0,0,0,58,11,0
2021-02-16,0,58,1,0,0,1,60,11,0
2021-02-17,0,63,0,0,0,1,83,11,0
2021-02-18,0,25,0,0,0,0,82,11,0
2021-02-19,0,62,1,0,0,1,53,13,0
2021-02-20,0,62,1,0,0,0,93,13,0
2021-02-21,0,24,0,1,0,1,88,14,0
2021-02-22,0,21,1,0,0,0,59,11,0
2021-02-23,0,51,0,0,0,1,57,11,0
2021-02-24,0,54,1,0,0,1,80,12,0
2021-02-25,0,23,0,0,0,0,76,11,0
2021-02-26,0,67,0,0,0,0,59,13,0
2021-02-27,0,62,1,0,0,1,98,15,0
2021-02-28,0,24,1,0,0,0,86,15,0
2021-03-01,0,22,1,0,0,1,63,12,0
2021-03-02,0,68,0,0,0,0,68,11,0
2021-03-03,0,71,0,0,0,1,90,11,0
2021-03-04,0,29,1,0,0,0,85,12,0
2021-03-05,0,75,1,0,0,1,64,13,0
2021-03-06,0,66,0,0,0,1,99,16,0
2021-03-07,0,26,1,0,0,1,100,14,0
2021-03-08,0,23,1,0,0,1,62,11,0
2021-03-09,0,59,0,0,0,0,63,10,0
2021-03-10,0,59,0,0,0,0,77,11,0
2021-03-11,0,24,0,0,0,0,82,11,0
2021-03-12,0,64,1,0,0,0,61,11,0
2021-03-13,0,64,1,0,0,0,93,14,0
2021-03-14,0,24,1,0,0,0,87,13,0
2021-03-15,0,20,0,0,0,1,58,10,0
2021-03-16,0,58,0,0,0,0,60,10,0
2021-03-17,0,57,0,0,0,0,79,10,0
2021-03-18,0,22,0,0,0,1,81,11,0
2021-03-19,0,65,1,0,0,0,56,12,0
2021-03-20,0,64,1,0,0,1,90,15,0
2021-03-21,0,23,0,0,0,0,93,15,0
2021-03-22,0,21,0,1,0,0,60,14,0
2021-03-23,0,50,0,0,0,0,59,11,0
2021-03-24,0,55,1,0,0,0,72,12,0
2021-03-25,0,21,0,0,0,1,73,11,0
2021-03-26,0,66,1,0,0,0,57,14,0
2021-03-27,0,66,1,0,0,0,96,15,0
2021-03-28,0,24,1,0,0,0,87,14,0
2021-03-29,0,21,1,1,0,0,58,11,0
2021-03-30,0,59,1,0,0,0,67,12,0
2021-03-31,0,70,1,0,0,0,92,13,0
2021-04-01,0,26,1,0,0,0,85,13,0
2021-04-02,0,62,1,1,0,0,62,17,0
2021-04-03,0,57,1,0,0,0,97,16,0
2021-04-04,0,25,1,0,0,0,89,16,0
2021-04-05,0,20,1,0,0,0,63,14,0
2021-04-06,0,53,0,0,0,1,56,11,0
2021-04-07,0,54,1,0,0,0,77,11,0
2021-04-08,0,24,1,0,0,0,85,12,0
2021-04-09,0,70,0,0,0,0,59,12,0
2021-04-10,0,65,0,0,0,0,96,13,0
2021-04-11,0,25,0,0,0,0,85,14,0
2021-04-12,0,22,1,0,0,0,60,11,0
2021-04-13,0,53,1,0,0,1,56,11,0
2021-04-14,0,62,0,0,0,1,82,11,0
2021-04-15,0,23,1,0,0,1,76,12,0
2021-04-16,0,61,0,0,0,1,56,12,0
2021-04-17,0,71,1,0,0,1,94,12,0
2021-04-18,0,24,0,0,0,1,86,12,0
2021-04-19,0,22,1,0,0,0,57,12,0
2021-04-20,0,56,1,0,0,0,57,10,0
2021-04-21,0,64,1,0,0,0,74,12,0
2021-04-22,0,23,1,0,0,1,75,13,0
2021-04-23,0,70,1,0,0,1,57,14,0
2021-04-24,0,75,0,0,0,0,90,16,0
2021-04-25,0,27,1,0,0,1,92,16,0
2021-04-26,0,25,1,0,0,1,61,16,0
2021-04-27,0,65,1,0,0,1,67,14,0
2021-04-28,0,60,1,0,0,1,80,12,0
2021-04-29,0,28,1,0,0,1,77,13,0
2021-04-30,0,76,1,0,0,1,64,13,0
2021-05-01,0,80,1,0,0,1,97,15,0
2021-05-02,0,27,1,0,0,1,95,14,0
2021-05-03,0,25,1,0,0,0,57,12,0
2021-05-04,0,68,1,1,0,1,64,12,0
2021-05-05,0,83,1,0,0,0,79,11,0
2021-05-06,0,29,0,0,0,0,80,11,0
2021-05-07,0,71,0,0,0,0,59,13,0
2021-05-08,0,75,1,1,0,0,90,14,0
2021-05-09,0,25,0,0,0,0,90,12,0
2021-05-10,0,23,1,0,0,0,62,11,0
2021-05-11,0,57,1,0,0,1,61,12,0
2021-05-12,0,60,0,0,0,0,77,11,0
2021-05-13,0,24,1,0,0,0,74,12,0
2021-05-14,0,64,1,0,0,0,59,13,0
2021-05-15,0,63,1,0,0,1,85,14,0
2021-05-16,0,24,1,0,0,1,86,15,0
2021-05-17,0,22,0,0,0,0,60,11,0
2021-05-18,0,53,0,0,0,0,60,11,0
2021-05-19,0,61,0,0,0,1,72,10,0
2021-05-20,0,24,0,0,0,1,76,11,0
2021-05-21,0,59,1,0,0,1,53,13,0
2021-05-22,0,70,0,0,0,1,86,14,0
2021-05-23,0,24,0,0,0,1,91,16,0
2021-05-24,0,22,1,0,0,0,58,12,0
2021-05-25,0,55,0,0,0,0,58,11,0
2021-05-26,0,66,0,0,0,0,76,11,0
2021-05-27,0,23,1,0,0,1,77,13,0
2021-05-28,0,68,1,0,0,1,57,13,0
2021-05-29,0,80,1,0,0,1,94,14,0
2021-05-30,0,26,0,0,0,1,93,15,0
2021-05-31,0,24,1,0,0,0,60,12,0
2021-06-01,0,61,0,0,0,1,61,11,0
2021-06-02,0,79,1,0,0,0,77,11,0
2021-06-03,0,26,1,0,0,1,88,13,0
2021-06-04,0,68,0,0,0,1,56,13,0
2021-06-05,0,82,0,0,0,1,97,14,0
2021-06-06,0,29,1,0,0,1,93,13,0
2021-06-07,0,23,0,0,0,1,62,11,0
2021-06-08,0,64,0,0,0,1,62,11,0
2021-06-09,0,80,0,0,0,1,81,11,0
2021-06-10,0,26,0,0,0,1,87,12,0
2021-06-11,0,72,0,0,0,1,59,12,0
2021-06-12,0,88,1,0,0,1,93,14,0
2021-06-13,0,27,0,0,0,1,85,13,0
2021-06-14,0,24,0,0,0,0,59,11,0
2021-06-15,0,64,1,0,0,1,63,11,0
2021-06-16,0,85,0,0,0,1,81,15,0
2021-06-17,0,32,0,0,0,1,81,12,0
2021-06-18,0,67,1,0,0,0,58,13,0
2021-06-19,0,82,1,1,0,1,83,15,0
2021-06-20,0,28,1,0,0,1,89,15,0
2021-06-21,0,23,0,0,0,1,56,11,0
2021-06-22,0,57,0,0,0,1,58,11,0
2021-06-23,0,70,1,0,0,1,74,12,0
2021-06-24,0,28,1,0,0,1,78,12,0
2021-06-25,0,81,1,0,0,0,62,13,0
2021-06-26,0,100,1,0,0,1,89,14,0
2021-06-27,0,28,1,0,0,1,89,15,0
2021-06-28,0,28,0,0,0,1,58,13,0
2021-06-29,0,66,1,0,0,1,62,12,0
2021-06-30,0,75,1,0,0,1,81,13,0
2021-07-01,0,28,1,0,0,1,73,14,0
2021-07-02,0,72,1,0,0,1,56,14,0
2021-07-03,0,85,1,0,0,1,96,16,0
2021-07-04,0,29,1,0,0,1,89,15,0
