date,PS5 games,Powerball,Xbox games,video games,Mobile app,Genshin Impact,Lotto,Game,Betfred
2020-07-03,0,53,1,0,0,0,49,14,0
2020-07-04,0,56,1,0,0,0,76,15,0
2020-07-05,0,21,1,0,0,0,66,14,0
2020-07-06,0,18,1,0,0,0,46,12,0
2020-07-07,0,52,1,1,0,0,52,12,0
2020-07-08,0,50,1,0,0,0,64,12,0
2020-07-09,0,22,1,0,0,0,60,12,0
2020-07-10,0,59,1,0,0,0,50,13,0
2020-07-11,0,61,1,1,0,0,76,15,0
2020-07-12,0,26,1,0,0,0,69,12,0
2020-07-13,0,18,0,0,0,0,43,12,0
2020-07-14,0,45,1,0,0,0,49,13,0
2020-07-15,0,46,1,0,0,0,66,13,0
2020-07-16,0,21,1,0,0,0,66,12,0
2020-07-17,0,51,1,0,0,0,47,13,0
2020-07-18,0,54,1,0,0,0,81,14,0
2020-07-19,0,23,1,0,0,0,74,12,0
2020-07-20,0,17,1,0,0,0,48,11,0
2020-07-21,0,45,1,0,0,0,47,11,0
2020-07-22,0,43,1,0,0,0,65,11,0
2020-07-23,0,21,1,0,0,0,60,13,0
2020-07-24,0,57,1,1,0,0,47,12,0
2020-07-25,0,54,1,0,0,0,86,15,0
2020-07-26,0,21,1,0,0,0,76,13,0
2020-07-27,0,18,1,0,0,0,50,13,0
2020-07-28,0,50,1,0,0,0,53,12,0
2020-07-29,0,49,1,0,0,0,70,13,0
2020-07-30,0,23,1,0,0,0,73,12,0
2020-07-31,0,61,1,0,0,0,51,13,0
2020-08-01,0,51,1,0,0,0,80,13,0
2020-08-02,0,23,1,0,0,0,82,14,0
2020-08-03,0,17,1,1,0,0,51,11,0
2020-08-04,0,50,1,0,0,0,53,11,0
2020-08-05,0,45,1,0,0,0,74,12,0
2020-08-06,0,24,1,0,0,0,66,12,0
2020-08-07,0,59,1,0,0,0,52,13,0
2020-08-08,0,56,1,0,0,0,95,14,0
2020-08-09,0,24,1,0,0,0,85,16,0
2020-08-10,0,19,1,0,0,0,60,13,0
2020-08-11,0,51,1,0,0,0,53,11,0
2020-08-12,0,45,1,0,0,0,69,12,0
2020-08-13,0,20,1,0,0,0,67,12,0
2020-08-14,0,56,1,0,0,0,51,13,0
2020-08-15,0,49,1,0,0,0,78,14,0
