date,PS5 games,Powerball,Xbox games,video games,Mobile app,Genshin Impact,Lotto,Game,Betfred
2024-01-10,0,76,1,0,1,1,88,19,6
2024-01-11,1,28,1,0,0,0,89,19,6
2024-01-12,0,68,1,0,0,0,62,21,7
2024-01-13,0,87,1,0,0,0,97,22,6
2024-01-14,0,29,1,0,0,2,94,21,7
2024-01-15,0,25,1,0,1,0,60,19,7
2024-01-16,0,56,0,0,0,0,59,17,6
2024-01-17,0,78,1,0,0,0,78,16,6
2024-01-18,0,26,0,0,0,0,79,16,5
2024-01-19,0,66,0,0,0,1,56,15,6
2024-01-20,0,89,1,0,0,0,92,21,7
2024-01-21,0,27,1,0,0,0,89,19,6
2024-01-22,0,23,1,0,0,0,54,14,7
2024-01-23,0,59,0,0,0,0,57,14,5
2024-01-24,0,80,0,0,0,0,73,14,5
2024-01-25,0,32,1,0,0,0,80,15,7
2024-01-26,0,82,1,0,0,0,58,18,7
2024-01-27,0,100,1,0,0,0,100,20,8
2024-01-28,0,32,1,0,0,0,83,21,6
2024-01-29,0,27,0,0,0,0,60,16,6
2024-01-30,0,52,0,0,0,0,53,16,6
2024-01-31,0,58,0,0,0,1,69,15,6
2024-02-01,0,24,0,0,0,0,73,16,7
2024-02-02,0,57,1,0,0,0,51,17,7
2024-02-03,0,68,0,0,0,1,84,21,8
2024-02-04,0,25,0,0,0,0,80,20,6
2024-02-05,0,20,1,0,0,0,54,14,6
2024-02-06,0,46,0,0,0,1,56,14,6
2024-02-07,0,56,0,0,0,0,70,13,6
2024-02-08,0,24,0,0,0,0,77,18,6
2024-02-09,0,52,0,0,0,0,48,18,7
2024-02-10,0,68,0,0,0,0,87,21,6
2024-02-11,0,25,0,0,0,0,79,20,7
2024-02-12,0,20,0,0,0,0,50,16,6
2024-02-13,0,43,0,0,0,0,52,15,5
2024-02-14,0,56,0,0,0,0,66,15,5
2024-02-15,0,24,0,0,0,0,72,15,6
2024-02-16,0,53,0,0,0,0,50,17,6
2024-02-17,0,62,1,0,0,0,78,23,8
2024-02-18,0,21,0,0,0,0,73,22,6
2024-02-19,0,21,0,0,0,0,53,15,7
2024-02-20,0,41,0,0,0,0,49,15,5
2024-02-21,0,52,1,0,0,0,61,16,6
2024-02-22,0,21,0,0,0,0,64,16,6
2024-02-23,0,53,0,0,0,0,54,18,7
2024-02-24,0,64,0,0,0,0,82,24,8
2024-02-25,0,22,1,0,0,0,85,19,7
2024-02-26,0,21,0,0,0,0,55,16,6
2024-02-27,0,49,0,0,0,0,56,16,7
2024-02-28,0,63,0,0,0,0,69,16,8
2024-02-29,0,24,0,0,0,0,77,16,6
2024-03-01,0,59,0,0,0,0,57,18,8
2024-03-02,0,67,1,0,0,0,82,22,7
2024-03-03,0,21,0,0,0,1,79,21,7
2024-03-04,0,22,0,0,0,0,55,17,8
2024-03-05,0,48,0,0,0,1,52,14,7
2024-03-06,0,63,0,0,0,0,76,17,7
2024-03-07,0,22,0,0,0,0,76,16,7
2024-03-08,0,56,0,0,0,0,57,19,8
2024-03-09,0,67,1,0,0,0,78,27,8
2024-03-10,0,24,1,0,0,0,77,21,7
2024-03-11,0,21,0,0,0,0,54,16,7
2024-03-12,0,49,0,0,0,0,56,16,7
2024-03-13,0,61,0,0,0,0,70,16,6
2024-03-14,0,23,0,0,0,0,69,16,7
