date,Dog Food,Puppies for Sale,Pet shop
2023-01-08,82,49,0
2023-01-09,58,57,0
2023-01-10,74,45,0
2023-01-11,69,42,0
2023-01-12,82,44,0
2023-01-13,57,50,20
2023-01-14,49,61,0
2023-01-15,77,68,0
2023-01-16,57,49,0
2023-01-17,38,33,0
2023-01-18,44,29,0
2023-01-19,51,49,0
2023-01-20,58,31,0
2023-01-21,43,69,35
2023-01-22,43,67,0
2023-01-23,74,37,0
2023-01-24,68,37,0
2023-01-25,84,44,0
2023-01-26,50,40,0
2023-01-27,67,48,0
2023-01-28,42,55,23
2023-01-29,77,42,0
2023-01-30,71,38,0
2023-01-31,64,35,0
2023-02-01,65,36,0
2023-02-02,51,55,0
2023-02-03,47,43,0
2023-02-04,76,49,0
2023-02-05,47,44,39
2023-02-06,39,35,0
2023-02-07,40,27,0
2023-02-08,62,48,0
2023-02-09,44,47,0
2023-02-10,59,49,0
2023-02-11,47,56,0
2023-02-12,46,55,0
2023-02-13,61,22,0
2023-02-14,51,35,0
2023-02-15,63,49,0
2023-02-16,48,36,0
2023-02-17,42,47,0
2023-02-18,58,80,0
2023-02-19,53,66,0
2023-02-20,61,33,30
2023-02-21,69,39,0
2023-02-22,65,31,0
2023-02-23,55,46,25
2023-02-24,57,39,0
2023-02-25,72,56,26
2023-02-26,50,51,24
2023-02-27,70,40,0
2023-02-28,60,21,0
2023-03-01,65,32,23
2023-03-02,46,36,19
2023-03-03,53,46,0
2023-03-04,40,64,0
2023-03-05,48,40,0
2023-03-06,61,35,0
2023-03-07,35,19,0
2023-03-08,48,36,0
2023-03-09,48,32,0
2023-03-10,50,46,0
2023-03-11,61,42,26
2023-03-12,51,45,24
2023-03-13,60,44,0
2023-03-14,49,48,0
2023-03-15,70,30,0
2023-03-16,48,25,0
2023-03-17,45,47,0
2023-03-18,55,51,19
2023-03-19,45,55,0
2023-03-20,59,33,0
2023-03-21,54,40,0
2023-03-22,67,52,0
2023-03-23,48,43,0
2023-03-24,77,39,0
2023-03-25,81,43,0
2023-03-26,77,37,24
2023-03-27,66,40,32
2023-03-28,79,21,0
2023-03-29,54,34,0
2023-03-30,67,0,0
2023-03-31,69,30,0
2023-04-01,84,66,0
2023-04-02,59,44,0
2023-04-03,66,52,0
2023-04-04,38,46,0
2023-04-05,49,45,0
2023-04-06,74,41,0
2023-04-07,57,44,0
2023-04-08,63,53,0
2023-04-09,56,62,0
2023-04-10,51,48,21
2023-04-11,55,41,0
2023-04-12,54,37,0
2023-04-13,66,43,0
2023-04-14,58,49,0
2023-04-15,74,47,0
2023-04-16,64,60,0
2023-04-17,74,31,24
2023-04-18,79,36,0
2023-04-19,66,26,0
2023-04-20,42,31,0
2023-04-21,66,31,0
2023-04-22,56,64,29
2023-04-23,73,55,0
2023-04-24,84,58,0
2023-04-25,100,33,23
2023-04-26,63,36,0
2023-04-27,71,47,0
2023-04-28,72,49,0
2023-04-29,68,36,0
2023-04-30,62,58,0
2023-05-01,66,56,0
2023-05-02,69,37,0
2023-05-03,53,50,0
2023-05-04,51,25,0
2023-05-05,53,54,0
2023-05-06,61,48,0
2023-05-07,70,51,0
2023-05-08,68,41,0
2023-05-09,65,38,0
2023-05-10,44,39,0
2023-05-11,47,41,24
2023-05-12,38,29,0
2023-05-13,80,53,0
2023-05-14,51,50,0
2023-05-15,70,53,22
2023-05-16,65,27,0
2023-05-17,54,43,0
2023-05-18,68,32,17
2023-05-19,63,42,0
2023-05-20,62,48,0
2023-05-21,46,66,25
2023-05-22,62,33,20
2023-05-23,70,27,0
2023-05-24,55,32,0
2023-05-25,63,47,0
2023-05-26,74,44,21
2023-05-27,68,46,0
2023-05-28,62,55,0
2023-05-29,53,39,0
2023-05-30,50,29,0
2023-05-31,66,43,0
2023-06-01,82,42,0
2023-06-02,58,43,0
2023-06-03,69,58,22
2023-06-04,74,56,23
2023-06-05,57,37,0
2023-06-06,55,20,0
2023-06-07,73,48,0
2023-06-08,38,28,0
2023-06-09,76,54,0
2023-06-10,65,35,24
2023-06-11,59,84,0
2023-06-12,55,42,17
2023-06-13,62,31,0
2023-06-14,65,29,0
2023-06-15,71,35,0
2023-06-16,62,57,0
2023-06-17,60,57,0
2023-06-18,58,69,0
2023-06-19,64,39,0
2023-06-20,59,49,0
2023-06-21,80,35,0
2023-06-22,68,32,0
2023-06-23,69,34,0
2023-06-24,75,51,33
2023-06-25,87,68,0
2023-06-26,65,40,0
2023-06-27,84,38,0
2023-06-28,69,26,0
2023-06-29,65,38,0
2023-06-30,73,50,0
2023-07-01,61,71,0
2023-07-02,78,64,0
2023-07-03,82,58,0
2023-07-04,41,62,0
2023-07-05,59,41,0
2023-07-06,61,55,0
2023-07-07,65,38,0
2023-07-08,48,55,0
