date,Dog Food,Puppies for Sale,Pet shop
2022-07-07,38,40,0
2022-07-08,50,51,0
2022-07-09,41,47,0
2022-07-10,64,48,0
2022-07-11,61,52,0
2022-07-12,54,47,0
2022-07-13,81,35,0
2022-07-14,69,52,23
2022-07-15,65,42,16
2022-07-16,78,52,0
2022-07-17,100,100,0
2022-07-18,79,44,0
2022-07-19,65,53,0
2022-07-20,86,35,0
2022-07-21,78,32,17
2022-07-22,77,47,0
2022-07-23,64,62,0
2022-07-24,77,59,0
2022-07-25,79,45,0
2022-07-26,56,38,17
2022-07-27,73,31,0
2022-07-28,57,58,0
2022-07-29,56,40,0
2022-07-30,60,51,0
2022-07-31,52,71,0
2022-08-01,51,37,0
2022-08-02,35,44,14
2022-08-03,47,49,0
2022-08-04,51,37,20
2022-08-05,43,35,0
2022-08-06,56,48,0
2022-08-07,56,47,17
2022-08-08,50,60,0
2022-08-09,50,38,0
2022-08-10,58,36,0
2022-08-11,54,34,16
2022-08-12,53,58,16
2022-08-13,43,30,18
2022-08-14,48,46,0
2022-08-15,37,39,0
2022-08-16,42,35,0
2022-08-17,57,30,0
2022-08-18,59,44,0
2022-08-19,49,46,0
2022-08-20,43,41,0
2022-08-21,50,45,0
2022-08-22,45,35,0
2022-08-23,66,37,14
2022-08-24,53,55,0
2022-08-25,50,32,0
2022-08-26,51,40,0
2022-08-27,52,51,0
2022-08-28,39,51,17
2022-08-29,57,34,0
2022-08-30,55,45,0
2022-08-31,53,37,0
2022-09-01,43,14,0
2022-09-02,47,35,14
2022-09-03,45,34,0
2022-09-04,56,44,0
2022-09-05,62,33,14
2022-09-06,46,21,0
2022-09-07,42,35,0
2022-09-08,45,37,0
2022-09-09,50,31,0
2022-09-10,36,37,0
2022-09-11,37,48,0
2022-09-12,65,31,0
2022-09-13,40,29,0
2022-09-14,45,31,0
2022-09-15,41,29,0
2022-09-16,52,40,0
2022-09-17,41,59,0
2022-09-18,56,59,0
2022-09-19,38,36,0
2022-09-20,39,34,0
2022-09-21,52,45,0
2022-09-22,50,44,0
2022-09-23,35,43,0
2022-09-24,55,37,0
2022-09-25,45,45,0
2022-09-26,40,35,0
2022-09-27,53,35,0
2022-09-28,20,36,0
2022-09-29,58,23,0
2022-09-30,47,34,0
2022-10-01,58,39,19
2022-10-02,47,50,0
2022-10-03,53,43,0
2022-10-04,61,35,25
2022-10-05,45,39,0
2022-10-06,54,49,0
2022-10-07,42,46,0
2022-10-08,50,34,0
2022-10-09,47,62,0
2022-10-10,58,39,16
2022-10-11,47,38,0
2022-10-12,39,37,0
2022-10-13,38,33,0
2022-10-14,37,33,0
2022-10-15,51,51,0
2022-10-16,43,49,0
2022-10-17,50,29,0
2022-10-18,54,37,0
2022-10-19,37,40,0
2022-10-20,45,30,0
2022-10-21,39,44,20
2022-10-22,41,37,18
2022-10-23,40,44,18
2022-10-24,47,36,0
2022-10-25,48,32,0
2022-10-26,52,35,0
2022-10-27,54,35,0
2022-10-28,24,21,0
2022-10-29,49,36,20
2022-10-30,45,43,0
2022-10-31,40,25,0
2022-11-01,55,35,0
2022-11-02,41,39,13
2022-11-03,44,29,0
2022-11-04,47,37,0
2022-11-05,34,38,0
2022-11-06,50,35,0
2022-11-07,28,34,0
2022-11-08,41,32,16
2022-11-09,37,29,0
2022-11-10,32,33,0
2022-11-11,38,45,0
2022-11-12,50,46,0
2022-11-13,42,59,0
2022-11-14,33,47,0
2022-11-15,49,42,0
2022-11-16,47,54,0
2022-11-17,51,55,0
2022-11-18,40,44,0
2022-11-19,37,37,0
2022-11-20,51,54,0
2022-11-21,40,36,0
2022-11-22,63,34,0
2022-11-23,41,34,0
2022-11-24,48,27,0
2022-11-25,72,38,0
2022-11-26,54,38,0
2022-11-27,61,54,0
2022-11-28,46,52,0
2022-11-29,53,37,0
2022-11-30,42,41,0
2022-12-01,28,37,0
2022-12-02,43,34,15
2022-12-03,47,48,25
2022-12-04,42,53,0
2022-12-05,35,37,0
2022-12-06,35,36,0
2022-12-07,45,46,0
2022-12-08,55,36,0
2022-12-09,41,29,0
2022-12-10,44,50,0
2022-12-11,31,53,0
2022-12-12,42,55,0
2022-12-13,42,36,0
2022-12-14,32,51,0
2022-12-15,45,30,0
2022-12-16,39,38,0
2022-12-17,40,44,0
2022-12-18,36,51,0
2022-12-19,50,31,0
2022-12-20,74,46,0
2022-12-21,55,55,16
2022-12-22,34,0,0
2022-12-23,58,38,0
2022-12-24,41,40,0
2022-12-25,25,55,0
2022-12-26,46,60,23
2022-12-27,57,56,23
2022-12-28,58,49,0
2022-12-29,63,36,0
2022-12-30,41,39,19
2022-12-31,41,27,0
2023-01-01,36,48,0
2023-01-02,42,56,22
2023-01-03,45,58,0
2023-01-04,52,42,0
2023-01-05,53,44,0
2023-01-06,58,42,17
2023-01-07,57,48,0
