date,Dog Food,Puppies for Sale,Pet shop
2024-01-10,64,44,29
2024-01-11,70,35,0
2024-01-12,69,35,0
2024-01-13,70,76,0
2024-01-14,46,60,0
2024-01-15,61,68,0
2024-01-16,57,26,30
2024-01-17,56,31,0
2024-01-18,48,33,0
2024-01-19,67,33,0
2024-01-20,54,43,0
2024-01-21,61,49,0
2024-01-22,59,35,0
2024-01-23,58,27,0
2024-01-24,71,44,0
2024-01-25,78,32,0
2024-01-26,63,35,0
2024-01-27,73,35,0
2024-01-28,69,42,0
2024-01-29,58,38,0
2024-01-30,67,21,0
2024-01-31,39,0,0
2024-02-01,62,32,0
2024-02-02,37,29,0
2024-02-03,49,34,0
2024-02-04,77,43,0
2024-02-05,51,0,0
2024-02-06,55,32,0
2024-02-07,56,33,0
2024-02-08,55,25,0
2024-02-09,42,31,0
2024-02-10,63,45,0
2024-02-11,40,38,0
2024-02-12,64,33,0
2024-02-13,53,25,0
2024-02-14,39,0,0
2024-02-15,69,31,27
2024-02-16,44,32,0
2024-02-17,48,0,0
2024-02-18,32,49,0
2024-02-19,77,21,0
2024-02-20,64,34,0
2024-02-21,46,0,0
2024-02-22,43,50,0
2024-02-23,60,31,0
2024-02-24,73,50,0
2024-02-25,52,36,0
2024-02-26,74,32,0
2024-02-27,63,23,0
2024-02-28,54,29,0
2024-02-29,64,30,0
2024-03-01,55,41,0
2024-03-02,48,35,0
2024-03-03,37,50,0
2024-03-04,62,33,0
2024-03-05,39,30,0
2024-03-06,35,28,0
2024-03-07,51,24,0
2024-03-08,29,23,36
2024-03-09,41,29,0
2024-03-10,53,24,0
2024-03-11,49,29,0
2024-03-12,59,45,0
2024-03-13,64,29,0
2024-03-14,49,25,0
2024-03-15,63,22,0
2024-03-16,55,44,0
2024-03-17,65,43,0
2024-03-18,57,46,0
2024-03-19,47,43,0
2024-03-20,60,48,0
2024-03-21,50,0,0
2024-03-22,46,53,0
2024-03-23,63,0,0
2024-03-24,63,33,0
2024-03-25,68,31,0
2024-03-26,61,25,24
2024-03-27,67,42,0
2024-03-28,69,40,0
2024-03-29,59,59,0
2024-03-30,56,34,0
2024-03-31,59,27,26
2024-04-01,65,47,0
2024-04-02,72,37,0
2024-04-03,28,0,0
2024-04-04,66,28,0
2024-04-05,55,0,0
2024-04-06,36,40,0
2024-04-07,48,31,0
2024-04-08,36,0,0
2024-04-09,65,22,0
2024-04-10,48,24,0
2024-04-11,68,27,0
2024-04-12,36,42,24
2024-04-13,36,38,0
2024-04-14,63,57,0
2024-04-15,55,0,0
2024-04-16,50,22,0
2024-04-17,76,28,0
2024-04-18,55,32,0
2024-04-19,58,57,0
2024-04-20,45,30,0
2024-04-21,68,31,0
2024-04-22,56,28,20
2024-04-23,57,26,0
2024-04-24,76,25,0
2024-04-25,68,30,0
2024-04-26,46,0,0
2024-04-27,48,33,0
2024-04-28,69,39,0
2024-04-29,94,21,0
2024-04-30,65,26,0
2024-05-01,43,22,0
2024-05-02,59,31,21
2024-05-03,46,41,21
2024-05-04,71,37,0
2024-05-05,43,30,0
2024-05-06,62,29,0
2024-05-07,48,27,0
2024-05-08,49,28,0
2024-05-09,68,0,0
2024-05-10,82,41,0
2024-05-11,59,44,0
2024-05-12,73,31,0
2024-05-13,68,48,0
2024-05-14,70,36,0
2024-05-15,66,21,0
2024-05-16,61,47,22
2024-05-17,56,46,0
2024-05-18,45,31,0
2024-05-19,50,0,0
2024-05-20,69,0,0
2024-05-21,63,0,0
2024-05-22,56,30,0
2024-05-23,62,32,25
2024-05-24,82,34,0
2024-05-25,75,0,0
2024-05-26,58,41,0
2024-05-27,87,40,0
2024-05-28,62,0,0
2024-05-29,69,48,0
2024-05-30,31,0,0
2024-05-31,48,30,0
2024-06-01,59,0,0
2024-06-02,45,29,0
2024-06-03,59,25,0
2024-06-04,38,0,0
2024-06-05,72,40,0
2024-06-06,49,0,0
2024-06-07,58,30,0
2024-06-08,74,57,0
2024-06-09,59,34,0
2024-06-10,73,29,0
2024-06-11,69,28,0
2024-06-12,66,29,0
2024-06-13,57,38,0
2024-06-14,46,24,0
2024-06-15,52,0,0
2024-06-16,59,33,30
2024-06-17,67,33,27
2024-06-18,90,24,0
2024-06-19,32,31,0
2024-06-20,59,0,0
2024-06-21,70,51,28
2024-06-22,85,49,0
2024-06-23,54,62,0
2024-06-24,55,53,0
2024-06-25,91,35,0
2024-06-26,100,0,0
2024-06-27,75,28,0
2024-06-28,67,29,0
2024-06-29,100,34,0
2024-06-30,69,31,0
2024-07-01,85,34,0
2024-07-02,68,29,0
2024-07-03,56,22,0
2024-07-04,59,28,0
2024-07-05,71,24,0
2024-07-06,62,0,0
2024-07-07,58,44,0
2024-07-08,47,34,0
2024-07-09,68,32,0
2024-07-10,39,29,0
