date,mp3 download,YouTube,Tubidy download,Netflix,Goojara movies,Netnaija movies,Disney+,canvas prints,digital art
2022-04-30,74,47,16,18,3,15,12,0,0
2022-05-01,72,47,17,21,3,16,11,0,0
2022-05-02,62,45,15,17,3,14,10,0,0
2022-05-03,42,36,11,12,2,20,8,0,0
2022-05-04,45,38,10,11,2,16,7,0,0
2022-05-05,52,42,13,12,3,20,10,0,0
2022-05-06,58,52,16,16,3,21,11,0,0
2022-05-07,73,49,18,18,3,22,12,0,0
2022-05-08,65,47,16,17,3,21,13,0,0
2022-05-09,46,43,10,12,3,19,9,0,0
2022-05-10,51,42,12,12,2,16,8,0,2
2022-05-11,51,41,12,12,2,18,9,0,0
2022-05-12,52,43,13,13,3,15,9,0,0
2022-05-13,65,56,16,15,3,19,10,0,0
2022-05-14,69,52,19,21,4,15,13,0,0
2022-05-15,58,49,16,20,4,12,14,0,0
2022-05-16,46,45,13,14,3,15,13,0,0
2022-05-17,49,46,13,13,3,21,26,0,0
2022-05-18,45,47,12,13,3,15,100,0,0
2022-05-19,51,48,14,13,3,13,57,0,0
2022-05-20,60,52,16,16,4,19,49,0,0
2022-05-21,57,54,17,24,6,18,63,0,0
2022-05-22,54,49,15,21,5,18,51,0,0
2022-05-23,42,47,10,13,3,12,33,0,0
2022-05-24,47,46,12,13,4,14,30,0,0
2022-05-25,48,46,13,12,4,16,27,0,0
2022-05-26,53,49,14,13,3,13,29,0,0
2022-05-27,68,53,15,16,3,15,36,0,0
2022-05-28,66,55,18,20,4,13,34,0,0
2022-05-29,60,57,16,19,4,13,45,0,0
2022-05-30,49,45,12,14,3,15,27,0,0
2022-05-31,52,46,13,13,3,13,30,0,0
2022-06-01,46,46,13,13,3,14,27,0,0
2022-06-02,50,49,13,13,3,13,25,0,0
2022-06-03,70,55,18,16,3,14,30,0,0
2022-06-04,81,60,21,21,3,15,43,0,0
2022-06-05,67,56,18,21,3,12,41,0,0
2022-06-06,53,47,13,14,3,12,27,0,0
2022-06-07,54,47,14,13,3,14,21,0,0
2022-06-08,58,50,15,14,3,15,22,0,0
2022-06-09,57,49,15,13,3,16,26,0,0
2022-06-10,67,55,18,17,4,15,30,0,0
2022-06-11,76,58,21,22,4,19,39,0,0
2022-06-12,65,55,18,21,4,17,42,0,0
2022-06-13,50,49,14,15,4,14,26,0,0
2022-06-14,51,51,13,15,4,12,27,0,0
2022-06-15,55,53,13,19,4,16,29,0,0
2022-06-16,71,58,18,23,4,15,41,0,0
2022-06-17,63,52,17,20,4,13,31,0,0
2022-06-18,72,59,19,22,5,17,35,0,0
2022-06-19,62,53,17,22,4,14,31,0,0
2022-06-20,57,47,14,17,3,13,23,0,0
2022-06-21,50,47,14,15,4,15,22,0,0
2022-06-22,51,46,14,15,4,17,24,0,0
2022-06-23,53,48,13,17,3,16,26,0,0
2022-06-24,75,52,17,17,4,19,27,0,0
2022-06-25,77,62,18,24,4,21,34,0,0
2022-06-26,72,61,18,23,5,19,38,0,0
2022-06-27,55,49,14,16,3,18,25,0,0
2022-06-28,54,48,13,16,3,20,29,0,0
2022-06-29,55,49,14,15,3,23,22,0,0
2022-06-30,58,51,15,16,3,16,24,0,0
2022-07-01,70,51,18,18,3,17,24,0,0
2022-07-02,72,53,23,21,4,18,29,0,0
2022-07-03,66,54,19,23,3,16,32,0,0
2022-07-04,57,45,15,16,3,17,21,0,0
2022-07-05,49,44,15,14,3,21,20,0,0
2022-07-06,57,48,15,14,3,18,19,0,0
