date,mp3 download,YouTube,Tubidy download,Netflix,Goojara movies,Netnaija movies,Disney+,canvas prints,digital art
2023-11-03,72,57,29,14,3,30,58,0,0
2023-11-04,73,58,31,17,3,21,62,0,0
2023-11-05,62,56,26,16,3,17,64,0,0
2023-11-06,51,50,20,12,2,23,46,0,0
2023-11-07,51,53,22,14,3,26,51,0,0
2023-11-08,54,50,22,12,2,20,51,0,0
2023-11-09,56,55,25,13,3,25,55,0,0
2023-11-10,68,59,29,15,3,27,63,0,0
2023-11-11,69,56,30,17,3,20,71,0,0
2023-11-12,59,54,26,18,4,27,68,0,0
2023-11-13,48,51,21,14,3,19,53,0,0
2023-11-14,51,51,21,13,3,30,54,0,0
2023-11-15,47,52,24,14,3,22,61,0,0
2023-11-16,54,51,23,13,3,21,45,0,0
2023-11-17,69,61,29,15,3,20,69,0,0
2023-11-18,81,60,33,19,4,27,82,0,0
2023-11-19,67,58,29,17,3,23,70,0,0
2023-11-20,51,51,22,14,3,26,47,0,0
2023-11-21,52,56,21,13,3,23,55,0,0
2023-11-22,56,49,24,13,3,26,52,0,0
2023-11-23,62,49,26,11,3,14,53,0,0
2023-11-24,63,53,28,14,2,21,60,0,0
2023-11-25,73,52,31,17,2,25,63,0,0
2023-11-26,69,51,28,17,2,21,69,0,0
2023-11-27,56,50,21,13,3,20,58,0,0
2023-11-28,59,49,25,13,3,21,55,0,0
2023-11-29,61,50,24,13,2,24,54,0,0
2023-11-30,63,54,26,14,2,17,58,0,0
2023-12-01,87,59,30,13,2,23,69,0,0
2023-12-02,89,60,33,16,2,19,62,0,0
2023-12-03,69,54,26,19,3,24,83,0,0
2023-12-04,57,52,21,15,3,22,58,0,0
2023-12-05,59,53,22,14,3,25,52,0,0
2023-12-06,58,51,21,14,2,24,48,0,0
2023-12-07,61,54,22,15,3,34,55,0,0
2023-12-08,88,54,26,17,2,27,66,0,0
2023-12-09,83,52,27,18,2,20,65,0,0
2023-12-10,77,51,24,22,3,35,75,0,0
2023-12-11,62,52,21,17,3,32,55,0,0
2023-12-12,64,50,22,15,2,25,48,0,0
2023-12-13,71,53,26,15,2,21,52,0,0
2023-12-14,72,55,26,15,2,30,63,0,0
2023-12-15,74,56,31,18,2,26,64,0,0
2023-12-16,75,61,28,19,2,25,73,0,0
2023-12-17,71,56,26,21,3,25,75,0,0
2023-12-18,60,53,23,17,3,25,60,0,0
2023-12-19,63,57,24,16,2,25,57,0,0
2023-12-20,68,49,25,15,2,20,56,0,0
2023-12-21,74,57,27,17,2,24,60,0,0
2023-12-22,80,57,30,17,2,21,57,0,0
2023-12-23,80,55,30,17,2,15,61,0,0
2023-12-24,82,57,30,18,2,21,69,0,0
2023-12-25,99,67,34,23,3,24,86,0,0
2023-12-26,60,52,23,24,3,30,91,0,0
2023-12-27,57,51,20,22,3,29,74,0,0
2023-12-28,61,52,22,18,3,20,72,0,0
2023-12-29,64,52,24,19,3,21,65,0,0
2023-12-30,68,51,26,18,2,18,70,0,0
2023-12-31,100,65,35,17,2,11,73,0,0
2024-01-01,68,59,25,22,3,31,80,0,0
2024-01-02,50,48,17,19,3,32,72,0,0
2024-01-03,47,51,16,18,3,30,63,0,0
2024-01-04,47,53,16,17,3,28,62,0,0
2024-01-05,51,52,18,19,3,33,58,0,0
2024-01-06,59,54,22,20,2,29,73,0,0
2024-01-07,61,51,20,22,3,21,76,0,0
2024-01-08,49,50,16,17,2,22,62,0,0
2024-01-09,49,54,18,19,2,22,63,0,0
