date,We Buy Cars,AutoTrader,Toyota,BMW,Mercedes Benz,Cars for Sale,Hyundai,Volkswagen Polo,Cars,Renault Kiger
2019-12-13,14,14,45,46,17,24,34,0,77,0
2019-12-14,14,20,47,50,17,28,31,0,78,0
2019-12-15,15,14,44,44,16,26,27,0,78,0
2019-12-16,16,15,46,47,19,26,31,0,85,0
2019-12-17,19,16,51,50,19,24,36,2,87,0
2019-12-18,19,17,49,49,20,27,31,0,87,0
2019-12-19,17,17,51,49,19,28,34,0,83,0
2019-12-20,15,17,48,44,17,23,29,3,75,0
2019-12-21,13,11,43,44,16,24,31,0,75,0
2019-12-22,14,16,43,43,18,25,30,0,73,0
2019-12-23,18,15,53,50,20,23,37,0,84,0
2019-12-24,12,13,48,54,20,25,31,0,74,0
2019-12-25,11,16,42,46,18,23,25,0,75,0
2019-12-26,14,15,41,48,18,28,27,0,78,0
2019-12-27,17,14,54,50,22,27,33,0,84,0
2019-12-28,16,20,46,48,19,29,31,0,89,0
2019-12-29,14,19,46,51,19,29,28,4,87,0
2019-12-30,19,19,54,52,22,30,32,0,93,0
2019-12-31,13,13,46,42,17,25,24,0,78,0
2020-01-01,11,15,41,44,15,24,27,0,72,0
