date,We Buy Cars,AutoTrader,Toyota,BMW,Mercedes Benz,Cars for Sale,Hyundai,Volkswagen Polo,Cars,Renault Kiger
2020-08-11,28,25,68,60,24,27,26,0,88,0
2020-08-12,28,26,69,63,22,29,26,0,93,0
2020-08-13,26,24,66,59,25,29,26,2,93,0
2020-08-14,27,24,66,62,22,28,28,2,89,0
2020-08-15,24,26,60,62,22,32,26,0,91,0
2020-08-16,29,27,65,70,23,31,26,0,99,0
2020-08-17,28,27,62,53,21,25,25,2,84,0
2020-08-18,25,27,64,58,22,24,24,0,84,0
2020-08-19,25,23,65,56,20,26,27,0,90,0
2020-08-20,25,26,72,60,24,28,31,0,88,0
2020-08-21,25,27,71,65,20,27,25,0,87,0
2020-08-22,26,31,71,73,27,31,31,2,92,0
2020-08-23,23,27,65,69,21,29,25,0,87,0
2020-08-24,27,28,70,58,23,25,27,0,88,0
2020-08-25,28,27,71,55,21,24,25,2,88,0
2020-08-26,25,25,66,55,20,25,25,2,83,0
2020-08-27,24,22,64,56,21,21,26,0,83,0
2020-08-28,22,25,64,58,22,25,27,0,74,0
2020-08-29,22,26,65,63,23,26,24,0,83,0
2020-08-30,24,25,60,56,21,25,23,0,81,0
2020-08-31,23,25,70,58,21,26,29,0,84,0
2020-09-01,23,29,63,55,23,24,25,2,78,0
2020-09-02,23,26,58,52,20,23,25,0,77,0
2020-09-03,25,26,66,55,24,24,28,0,75,0
2020-09-04,22,26,64,55,26,27,27,0,81,0
2020-09-05,21,27,61,59,22,25,22,0,75,0
2020-09-06,22,30,69,59,21,32,27,2,86,0
2020-09-07,24,26,64,56,23,25,27,0,73,0
2020-09-08,27,26,64,55,26,24,28,2,86,0
2020-09-09,26,23,64,56,22,26,28,0,85,0
2020-09-10,24,23,67,55,22,28,29,0,86,0
2020-09-11,23,25,65,60,26,23,25,0,78,0
2020-09-12,26,29,65,63,24,29,26,0,84,0
2020-09-13,20,31,65,59,26,29,26,0,82,0
2020-09-14,25,29,70,55,23,27,32,0,90,0
2020-09-15,24,27,65,60,23,24,29,2,82,0
2020-09-16,25,24,63,57,21,25,30,2,84,0
2020-09-17,23,29,69,60,23,23,30,3,84,0
2020-09-18,22,27,73,61,26,25,30,0,79,0
2020-09-19,24,31,71,71,25,28,31,0,87,0
2020-09-20,22,27,67,69,25,27,27,0,85,0
2020-09-21,23,28,82,59,23,25,27,0,82,0
2020-09-22,24,26,100,69,23,24,29,0,85,0
2020-09-23,25,26,86,70,23,25,28,0,76,0
2020-09-24,24,27,76,74,25,26,30,0,83,0
2020-09-25,26,23,74,63,24,23,29,0,79,0
2020-09-26,20,30,77,73,23,24,26,0,76,0
2020-09-27,21,29,72,71,19,26,25,0,79,0
2020-09-28,25,27,70,60,19,25,32,0,81,0
2020-09-29,25,26,75,57,21,27,29,2,82,0
2020-09-30,19,24,66,56,20,24,26,3,82,0
2020-10-01,24,26,68,61,22,26,32,0,84,0
2020-10-02,23,23,71,59,21,25,28,0,84,0
2020-10-03,23,25,72,62,23,27,28,0,81,0
2020-10-04,20,26,65,59,20,26,27,2,77,0
2020-10-05,26,26,74,58,18,23,28,0,82,0
2020-10-06,23,26,68,57,21,23,27,0,83,0
2020-10-07,23,26,81,59,24,23,31,3,81,0
2020-10-08,26,27,88,67,21,28,28,2,92,0
2020-10-09,22,26,73,63,22,27,30,0,79,0
2020-10-10,19,27,80,70,23,30,30,0,87,0
2020-10-11,25,28,71,68,22,33,25,0,92,0
2020-10-12,21,26,75,62,24,25,30,0,78,0
2020-10-13,25,27,78,62,24,26,28,0,87,0
2020-10-14,23,26,75,60,23,26,29,2,84,0
2020-10-15,22,26,77,58,22,25,29,0,79,0
2020-10-16,20,27,73,58,23,24,26,0,73,0
2020-10-17,20,26,69,61,21,29,27,2,83,0
2020-10-18,21,28,78,57,21,29,26,0,78,0
2020-10-19,24,27,72,61,23,27,31,2,85,0
2020-10-20,23,25,68,58,22,26,30,0,85,0
2020-10-21,25,28,73,58,21,26,29,0,84,0
2020-10-22,24,26,70,58,22,22,32,0,79,0
2020-10-23,21,25,67,55,19,27,29,0,77,0
2020-10-24,17,24,69,60,24,25,27,0,72,0
2020-10-25,23,30,70,67,22,29,27,0,82,0
2020-10-26,24,24,68,57,22,25,30,2,84,0
2020-10-27,20,24,66,58,21,25,30,0,75,0
2020-10-28,20,25,70,53,20,22,28,0,69,0
2020-10-29,25,28,72,58,21,27,33,0,85,0
2020-10-30,22,25,70,63,20,23,31,0,74,0
2020-10-31,20,26,63,55,22,23,24,0,72,0
2020-11-01,22,28,67,66,24,27,27,0,85,0
2020-11-02,24,26,69,61,21,23,32,0,74,0
2020-11-03,23,28,65,55,23,28,31,0,87,0
2020-11-04,19,21,63,49,19,20,26,2,68,0
2020-11-05,21,21,64,49,19,23,27,0,75,0
2020-11-06,22,21,63,55,21,22,25,2,68,0
2020-11-07,22,23,61,57,23,24,26,0,74,0
2020-11-08,23,24,60,56,19,25,23,0,81,0
2020-11-09,22,26,73,54,20,25,32,0,87,0
2020-11-10,25,25,73,55,23,26,29,3,84,0
2020-11-11,23,25,73,52,22,27,28,2,88,0
2020-11-12,25,25,80,62,23,26,29,2,93,0
2020-11-13,24,26,79,60,21,23,32,0,85,0
2020-11-14,23,27,71,63,23,25,27,0,89,0
2020-11-15,20,29,77,65,22,29,24,0,92,0
2020-11-16,22,24,73,58,21,28,29,0,92,0
2020-11-17,23,28,83,63,22,27,30,0,88,0
2020-11-18,23,29,76,64,22,26,27,2,85,0
2020-11-19,21,29,72,57,23,31,28,2,91,0
2020-11-20,20,28,71,57,20,24,30,0,87,0
2020-11-21,25,26,68,61,22,26,25,0,81,0
2020-11-22,22,28,65,65,22,29,26,0,84,0
2020-11-23,19,22,70,58,17,23,26,2,70,0
2020-11-24,24,25,67,50,20,25,29,0,83,0
2020-11-25,21,23,73,54,22,24,28,0,73,0
2020-11-26,21,23,73,53,21,23,29,0,76,0
2020-11-27,19,22,64,56,18,20,26,2,66,0
2020-11-28,20,23,63,64,22,22,27,0,68,0
2020-11-29,17,23,71,61,19,23,25,0,67,0
2020-11-30,22,23,67,54,21,23,28,0,71,0
2020-12-01,21,23,68,53,20,20,30,2,69,0
2020-12-02,22,25,72,56,22,22,27,0,73,0
2020-12-03,22,24,65,56,19,24,28,0,72,0
2020-12-04,21,24,68,62,22,20,28,0,71,0
2020-12-05,16,28,67,58,21,21,26,0,70,0
2020-12-06,19,27,67,62,22,25,27,3,77,0
2020-12-07,23,25,73,60,24,24,30,2,79,0
2020-12-08,22,25,73,57,21,23,28,0,74,0
2020-12-09,21,22,70,56,23,23,27,0,74,0
2020-12-10,23,24,70,56,22,25,28,0,78,0
2020-12-11,22,24,67,57,21,22,29,0,75,0
2020-12-12,21,28,67,56,22,23,24,0,78,0
2020-12-13,21,26,67,61,19,24,24,0,75,0
2020-12-14,22,26,73,58,19,25,33,0,77,0
2020-12-15,20,20,71,61,22,22,29,0,71,0
2020-12-16,23,25,70,58,21,26,29,0,78,0
2020-12-17,22,25,72,61,24,24,30,0,81,0
2020-12-18,22,27,71,60,22,26,31,0,77,0
2020-12-19,20,24,67,63,21,23,23,0,67,0
2020-12-20,22,25,64,61,21,27,23,0,76,0
2020-12-21,24,26,73,62,22,24,27,0,79,0
2020-12-22,22,26,71,60,22,26,28,0,79,0
2020-12-23,21,23,71,60,22,17,24,0,66,0
2020-12-24,19,25,61,67,22,22,24,0,73,0
2020-12-25,20,24,63,60,25,22,21,3,73,0
2020-12-26,18,27,64,62,20,24,21,0,72,0
2020-12-27,17,24,64,62,25,21,25,0,67,0
2020-12-28,23,19,70,66,21,19,26,0,73,0
2020-12-29,23,25,71,66,23,26,30,0,79,0
2020-12-30,27,27,60,68,23,25,30,0,82,0
2020-12-31,19,23,62,57,22,21,24,0,66,0
2021-01-01,20,29,65,58,22,25,22,0,81,0
2021-01-02,24,29,67,63,24,25,26,0,81,0
2021-01-03,24,27,61,56,21,27,24,0,79,0
