date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2021-03-22,9,5,21,0,11,61,0,0,0,6
2021-03-23,16,5,40,0,21,83,0,0,0,0
2021-03-24,16,4,44,0,22,75,0,0,0,6
2021-03-25,20,5,52,0,23,77,0,0,0,4
2021-03-26,17,6,52,0,26,75,0,0,0,8
2021-03-27,10,5,28,0,16,59,0,0,0,0
2021-03-28,9,3,21,0,12,50,0,0,0,4
2021-03-29,16,6,46,0,26,100,0,0,0,4
2021-03-30,18,5,46,0,25,94,0,0,0,7
2021-03-31,20,7,52,0,26,88,0,0,0,5
2021-04-01,20,7,54,0,26,73,0,0,0,0
2021-04-02,10,5,28,0,14,55,0,5,0,6
2021-04-03,11,5,28,0,16,55,0,0,0,0
2021-04-04,6,4,17,0,9,48,0,0,0,0
2021-04-05,9,4,21,0,12,63,0,0,0,6
2021-04-06,17,5,42,0,24,93,0,0,0,4
2021-04-07,16,5,42,0,21,84,0,0,0,8
2021-04-08,16,5,39,0,21,92,0,0,0,8
2021-04-09,14,4,37,0,21,78,0,0,0,6
2021-04-10,8,4,22,0,12,58,0,0,0,5
2021-04-11,6,3,15,0,8,46,0,0,0,6
2021-04-12,12,5,36,0,19,80,0,0,0,7
2021-04-13,14,5,34,0,22,80,0,0,0,4
2021-04-14,13,5,34,0,20,77,0,0,0,6
2021-04-15,13,5,35,0,48,71,0,0,0,6
2021-04-16,15,4,40,0,24,69,0,0,0,7
2021-04-17,9,4,22,0,19,60,0,0,0,4
2021-04-18,8,4,17,0,41,43,0,0,0,5
2021-04-19,14,5,36,0,22,71,0,0,0,6
2021-04-20,15,4,36,0,21,74,0,0,0,4
2021-04-21,16,4,34,0,31,79,0,0,0,5
2021-04-22,16,5,36,0,19,77,0,0,0,6
2021-04-23,27,6,100,0,22,64,0,0,0,0
2021-04-24,11,6,36,0,16,58,0,0,0,0
2021-04-25,8,4,23,0,10,43,0,0,0,0
2021-04-26,17,7,46,0,22,74,0,0,0,6
2021-04-27,11,6,27,0,16,61,0,0,0,7
2021-04-28,18,6,45,0,23,87,0,0,0,4
2021-04-29,18,6,47,0,23,95,0,0,0,8
2021-04-30,27,7,85,0,26,88,0,0,0,10
2021-05-01,12,7,35,0,17,56,0,0,0,5
2021-05-02,11,5,32,0,12,52,0,0,0,4
2021-05-03,20,7,55,0,25,96,0,0,0,0
2021-05-04,17,5,47,0,22,83,0,0,0,6
2021-05-05,16,5,42,0,22,91,0,0,0,6
2021-05-06,13,4,39,0,19,76,0,0,0,6
2021-05-07,15,5,38,0,21,78,0,0,0,0
2021-05-08,9,5,22,0,44,53,0,0,0,4
2021-05-09,7,3,16,0,13,44,0,0,0,5
2021-05-10,14,5,38,0,22,81,0,0,0,5
2021-05-11,14,4,35,0,19,74,0,0,0,6
2021-05-12,12,4,32,0,18,74,0,0,0,5
2021-05-13,13,5,33,0,17,69,0,0,0,6
2021-05-14,14,4,37,0,18,63,0,0,0,5
2021-05-15,9,4,21,0,11,48,0,0,0,6
2021-05-16,7,3,17,0,9,39,0,0,0,0
2021-05-17,15,5,36,0,20,73,0,0,0,9
2021-05-18,14,4,33,0,19,73,0,0,0,6
2021-05-19,13,4,34,0,18,76,0,0,0,6
2021-05-20,13,4,33,0,19,76,0,0,0,7
2021-05-21,14,3,34,0,18,64,0,0,0,7
2021-05-22,9,4,23,0,11,50,0,0,0,0
2021-05-23,7,3,16,0,9,38,0,0,0,0
2021-05-24,15,4,39,0,21,79,0,0,0,6
2021-05-25,20,6,45,0,22,80,0,0,0,6
2021-05-26,17,4,41,0,22,79,0,0,0,4
2021-05-27,16,5,40,0,20,74,0,0,0,5
2021-05-28,17,6,47,0,24,70,0,0,0,7
2021-05-29,11,4,27,0,14,52,0,0,0,0
2021-05-30,9,3,22,0,12,52,0,0,0,0
2021-05-31,22,6,52,0,24,91,0,0,0,5
2021-06-01,19,6,50,0,25,96,0,0,0,6
2021-06-02,17,5,44,0,22,87,0,0,0,3
2021-06-03,16,5,40,0,22,80,0,0,0,4
2021-06-04,15,4,41,0,20,73,0,0,0,4
2021-06-05,8,4,22,0,13,48,0,0,0,0
2021-06-06,8,3,17,0,9,45,0,0,0,6
2021-06-07,15,4,38,0,21,70,0,0,0,6
2021-06-08,14,5,36,0,19,72,0,0,0,5
2021-06-09,13,5,34,0,19,76,0,0,0,4
2021-06-10,13,4,35,0,19,78,0,0,0,4
2021-06-11,15,4,36,0,19,63,0,0,0,6
2021-06-12,9,3,22,0,12,55,0,0,0,4
2021-06-13,6,3,15,0,9,51,0,0,0,5
2021-06-14,13,5,32,0,19,72,0,0,0,6
2021-06-15,16,5,39,0,18,70,0,0,0,4
2021-06-16,9,4,23,0,10,64,0,0,0,4
2021-06-17,14,5,36,0,21,72,0,3,0,6
2021-06-18,13,4,34,0,19,65,0,0,0,5
2021-06-19,8,4,20,0,13,53,0,0,0,6
2021-06-20,6,2,15,0,9,46,0,0,0,0
2021-06-21,13,5,35,0,19,76,0,0,0,4
2021-06-22,15,5,35,0,19,71,0,0,0,6
2021-06-23,14,4,32,0,18,64,0,0,0,6
2021-06-24,15,5,39,0,21,68,0,0,0,5
2021-06-25,20,6,48,0,22,68,0,0,0,7
2021-06-26,9,5,25,0,13,50,0,0,0,4
2021-06-27,9,4,21,0,11,44,0,0,0,0
2021-06-28,19,5,44,0,22,85,0,0,0,4
2021-06-29,19,5,43,1,22,83,0,0,0,6
2021-06-30,22,6,50,0,24,82,0,0,0,6
2021-07-01,19,6,48,0,22,84,0,0,0,6
2021-07-02,19,5,44,0,22,73,0,0,0,8
2021-07-03,10,5,24,0,13,63,0,0,0,0
2021-07-04,7,4,17,0,10,48,0,0,0,6
