date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2021-08-16,30,7,66,0,36,74,0,0,0,5
2021-08-17,29,6,55,0,31,74,0,0,0,4
2021-08-18,23,8,55,0,29,78,0,0,0,7
2021-08-19,27,7,58,0,30,62,0,0,0,0
2021-08-20,27,8,57,0,29,60,0,0,0,6
2021-08-21,16,7,34,0,17,46,0,0,0,0
2021-08-22,13,6,27,0,15,39,0,0,0,0
2021-08-23,30,8,68,0,35,71,0,0,0,0
2021-08-24,24,8,48,0,24,53,0,0,0,0
2021-08-25,36,8,72,0,37,66,0,0,0,0
2021-08-26,32,9,68,0,33,76,0,0,0,5
2021-08-27,32,9,67,0,40,69,0,0,0,3
2021-08-28,17,8,37,0,20,55,0,0,0,4
2021-08-29,14,7,31,0,15,45,0,0,0,0
2021-08-30,33,10,74,0,38,85,0,0,0,5
2021-08-31,40,9,98,0,40,81,0,0,0,5
2021-09-01,36,10,87,0,40,87,0,0,0,5
2021-09-02,33,9,68,0,38,84,0,0,0,4
2021-09-03,32,7,66,0,35,71,0,0,0,4
2021-09-04,19,7,38,0,21,50,0,0,0,0
2021-09-05,12,7,31,2,15,46,0,0,0,0
2021-09-06,32,9,62,0,35,70,0,0,0,5
2021-09-07,29,9,57,0,34,70,0,0,0,4
2021-09-08,24,10,56,0,29,76,0,0,0,5
2021-09-09,27,8,58,0,30,75,0,0,0,6
2021-09-10,25,8,60,0,31,69,0,0,0,0
2021-09-11,14,6,33,0,17,48,0,0,0,0
2021-09-12,11,7,24,0,12,38,0,0,0,0
2021-09-13,24,8,57,0,31,71,0,0,5,8
2021-09-14,24,6,51,0,28,74,0,0,0,4
2021-09-15,24,8,57,0,28,68,0,0,0,4
2021-09-16,26,8,55,0,29,62,0,0,0,4
2021-09-17,26,8,58,0,30,56,0,0,0,5
2021-09-18,16,7,32,0,18,48,0,0,0,0
2021-09-19,11,4,28,0,11,44,0,0,0,0
2021-09-20,28,8,61,0,30,67,0,0,0,5
2021-09-21,27,8,62,0,30,73,0,0,0,8
2021-09-22,29,7,66,0,33,73,0,0,0,5
2021-09-23,33,8,77,0,35,62,0,0,0,4
2021-09-24,20,8,40,0,21,40,0,0,0,5
2021-09-25,17,9,37,0,21,52,0,0,0,4
2021-09-26,14,6,34,0,16,43,0,0,0,0
2021-09-27,37,8,75,0,39,79,0,0,0,4
2021-09-28,37,10,73,0,34,75,0,0,0,5
2021-09-29,34,8,71,0,37,80,0,0,0,0
2021-09-30,38,12,83,0,37,76,0,0,0,6
2021-10-01,35,11,83,0,40,81,0,0,0,4
2021-10-02,22,8,45,0,23,55,0,0,0,0
2021-10-03,12,6,35,0,16,44,0,0,0,0
2021-10-04,30,10,72,0,35,80,0,0,0,7
2021-10-05,28,8,64,0,38,74,0,0,0,8
2021-10-06,31,9,67,0,35,85,0,0,0,4
2021-10-07,28,9,61,0,34,76,0,0,0,6
2021-10-08,24,7,61,0,32,77,0,0,0,6
2021-10-09,14,7,38,0,20,58,0,0,0,0
2021-10-10,13,6,27,0,14,42,0,0,0,5
2021-10-11,32,8,60,0,34,77,0,0,0,0
2021-10-12,27,8,60,0,34,64,0,0,0,4
2021-10-13,30,8,57,0,35,70,0,0,0,4
2021-10-14,28,8,57,0,32,71,0,0,0,5
2021-10-15,26,8,61,0,34,78,0,0,0,4
2021-10-16,18,7,34,0,19,47,0,0,0,0
2021-10-17,12,5,28,0,15,49,0,0,0,0
2021-10-18,28,8,61,0,31,65,0,0,0,4
2021-10-19,24,6,57,0,30,76,0,0,0,5
2021-10-20,24,8,56,0,31,72,0,0,0,5
2021-10-21,27,7,58,0,29,65,0,0,0,6
2021-10-22,30,9,59,0,32,60,0,0,0,6
2021-10-23,15,8,36,0,18,44,0,0,0,0
2021-10-24,14,5,30,0,14,33,0,0,0,0
2021-10-25,34,10,73,0,48,82,0,0,0,5
2021-10-26,28,9,70,0,37,80,0,0,0,4
2021-10-27,35,10,96,0,35,81,0,0,0,0
2021-10-28,35,10,73,0,38,70,0,0,0,4
2021-10-29,35,9,78,0,39,78,0,0,0,0
2021-10-30,19,8,49,0,28,57,0,0,0,5
2021-10-31,16,8,37,0,20,50,0,0,0,0
2021-11-01,20,12,45,0,25,64,0,0,0,6
2021-11-02,36,10,80,0,41,91,0,0,0,5
2021-11-03,35,13,81,0,40,86,0,0,0,5
2021-11-04,29,39,65,0,36,87,0,0,0,4
2021-11-05,32,19,71,0,36,77,0,0,0,0
2021-11-06,16,11,35,0,22,45,0,0,0,4
2021-11-07,11,7,28,0,16,43,0,0,0,0
2021-11-08,30,8,66,0,34,84,0,0,0,7
2021-11-09,28,9,64,0,36,83,0,0,0,6
2021-11-10,26,7,60,0,33,79,0,0,0,6
2021-11-11,26,9,58,0,30,78,0,0,0,6
2021-11-12,26,8,60,0,32,68,0,0,0,6
2021-11-13,14,9,33,0,20,48,0,0,0,5
2021-11-14,12,8,28,0,14,48,0,0,0,6
2021-11-15,30,9,65,0,34,78,0,0,0,5
2021-11-16,28,9,58,0,32,82,0,0,0,5
2021-11-17,24,9,54,0,33,78,0,0,0,5
2021-11-18,25,7,56,0,32,78,0,0,0,5
2021-11-19,27,8,65,0,32,66,0,0,0,6
2021-11-20,13,7,34,0,20,49,0,0,0,0
2021-11-21,9,7,29,0,14,36,0,0,0,0
2021-11-22,26,8,60,0,34,69,0,0,0,0
2021-11-23,26,6,61,0,31,75,0,0,0,6
2021-11-24,23,8,61,0,32,75,0,0,0,5
2021-11-25,34,9,73,0,40,75,0,0,0,4
2021-11-26,33,11,73,0,39,61,0,0,0,0
2021-11-27,15,7,40,0,25,50,0,0,0,0
2021-11-28,13,5,31,0,17,39,0,0,0,0
2021-11-29,34,10,72,0,41,89,0,0,0,4
2021-11-30,40,11,91,0,43,93,0,0,0,4
2021-12-01,34,9,85,1,41,82,0,0,0,5
2021-12-02,32,10,78,0,42,80,0,0,0,4
2021-12-03,31,8,71,0,39,67,0,0,0,0
2021-12-04,15,7,36,0,22,47,0,0,0,0
2021-12-05,13,7,40,0,16,44,0,0,0,4
2021-12-06,35,7,95,0,40,82,0,0,0,5
2021-12-07,30,8,84,0,35,75,0,0,0,5
2021-12-08,28,7,69,0,32,73,0,0,0,9
2021-12-09,37,8,100,0,32,64,0,0,0,6
2021-12-10,32,8,85,0,36,72,0,0,4,4
2021-12-11,14,8,44,0,19,44,0,0,0,4
2021-12-12,11,5,26,0,14,37,0,0,0,0
2021-12-13,31,8,73,0,35,69,0,0,0,5
2021-12-14,30,7,78,0,32,62,0,0,0,0
2021-12-15,39,11,90,0,41,69,0,0,0,4
2021-12-16,21,10,56,0,24,51,0,0,0,5
2021-12-17,33,11,76,0,37,59,0,0,0,5
2021-12-18,21,8,47,0,22,51,0,0,0,0
2021-12-19,16,5,34,0,17,44,0,0,0,0
2021-12-20,35,7,81,0,38,77,0,0,0,0
2021-12-21,31,8,75,0,36,73,0,0,0,8
2021-12-22,32,9,72,0,35,78,0,0,0,5
2021-12-23,30,8,70,0,32,69,0,0,0,0
2021-12-24,26,7,58,0,31,55,0,0,0,0
2021-12-25,10,7,29,0,15,36,0,0,0,0
2021-12-26,12,4,29,0,14,40,0,0,0,0
2021-12-27,15,9,38,0,21,64,0,0,0,7
2021-12-28,24,8,64,0,31,85,0,0,0,4
2021-12-29,26,8,60,0,31,87,0,0,0,0
2021-12-30,25,7,60,0,30,83,0,0,0,0
2021-12-31,27,9,59,0,31,70,0,0,5,0
2022-01-01,18,6,36,0,22,48,0,0,0,0
2022-01-02,13,6,34,0,19,59,0,0,0,7
2022-01-03,30,9,70,0,39,100,0,0,0,6
2022-01-04,32,8,69,0,38,88,0,0,0,5
2022-01-05,25,10,64,0,33,93,0,0,0,5
