date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2022-01-06,23,7,53,0,27,72,0,0,0,4
2022-01-07,23,7,52,0,26,81,0,0,0,7
2022-01-08,12,6,33,0,19,59,0,0,0,6
2022-01-09,9,5,22,0,15,43,0,0,0,0
2022-01-10,24,7,57,0,29,76,0,0,0,8
2022-01-11,24,7,54,0,29,76,0,0,0,6
2022-01-12,21,8,49,1,30,73,0,0,0,7
2022-01-13,20,8,48,0,33,76,0,0,0,5
2022-01-14,24,8,51,0,30,78,0,0,0,4
2022-01-15,13,8,32,0,19,55,0,0,0,0
2022-01-16,11,4,27,0,14,42,0,0,0,6
2022-01-17,23,7,56,0,31,75,0,0,0,6
2022-01-18,24,7,53,0,28,70,0,0,0,7
2022-01-19,22,7,52,0,27,68,0,0,0,6
2022-01-20,22,7,53,0,28,63,0,0,0,6
2022-01-21,21,7,53,0,26,62,0,0,0,4
2022-01-22,13,7,30,0,16,47,0,0,0,0
2022-01-23,9,6,24,0,13,51,0,0,0,4
2022-01-24,22,8,49,0,28,71,0,0,0,6
2022-01-25,25,9,58,1,32,80,0,0,0,6
2022-01-26,29,9,63,0,34,84,0,0,0,6
2022-01-27,26,7,67,0,33,88,0,0,0,5
2022-01-28,30,9,70,0,34,84,0,0,0,3
2022-01-29,16,8,39,0,22,60,0,0,0,4
2022-01-30,13,7,30,0,17,45,0,0,0,4
2022-01-31,37,11,74,0,37,88,0,0,0,5
2022-02-01,37,9,100,0,35,89,0,0,0,4
2022-02-02,29,8,67,0,33,100,0,0,0,5
2022-02-03,25,7,58,0,34,87,0,0,0,8
2022-02-04,25,7,59,0,50,73,0,0,0,8
2022-02-05,14,7,36,0,46,59,0,0,0,4
2022-02-06,11,7,25,0,44,52,0,0,0,0
2022-02-07,26,8,57,0,41,76,0,0,0,4
2022-02-08,21,7,51,0,31,77,0,0,0,5
2022-02-09,23,8,51,0,36,76,0,0,0,6
2022-02-10,21,7,53,0,34,75,0,0,0,0
2022-02-11,22,6,54,1,34,67,0,0,0,5
2022-02-12,13,6,30,0,62,52,0,0,0,5
2022-02-13,11,5,22,0,28,52,0,0,0,0
2022-02-14,23,6,46,0,34,77,0,0,0,4
2022-02-15,21,7,49,0,28,73,0,0,0,5
2022-02-16,20,8,47,0,29,77,0,0,0,5
2022-02-17,20,7,46,0,27,77,0,0,0,5
2022-02-18,21,8,50,0,27,67,0,0,0,5
2022-02-19,12,7,29,0,17,57,0,0,0,3
2022-02-20,10,5,24,0,14,44,0,0,0,4
2022-02-21,20,6,49,0,27,70,0,0,0,3
2022-02-22,20,7,47,0,26,68,0,0,0,4
2022-02-23,19,5,49,0,24,65,0,0,0,4
2022-02-24,23,7,49,0,27,60,0,0,0,8
2022-02-25,31,9,63,0,38,71,0,0,0,5
2022-02-26,15,8,40,0,23,56,0,0,0,4
2022-02-27,15,7,27,0,18,49,0,0,0,5
2022-02-28,37,10,78,0,41,88,0,0,0,4
2022-03-01,30,11,69,0,40,89,0,0,0,5
2022-03-02,24,9,61,0,34,91,0,0,0,6
2022-03-03,25,8,55,0,31,83,0,0,0,6
2022-03-04,24,9,56,0,29,76,0,0,0,6
2022-03-05,14,7,31,0,20,50,0,0,0,5
2022-03-06,11,6,24,0,16,49,0,0,0,8
2022-03-07,23,8,56,0,31,72,0,0,0,6
2022-03-08,21,7,49,0,40,72,0,0,0,7
2022-03-09,21,8,45,0,56,73,0,0,0,5
2022-03-10,20,7,52,0,37,72,0,0,0,5
2022-03-11,21,7,47,0,38,66,0,0,0,4
2022-03-12,11,7,31,0,26,50,0,0,0,4
2022-03-13,10,5,25,0,24,42,0,0,0,6
2022-03-14,21,6,48,0,31,62,0,0,0,4
2022-03-15,21,6,51,0,24,65,0,0,0,4
2022-03-16,22,6,44,0,26,63,0,0,0,3
2022-03-17,20,7,47,0,27,67,0,0,0,5
2022-03-18,24,7,49,0,29,59,0,0,0,5
2022-03-19,11,7,27,0,16,43,0,0,0,3
2022-03-20,8,5,19,0,14,40,0,0,0,4
2022-03-21,10,7,27,0,19,49,0,0,0,5
2022-03-22,23,8,54,0,29,79,0,0,0,5
2022-03-23,22,7,46,0,29,68,0,0,0,4
2022-03-24,21,7,51,0,28,71,0,0,0,4
