date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2022-03-25,33,9,85,0,37,75,0,0,0,3
2022-03-26,17,7,41,0,26,58,0,0,0,0
2022-03-27,12,7,28,0,17,60,0,0,0,5
2022-03-28,26,8,61,0,31,83,0,0,0,4
2022-03-29,23,8,57,0,31,77,0,0,0,5
2022-03-30,23,8,57,0,32,83,0,0,0,6
2022-03-31,37,8,67,1,37,94,0,0,0,6
2022-04-01,29,9,66,0,34,81,0,0,0,6
2022-04-02,17,7,39,0,19,58,0,0,0,3
2022-04-03,12,6,27,0,16,51,0,0,0,3
2022-04-04,24,9,62,0,36,85,3,0,0,4
2022-04-05,24,8,55,0,32,82,0,0,0,5
2022-04-06,22,7,52,0,26,72,0,0,0,4
2022-04-07,24,7,51,0,27,70,0,0,0,6
2022-04-08,22,7,51,0,36,66,0,0,0,3
2022-04-09,10,7,28,0,41,52,0,0,0,3
2022-04-10,10,5,22,0,26,44,0,0,0,3
2022-04-11,22,7,48,0,31,70,0,0,0,5
2022-04-12,22,8,46,0,27,69,0,0,0,4
2022-04-13,21,8,51,0,27,68,0,0,0,7
2022-04-14,23,8,52,0,28,61,0,0,0,4
2022-04-15,11,7,29,0,16,45,0,0,4,3
2022-04-16,11,7,27,0,16,45,0,0,0,3
2022-04-17,8,5,19,0,11,41,0,0,0,5
2022-04-18,12,6,27,0,14,47,0,0,0,4
2022-04-19,21,6,49,0,28,67,0,0,0,4
2022-04-20,21,7,49,0,27,71,0,0,0,0
2022-04-21,21,6,48,0,26,69,0,0,0,4
2022-04-22,24,7,52,0,29,67,0,0,0,3
2022-04-23,13,5,30,0,17,45,0,0,0,5
2022-04-24,9,6,24,0,12,35,0,0,0,4
2022-04-25,26,9,66,0,35,68,0,0,0,4
2022-04-26,26,10,62,0,35,72,0,0,0,4
2022-04-27,15,7,33,0,20,67,0,0,0,6
2022-04-28,26,8,57,0,36,73,0,0,0,6
2022-04-29,34,8,67,0,42,82,0,0,0,5
2022-04-30,19,8,42,0,52,64,0,0,0,3
2022-05-01,15,8,32,0,23,51,0,0,0,0
2022-05-02,17,9,38,0,23,67,0,0,0,4
2022-05-03,26,9,63,0,37,89,3,0,0,4
2022-05-04,26,9,58,0,33,78,0,0,0,3
2022-05-05,25,9,54,0,31,78,0,0,0,6
2022-05-06,28,8,59,0,33,71,0,0,0,4
2022-05-07,14,8,34,0,18,51,0,0,0,4
2022-05-08,11,5,33,0,14,44,0,0,0,3
2022-05-09,25,8,55,0,28,76,0,0,0,6
2022-05-10,24,6,50,1,27,81,0,0,0,6
2022-05-11,21,6,45,0,25,71,0,0,0,4
2022-05-12,21,6,45,0,27,69,0,0,0,6
2022-05-13,22,7,52,0,29,66,0,0,0,4
2022-05-14,12,5,32,0,19,48,0,0,0,5
2022-05-15,10,5,22,0,15,40,0,0,0,3
2022-05-16,23,7,54,0,30,76,0,0,0,6
2022-05-17,23,6,53,0,29,80,0,0,0,4
2022-05-18,20,6,45,0,25,66,0,0,0,4
2022-05-19,22,5,46,0,27,67,0,0,0,3
2022-05-20,22,7,47,0,30,65,0,0,0,5
2022-05-21,15,6,63,0,19,42,0,0,0,0
2022-05-22,9,5,26,0,13,41,0,0,0,0
2022-05-23,22,6,51,0,27,66,0,0,0,4
2022-05-24,24,5,51,0,28,70,0,0,0,5
2022-05-25,31,7,64,0,36,77,0,0,0,3
2022-05-26,28,9,60,0,33,74,0,0,0,4
2022-05-27,28,8,59,0,34,75,0,0,0,3
2022-05-28,15,8,35,0,63,50,0,0,0,4
2022-05-29,11,6,26,0,22,49,0,0,0,4
2022-05-30,28,8,64,0,38,85,0,0,0,3
2022-05-31,33,9,70,0,41,93,0,0,0,5
2022-06-01,28,10,65,0,36,90,0,0,0,0
2022-06-02,28,8,61,0,36,80,0,0,0,5
2022-06-03,26,7,60,0,32,82,0,0,0,4
2022-06-04,15,7,35,0,20,55,0,0,0,0
2022-06-05,10,7,25,0,15,48,0,0,0,0
2022-06-06,25,9,54,0,35,80,0,0,0,3
2022-06-07,26,7,53,0,29,76,0,0,0,4
2022-06-08,24,7,50,0,28,79,0,0,0,0
2022-06-09,20,6,43,0,26,69,0,0,0,3
2022-06-10,23,6,49,0,30,68,0,0,0,4
2022-06-11,12,7,29,0,21,53,0,0,0,0
2022-06-12,11,5,23,0,14,46,0,0,0,4
2022-06-13,23,6,51,0,37,66,0,0,0,5
2022-06-14,21,6,47,0,29,74,0,0,0,4
2022-06-15,27,6,54,0,27,67,0,0,0,0
2022-06-16,14,7,33,0,21,55,0,0,0,4
2022-06-17,21,8,48,0,28,67,0,0,0,0
2022-06-18,15,7,29,0,21,53,0,0,0,6
2022-06-19,12,5,22,0,16,40,0,0,0,0
2022-06-20,25,8,49,0,31,72,0,0,0,4
2022-06-21,24,7,49,0,28,71,0,0,0,4
2022-06-22,23,7,49,0,27,67,0,0,0,5
2022-06-23,23,7,45,0,27,63,0,0,0,0
2022-06-24,30,8,62,0,33,65,0,0,0,5
2022-06-25,21,8,43,0,27,54,0,0,0,0
2022-06-26,14,7,31,0,19,53,0,0,0,0
2022-06-27,31,8,65,0,36,86,0,0,0,4
2022-06-28,30,8,58,0,51,84,0,0,0,4
2022-06-29,29,9,63,0,39,83,0,0,0,0
2022-06-30,34,9,73,0,41,88,0,0,0,3
2022-07-01,37,10,70,0,37,79,0,0,0,0
2022-07-02,19,8,44,0,27,61,0,0,0,0
2022-07-03,15,8,29,0,17,50,0,0,0,0
2022-07-04,32,9,64,0,34,88,0,0,0,4
2022-07-05,27,9,54,0,33,79,0,0,0,0
2022-07-06,26,8,56,0,32,84,0,0,0,4
