date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2023-03-05,10,4,19,0,13,54,0,0,0,3
2023-03-06,20,6,41,0,32,83,0,0,0,3
2023-03-07,18,6,37,0,31,83,0,0,0,4
2023-03-08,18,5,33,0,36,87,0,0,0,3
2023-03-09,16,5,37,0,40,79,0,0,0,0
2023-03-10,17,5,38,0,35,68,0,0,0,0
2023-03-11,9,5,24,0,48,60,0,0,0,0
2023-03-12,9,4,18,0,63,50,0,0,0,3
2023-03-13,18,6,35,0,47,73,0,0,0,5
2023-03-14,16,5,34,0,31,77,0,0,0,0
2023-03-15,16,6,37,0,29,69,0,0,0,4
2023-03-16,17,5,32,0,26,70,0,0,0,3
2023-03-17,16,5,35,0,24,65,0,0,0,0
2023-03-18,10,5,22,0,16,55,0,0,0,0
2023-03-19,8,4,17,0,12,45,0,0,0,0
2023-03-20,14,6,30,0,21,73,0,0,0,5
2023-03-21,11,6,21,0,17,64,0,0,0,3
2023-03-22,18,6,40,0,25,76,0,0,0,4
2023-03-23,18,5,35,0,22,71,0,0,0,5
2023-03-24,22,8,43,0,30,61,0,0,0,4
2023-03-25,13,6,28,0,20,61,0,0,0,0
2023-03-26,12,5,19,0,15,50,0,0,0,0
2023-03-27,21,6,42,0,29,81,0,0,0,5
2023-03-28,20,6,39,0,27,87,0,0,0,6
2023-03-29,19,6,39,0,29,90,0,0,0,3
2023-03-30,22,7,42,0,31,94,0,0,0,0
2023-03-31,28,8,51,0,35,81,0,0,0,0
2023-04-01,15,8,29,0,21,69,0,0,0,4
2023-04-02,12,6,21,0,15,61,0,0,0,0
2023-04-03,21,7,44,0,30,97,0,0,0,4
2023-04-04,20,6,41,0,30,88,0,0,0,0
2023-04-05,18,6,39,0,26,91,0,0,0,4
2023-04-06,21,6,41,0,31,83,0,0,0,3
2023-04-07,10,6,21,0,18,52,0,0,0,0
2023-04-08,9,5,19,0,15,57,0,0,0,3
2023-04-09,7,4,14,0,12,48,0,0,0,0
2023-04-10,10,7,22,0,14,65,0,0,0,4
2023-04-11,17,6,37,0,29,90,0,0,0,3
2023-04-12,18,6,33,0,27,79,0,0,0,5
2023-04-13,15,6,33,0,25,76,0,0,0,0
2023-04-14,19,6,36,0,31,75,0,0,0,3
2023-04-15,12,5,25,0,84,64,0,0,0,0
2023-04-16,8,4,18,0,100,52,0,0,0,0
2023-04-17,19,6,35,0,42,81,0,0,0,4
2023-04-18,19,6,33,0,37,77,4,0,0,6
2023-04-19,16,5,31,0,26,66,0,0,0,5
2023-04-20,18,6,33,0,23,73,0,0,0,3
2023-04-21,18,5,34,0,24,64,0,0,0,0
2023-04-22,10,4,21,0,17,51,0,0,0,0
2023-04-23,9,4,16,0,13,46,0,0,0,3
2023-04-24,19,6,35,0,25,70,0,0,0,5
2023-04-25,24,9,45,0,30,79,0,0,0,3
2023-04-26,22,9,44,0,32,77,0,0,0,0
2023-04-27,13,8,26,0,19,60,0,0,0,0
2023-04-28,29,9,45,0,53,78,0,0,0,0
2023-04-29,17,9,31,0,24,67,0,0,0,5
2023-04-30,12,8,22,0,16,48,0,0,0,3
2023-05-01,15,9,28,0,21,67,0,0,0,3
2023-05-02,23,7,42,0,35,99,0,0,0,3
2023-05-03,18,5,39,0,30,85,0,0,0,3
2023-05-04,17,6,38,0,30,89,0,0,0,6
2023-05-05,18,6,38,0,30,78,0,0,0,0
2023-05-06,10,5,23,0,78,62,0,0,0,3
2023-05-07,8,5,17,0,42,51,0,0,0,4
2023-05-08,17,6,34,0,34,80,0,0,0,5
2023-05-09,16,7,35,0,24,74,0,0,0,6
2023-05-10,14,7,33,0,25,77,0,0,0,3
2023-05-11,14,6,33,0,23,75,0,0,0,3
2023-05-12,15,6,34,0,23,67,0,0,0,0
2023-05-13,10,5,20,0,16,55,0,0,0,0
2023-05-14,8,3,15,0,11,40,0,0,0,0
2023-05-15,16,5,35,0,23,68,0,0,0,3
2023-05-16,14,5,33,0,22,78,0,0,0,0
2023-05-17,13,5,32,0,23,74,0,0,0,3
2023-05-18,14,5,30,0,22,64,0,0,0,3
2023-05-19,15,5,34,0,22,59,0,0,0,4
2023-05-20,10,4,21,0,16,58,0,0,0,0
2023-05-21,9,4,17,0,13,44,0,0,0,0
2023-05-22,16,6,35,0,23,75,0,0,0,0
2023-05-23,19,5,39,0,25,77,0,0,0,3
2023-05-24,17,6,37,0,27,77,0,0,0,4
2023-05-25,18,6,41,0,29,70,0,0,0,3
2023-05-26,19,6,43,0,32,80,0,0,0,4
2023-05-27,12,6,24,0,69,57,0,0,0,0
2023-05-28,9,5,19,0,20,60,0,0,0,0
2023-05-29,20,8,41,0,29,89,0,0,0,0
2023-05-30,19,9,41,0,30,94,0,0,0,6
2023-05-31,22,7,46,0,31,93,0,0,0,3
2023-06-01,21,6,45,0,30,94,0,0,0,6
2023-06-02,19,7,44,0,30,87,0,0,0,3
2023-06-03,10,5,23,0,18,65,0,0,0,3
2023-06-04,9,5,17,0,14,53,0,0,0,0
2023-06-05,18,6,40,0,27,87,0,0,0,4
2023-06-06,19,6,34,0,26,80,0,0,0,3
2023-06-07,15,6,36,0,22,77,0,0,0,4
2023-06-08,14,6,32,0,23,78,0,0,0,0
2023-06-09,14,5,33,0,24,74,0,0,0,5
2023-06-10,9,5,21,0,15,60,0,0,0,6
2023-06-11,8,4,16,0,11,50,0,0,0,0
2023-06-12,14,6,33,0,22,75,0,0,0,5
2023-06-13,14,5,32,0,21,80,0,0,0,4
2023-06-14,14,6,31,0,22,73,0,0,0,5
2023-06-15,16,7,35,0,24,72,0,0,0,4
2023-06-16,10,7,22,0,16,56,0,0,0,7
2023-06-17,9,5,23,0,15,57,0,0,0,3
2023-06-18,7,4,16,0,11,46,0,0,0,0
2023-06-19,16,6,34,0,23,74,0,0,0,3
2023-06-20,15,5,33,0,23,70,0,0,0,4
2023-06-21,14,6,32,0,22,80,0,0,0,4
2023-06-22,15,6,34,0,23,76,0,0,0,4
2023-06-23,18,6,41,0,28,71,0,0,0,4
2023-06-24,12,6,27,0,19,55,0,0,0,0
2023-06-25,10,5,20,0,14,58,0,0,0,0
2023-06-26,18,7,40,0,28,84,0,0,0,4
2023-06-27,16,6,38,0,28,86,0,0,0,0
2023-06-28,17,6,38,0,29,87,0,0,0,3
2023-06-29,18,6,38,0,27,82,0,0,0,4
2023-06-30,22,8,47,0,33,81,0,0,0,0
2023-07-01,16,8,33,0,23,78,0,0,0,0
2023-07-02,11,5,22,0,16,60,0,0,0,4
2023-07-03,22,7,45,0,32,99,4,0,0,3
2023-07-04,17,7,40,0,30,89,0,0,0,4
2023-07-05,17,6,36,0,28,81,0,0,0,5
2023-07-06,17,6,36,0,27,75,0,0,0,5
2023-07-07,16,6,35,0,25,68,0,0,0,0
2023-07-08,11,5,22,0,17,58,0,0,0,4
