date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2025-03-01,13,6,26,0,21,61,0,4,0,0
2025-03-02,10,5,21,0,16,55,0,0,0,0
2025-03-03,20,7,40,0,30,86,0,0,0,4
2025-03-04,18,7,34,0,27,76,0,0,0,4
2025-03-05,16,5,31,0,25,70,0,0,0,4
2025-03-06,16,6,33,0,29,73,0,0,0,4
2025-03-07,14,6,31,0,31,68,0,0,0,0
2025-03-08,7,5,19,0,95,53,0,0,0,0
2025-03-09,6,3,14,0,53,44,0,0,0,0
2025-03-10,14,6,30,0,40,78,0,0,0,3
2025-03-11,15,5,28,0,35,59,3,0,0,5
2025-03-12,12,5,26,0,38,57,0,0,0,3
2025-03-13,15,6,27,0,35,62,0,0,3,3
2025-03-14,16,5,31,0,30,61,0,0,0,5
2025-03-15,8,6,19,0,22,56,0,0,0,0
2025-03-16,6,4,12,0,15,42,0,0,0,5
2025-03-17,14,4,32,0,29,70,0,0,0,5
2025-03-18,14,5,27,0,29,71,0,0,0,5
2025-03-19,13,4,28,0,29,71,0,0,0,0
2025-03-20,15,5,28,0,29,67,0,0,0,3
2025-03-21,8,6,18,0,17,52,0,0,0,0
2025-03-22,7,6,19,1,17,50,0,0,0,0
2025-03-23,5,3,14,0,13,45,0,0,0,0
2025-03-24,16,6,34,0,26,66,0,0,0,3
2025-03-25,18,6,35,0,28,68,0,0,0,4
2025-03-26,18,6,35,0,28,78,0,0,0,3
2025-03-27,17,6,34,0,28,66,0,0,0,4
2025-03-28,17,6,32,0,44,70,0,0,0,0
2025-03-29,9,6,24,0,25,57,0,0,0,0
2025-03-30,8,4,18,0,15,47,0,0,0,0
2025-03-31,22,8,41,0,43,93,0,0,0,4
2025-04-01,17,13,37,0,27,78,0,0,0,3
2025-04-02,19,8,36,0,27,80,0,0,0,3
2025-04-03,16,8,31,0,26,81,0,0,0,7
2025-04-04,19,12,34,0,25,73,0,0,0,6
2025-04-05,9,6,19,0,15,67,0,0,0,7
2025-04-06,6,5,14,0,13,54,0,0,0,0
2025-04-07,15,7,36,0,27,75,0,0,0,6
2025-04-08,14,5,30,0,24,79,0,0,0,7
2025-04-09,12,5,28,0,22,75,0,0,0,5
2025-04-10,13,5,29,0,25,76,0,0,0,6
2025-04-11,14,5,28,0,28,73,0,0,0,5
2025-04-12,7,5,17,0,30,55,0,0,0,4
2025-04-13,6,3,14,0,82,48,0,0,0,0
2025-04-14,14,5,30,0,36,69,0,0,0,3
2025-04-15,14,4,30,0,25,77,0,0,0,0
2025-04-16,15,6,29,0,23,67,0,0,0,6
2025-04-17,14,5,28,0,25,73,0,0,0,0
2025-04-18,6,6,16,0,14,54,0,0,0,5
2025-04-19,6,5,15,0,15,57,0,0,0,4
2025-04-20,5,5,11,0,11,46,0,0,0,0
2025-04-21,7,6,16,0,13,54,0,0,0,0
2025-04-22,13,5,29,0,22,69,0,0,0,6
2025-04-23,13,6,28,0,23,71,0,0,0,4
2025-04-24,14,8,32,0,23,71,0,0,0,0
2025-04-25,18,7,37,0,38,73,0,0,0,4
2025-04-26,9,6,21,0,19,61,0,0,0,0
2025-04-27,7,6,15,0,13,53,0,0,0,0
2025-04-28,10,6,21,0,16,67,0,0,0,5
2025-04-29,20,6,37,0,29,87,0,0,0,3
2025-04-30,20,7,40,0,34,95,0,0,0,3
2025-05-01,11,8,24,0,22,82,0,0,0,6
2025-05-02,15,6,32,0,28,94,0,0,0,4
2025-05-03,8,6,19,0,21,65,0,0,0,0
2025-05-04,6,5,15,0,14,59,0,0,0,4
2025-05-05,17,6,32,0,33,92,0,0,0,4
2025-05-06,16,5,34,0,28,78,0,0,0,0
2025-05-07,16,6,30,0,29,78,0,0,0,3
2025-05-08,14,5,29,0,28,81,0,0,0,0
2025-05-09,14,5,26,0,29,70,0,0,0,4
2025-05-10,7,5,17,0,100,59,0,0,0,0
2025-05-11,5,3,14,0,18,44,0,0,0,0
2025-05-12,14,5,29,0,27,73,0,0,0,0
2025-05-13,12,5,28,0,25,68,0,0,0,0
2025-05-14,13,5,29,0,22,75,0,0,0,4
2025-05-15,14,6,31,0,24,72,0,0,0,0
2025-05-16,13,6,31,0,23,69,0,0,0,0
2025-05-17,8,5,18,0,14,51,0,4,0,0
2025-05-18,5,4,13,0,10,43,0,0,0,0
2025-05-19,13,5,26,0,22,62,0,0,0,3
2025-05-20,13,6,28,0,21,68,0,0,0,3
2025-05-21,14,4,26,0,23,60,0,0,0,0
2025-05-22,14,5,27,0,22,73,0,0,0,5
2025-05-23,17,5,33,0,26,91,0,0,0,0
2025-05-24,8,6,19,0,17,52,0,0,4,0
2025-05-25,6,4,16,0,13,56,0,0,0,0
2025-05-26,16,6,34,0,27,75,0,0,0,4
2025-05-27,16,6,34,0,25,81,0,0,0,7
2025-05-28,15,7,30,0,24,79,0,0,0,6
2025-05-29,15,5,32,0,25,78,0,0,0,4
2025-05-30,19,7,41,0,29,83,0,0,0,4
2025-05-31,11,7,25,0,20,71,0,0,0,0
2025-06-01,10,4,19,0,14,55,0,0,0,0
2025-06-02,20,6,38,0,29,90,0,0,0,0
2025-06-03,18,6,37,0,26,82,0,0,0,3
2025-06-04,14,6,28,0,26,77,0,0,0,4
2025-06-05,16,5,29,0,25,71,0,0,0,5
2025-06-06,16,6,29,0,24,76,0,0,0,5
2025-06-07,8,6,18,0,14,53,0,0,0,0
2025-06-08,5,3,13,0,10,50,0,0,0,0
2025-06-09,15,4,29,0,25,80,0,0,0,0
2025-06-10,13,5,29,0,24,82,0,0,0,5
2025-06-11,15,5,26,0,24,68,0,0,0,5
2025-06-12,13,4,27,0,22,66,0,0,0,5
2025-06-13,15,5,29,0,24,70,0,0,0,5
2025-06-14,8,5,19,0,14,56,0,0,0,0
2025-06-15,5,5,13,0,10,46,0,0,0,0
2025-06-16,7,6,16,0,14,64,0,0,0,6
2025-06-17,16,5,29,0,21,83,0,0,0,5
2025-06-18,13,5,26,0,22,77,0,0,0,5
2025-06-19,12,5,29,0,19,72,0,0,0,6
2025-06-20,15,4,35,0,22,71,0,0,0,5
2025-06-21,7,4,18,0,11,55,0,0,0,5
2025-06-22,6,4,14,0,12,53,0,0,0,4
2025-06-23,14,5,29,0,23,67,0,0,0,0
2025-06-24,15,5,27,0,22,70,0,0,0,4
2025-06-25,17,5,35,0,26,83,0,0,0,5
2025-06-26,15,5,34,0,24,67,0,0,0,7
2025-06-27,18,6,38,0,27,82,0,0,0,7
2025-06-28,8,6,21,0,16,61,0,0,0,0
2025-06-29,7,5,17,0,16,58,0,0,0,0
2025-06-30,23,6,41,0,27,94,0,0,0,3
2025-07-01,19,6,36,0,28,93,0,0,0,6
2025-07-02,17,6,36,0,26,87,0,0,0,5
2025-07-03,14,6,29,0,23,81,0,0,0,5
2025-07-04,15,6,30,0,24,81,0,0,0,0
