date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2020-07-03,25,9,75,0,50,64,0,0,0,0
2020-07-04,19,9,46,0,33,55,0,0,0,5
2020-07-05,14,7,34,0,25,50,0,0,0,4
2020-07-06,33,9,75,0,53,76,0,0,0,7
2020-07-07,24,9,74,0,53,72,0,0,0,7
2020-07-08,23,9,61,0,45,70,0,0,0,9
2020-07-09,22,7,61,0,40,67,0,0,0,5
2020-07-10,21,8,58,0,42,58,0,0,0,0
2020-07-11,15,6,36,0,25,41,0,0,0,0
2020-07-12,11,5,25,0,21,38,0,0,0,5
2020-07-13,25,8,60,0,39,60,0,0,0,6
2020-07-14,25,7,62,0,42,65,0,0,0,0
2020-07-15,21,8,65,0,41,65,0,0,0,6
2020-07-16,20,7,62,0,46,68,0,0,0,7
2020-07-17,20,7,63,0,44,61,0,0,0,4
2020-07-18,13,7,39,0,28,47,0,0,0,0
2020-07-19,10,5,29,0,23,40,0,0,0,0
2020-07-20,18,7,66,0,46,69,0,0,0,5
2020-07-21,20,7,65,0,41,70,0,0,0,5
2020-07-22,18,7,64,0,42,68,0,0,0,6
2020-07-23,20,8,66,0,41,82,0,0,0,8
2020-07-24,27,7,97,0,56,76,0,0,0,5
2020-07-25,17,9,50,0,39,57,0,0,0,0
2020-07-26,14,7,38,0,24,49,0,0,0,0
2020-07-27,26,8,80,0,56,93,0,0,0,3
2020-07-28,23,9,88,0,54,90,0,0,0,0
2020-07-29,21,9,73,0,47,93,0,0,0,6
2020-07-30,24,8,77,0,53,100,5,0,0,6
2020-07-31,29,10,94,0,60,70,0,0,0,6
2020-08-01,18,12,56,0,40,54,0,0,0,0
2020-08-02,15,7,43,0,30,54,0,0,0,0
2020-08-03,27,9,88,0,55,76,0,0,0,7
2020-08-04,22,9,74,0,53,80,0,0,0,4
2020-08-05,21,10,64,0,45,69,0,0,0,5
2020-08-06,19,8,66,0,45,75,0,0,0,5
2020-08-07,20,8,71,0,46,61,0,0,0,5
2020-08-08,11,7,40,0,94,51,0,0,0,0
2020-08-09,9,6,28,0,35,43,0,0,0,10
2020-08-10,13,9,38,0,26,61,0,0,0,0
2020-08-11,19,8,69,0,44,72,0,0,0,6
2020-08-12,16,8,60,0,38,65,0,0,0,5
2020-08-13,18,7,63,0,38,77,0,0,0,5
2020-08-14,17,6,59,0,41,70,0,0,0,5
2020-08-15,11,7,36,0,27,52,0,0,0,0
2020-08-16,11,6,28,0,23,44,0,0,0,0
