date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2023-12-09,19,9,45,0,31,57,0,0,0,3
2023-12-10,17,9,36,0,25,45,0,0,0,0
2023-12-11,29,11,72,0,50,78,0,0,0,0
2023-12-12,31,9,67,0,49,78,0,0,0,3
2023-12-13,36,10,70,0,54,68,0,0,0,0
2023-12-14,38,15,89,0,62,63,0,0,0,0
2023-12-15,25,14,61,0,42,61,0,0,0,0
2023-12-16,20,13,47,0,34,50,0,0,0,0
2023-12-17,16,8,38,0,26,51,0,0,0,0
2023-12-18,41,13,91,0,61,86,0,0,0,0
2023-12-19,35,10,79,0,53,76,0,0,0,0
2023-12-20,36,11,77,0,55,83,0,0,0,3
2023-12-21,36,12,76,0,54,86,0,0,0,3
2023-12-22,41,14,80,0,55,80,0,0,0,4
2023-12-23,26,10,54,0,38,65,0,0,0,0
2023-12-24,18,12,36,0,29,42,0,0,0,0
2023-12-25,11,9,33,0,22,44,0,0,0,0
2023-12-26,16,11,36,0,25,59,0,0,0,0
2023-12-27,28,13,64,0,43,94,0,0,0,4
2023-12-28,27,12,65,0,49,100,0,0,0,5
2023-12-29,27,11,71,0,44,93,0,0,0,3
2023-12-30,20,10,50,0,35,68,0,0,0,0
2023-12-31,21,10,43,0,30,55,0,0,0,0
2024-01-01,19,8,40,0,26,58,0,0,0,0
2024-01-02,33,12,73,0,53,99,0,0,0,0
2024-01-03,31,10,80,0,48,90,0,0,0,4
2024-01-04,26,10,66,0,46,99,0,0,0,3
2024-01-05,29,11,73,0,50,92,0,0,0,4
2024-01-06,16,11,42,0,31,71,0,0,0,5
2024-01-07,14,8,34,0,23,64,0,0,0,0
2024-01-08,30,12,77,0,52,89,0,0,0,4
2024-01-09,26,12,71,0,46,88,0,0,0,4
