date,Online banking,Capitec Bank,Standard Bank,FNB (First National Bank),Nedbank,Loan,Investment app,trading platforms,mutual funds,stocks
2024-09-16,29,10,61,0,43,65,0,0,0,4
2024-09-17,22,10,52,0,35,68,0,0,0,3
2024-09-18,25,9,51,0,39,58,0,0,0,0
2024-09-19,22,8,53,0,39,68,0,0,0,0
2024-09-20,24,9,55,0,43,58,0,0,0,3
2024-09-21,13,7,31,0,23,46,0,0,0,0
2024-09-22,13,7,25,0,19,35,0,0,0,0
2024-09-23,28,11,59,0,55,62,0,0,0,4
2024-09-24,19,10,41,0,28,47,0,0,0,0
2024-09-25,31,10,74,0,51,73,0,0,0,0
2024-09-26,32,12,72,0,51,70,0,0,0,3
2024-09-27,35,12,74,0,50,73,0,0,0,0
2024-09-28,15,11,40,0,32,44,0,0,0,4
2024-09-29,14,8,33,0,25,43,0,0,0,0
2024-09-30,40,13,81,0,62,89,0,0,0,4
2024-10-01,34,13,76,0,62,84,0,0,0,3
2024-10-02,29,12,75,0,48,80,0,0,0,3
2024-10-03,29,12,66,0,46,71,0,0,0,0
2024-10-04,33,12,66,0,51,67,0,0,0,0
2024-10-05,13,9,36,0,31,57,0,0,0,0
2024-10-06,14,8,32,0,22,51,0,0,0,0
2024-10-07,28,11,67,0,45,79,0,0,3,0
2024-10-08,28,11,61,0,46,75,0,0,0,6
2024-10-09,24,10,61,0,40,74,0,0,0,4
2024-10-10,24,12,56,0,42,70,0,0,0,0
2024-10-11,25,8,55,0,38,61,0,0,0,4
2024-10-12,13,11,36,0,28,61,0,0,0,0
2024-10-13,11,7,29,0,23,54,0,0,0,4
2024-10-14,26,9,61,0,41,68,0,0,0,4
2024-10-15,27,10,60,0,40,70,0,0,0,3
2024-10-16,25,9,55,0,40,70,0,0,0,4
2024-10-17,26,9,53,0,38,66,0,3,0,4
2024-10-18,25,11,56,0,41,64,0,0,0,0
2024-10-19,15,9,32,0,24,45,0,0,0,4
2024-10-20,12,6,25,0,21,46,0,0,0,0
2024-10-21,28,8,57,0,41,69,0,0,0,4
2024-10-22,23,9,49,0,37,59,0,0,0,0
2024-10-23,25,12,53,0,39,66,0,0,0,4
2024-10-24,26,12,59,0,42,57,0,0,0,3
2024-10-25,39,14,80,0,50,65,0,0,0,4
2024-10-26,17,9,39,0,31,53,0,0,0,0
2024-10-27,12,8,29,0,20,40,0,0,0,0
2024-10-28,33,10,71,0,51,83,0,0,0,4
2024-10-29,30,9,62,0,47,89,0,0,0,0
2024-10-30,28,11,62,0,44,79,0,0,0,3
2024-10-31,36,18,72,0,51,94,0,0,0,5
2024-11-01,39,17,72,0,50,90,0,0,0,0
2024-11-02,19,11,39,0,33,61,0,0,0,0
2024-11-03,14,8,28,0,22,60,0,0,4,0
2024-11-04,33,10,66,0,48,85,0,0,0,0
2024-11-05,30,10,58,0,43,78,0,0,0,0
2024-11-06,27,9,56,0,40,79,0,0,0,4
2024-11-07,25,11,60,0,43,79,0,0,0,3
2024-11-08,28,10,56,0,45,75,0,0,0,0
2024-11-09,14,8,32,0,24,56,0,0,0,0
2024-11-10,9,6,26,0,18,53,0,0,0,0
2024-11-11,25,9,64,0,42,81,0,0,0,0
2024-11-12,28,9,54,0,41,80,0,0,0,4
2024-11-13,26,10,49,0,37,78,0,0,0,6
2024-11-14,25,10,52,0,38,74,0,0,0,0
2024-11-15,31,8,65,0,41,67,0,0,0,3
2024-11-16,16,9,34,0,23,59,0,0,0,0
2024-11-17,13,8,29,0,21,49,0,0,0,4
2024-11-18,30,9,56,0,44,73,0,0,0,3
2024-11-19,23,11,54,0,38,73,0,0,0,6
2024-11-20,27,9,54,0,43,78,0,0,0,5
2024-11-21,27,10,56,0,43,70,0,0,0,4
2024-11-22,29,10,56,0,44,64,0,0,0,4
2024-11-23,15,10,35,0,29,45,0,0,0,0
2024-11-24,16,8,26,0,22,46,0,0,0,4
2024-11-25,38,11,70,0,50,81,0,0,0,4
2024-11-26,35,12,69,0,50,74,0,3,0,0
2024-11-27,31,12,66,0,50,70,0,0,0,4
2024-11-28,35,11,71,0,54,74,0,0,0,0
2024-11-29,43,13,77,0,57,80,0,0,3,5
2024-11-30,24,13,53,0,35,67,0,0,0,0
2024-12-01,18,12,36,0,28,56,5,0,0,4
2024-12-02,43,13,100,0,54,98,0,0,0,5
2024-12-03,34,12,79,0,54,86,0,0,0,3
2024-12-04,30,12,68,0,52,83,0,0,0,0
2024-12-05,37,10,68,0,47,82,0,0,0,5
2024-12-06,33,11,59,0,45,72,0,0,0,4
2024-12-07,14,11,38,0,24,60,0,0,0,0
2024-12-08,14,8,30,0,26,49,0,0,0,0
2024-12-09,33,13,70,0,47,75,0,0,0,5
2024-12-10,31,16,56,0,44,72,0,0,0,0
2024-12-11,33,10,56,0,44,76,0,0,0,3
2024-12-12,30,9,59,0,45,77,0,0,0,0
2024-12-13,38,12,70,0,50,69,0,0,0,0
2024-12-14,19,11,40,0,31,53,0,0,0,0
2024-12-15,12,9,30,0,21,46,0,0,0,0
2024-12-16,18,13,40,0,28,52,0,0,0,0
2024-12-17,34,11,67,0,52,84,0,0,0,4
2024-12-18,32,10,61,0,46,80,0,0,0,5
2024-12-19,32,11,60,0,47,76,0,0,0,5
2024-12-20,41,12,69,0,51,87,0,0,0,0
2024-12-21,21,11,40,0,31,58,0,0,0,0
2024-12-22,15,8,27,0,24,58,0,0,0,0
2024-12-23,30,13,57,0,44,95,0,0,0,0
2024-12-24,25,10,53,0,39,76,0,0,0,0
2024-12-25,12,21,26,0,19,46,0,0,0,0
2024-12-26,16,18,29,0,24,63,0,0,0,0
2024-12-27,23,17,46,0,39,86,0,0,0,0
2024-12-28,16,11,37,0,28,76,0,0,0,0
2024-12-29,14,6,29,0,20,66,0,0,0,4
2024-12-30,29,11,59,0,41,100,0,0,0,4
2024-12-31,34,13,55,0,41,83,0,0,0,0
2025-01-01,18,8,36,0,23,65,0,0,0,0
2025-01-02,25,15,54,0,39,94,0,0,0,0
2025-01-03,30,19,53,0,41,93,0,0,0,6
2025-01-04,16,11,39,0,26,70,0,0,0,0
2025-01-05,13,8,28,0,20,50,0,0,0,0
2025-01-06,31,14,62,0,47,91,0,0,0,0
2025-01-07,30,14,56,0,44,94,0,0,0,4
2025-01-08,26,12,51,0,41,92,0,0,0,3
2025-01-09,27,11,54,0,44,93,0,6,0,6
2025-01-10,23,13,50,0,46,87,0,0,0,5
2025-01-11,12,9,30,0,26,64,0,0,0,5
