date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2021-08-09,26,23,16,20,18,35,0,53,39,20
2021-08-10,23,26,21,26,17,34,2,57,62,18
2021-08-11,25,24,22,25,20,38,2,49,79,20
2021-08-12,26,28,23,23,22,41,0,44,80,22
2021-08-13,25,27,24,23,22,39,0,46,71,19
2021-08-14,25,20,86,18,21,38,2,44,40,14
2021-08-15,24,22,100,19,19,37,0,44,36,16
2021-08-16,26,31,26,26,20,36,0,41,80,18
2021-08-17,27,27,21,24,20,37,2,40,85,20
2021-08-18,25,24,18,22,18,39,0,42,86,16
2021-08-19,26,26,19,24,18,37,0,43,76,19
2021-08-20,26,23,18,21,20,41,0,40,70,17
2021-08-21,31,23,16,21,20,39,0,40,40,17
2021-08-22,26,19,16,17,18,38,0,38,36,16
2021-08-23,24,29,22,25,20,39,0,42,89,19
2021-08-24,27,24,19,26,18,48,0,40,71,17
2021-08-25,26,27,17,25,18,44,0,41,84,17
2021-08-26,24,27,21,25,18,40,0,35,83,21
2021-08-27,24,27,21,24,19,41,2,40,66,20
2021-08-28,24,21,36,20,18,40,0,45,41,20
2021-08-29,25,21,33,19,18,35,0,37,42,15
2021-08-30,25,27,21,24,18,44,0,34,79,19
2021-08-31,23,26,21,23,18,43,0,40,88,20
2021-09-01,25,29,22,25,17,48,2,45,79,22
2021-09-02,24,24,19,23,17,56,2,40,74,19
2021-09-03,25,27,20,21,19,47,0,40,70,25
2021-09-04,30,23,17,20,20,44,0,43,42,17
2021-09-05,30,21,15,18,18,43,0,41,36,16
2021-09-06,26,26,19,24,20,44,0,33,82,18
2021-09-07,26,26,17,22,16,45,2,48,78,18
2021-09-08,26,26,20,22,20,42,0,38,82,18
2021-09-09,30,25,18,22,19,42,0,39,76,18
2021-09-10,27,26,17,24,21,54,0,44,82,19
2021-09-11,26,20,14,19,21,45,3,47,41,15
2021-09-12,29,20,16,18,18,43,0,51,37,13
2021-09-13,27,26,20,23,20,46,3,41,81,17
2021-09-14,43,25,18,21,18,44,0,35,80,17
2021-09-15,64,25,18,24,20,47,0,36,83,21
2021-09-16,43,25,18,24,18,44,0,40,76,19
2021-09-17,35,26,17,22,20,47,0,39,76,19
2021-09-18,38,22,15,20,20,44,0,44,40,17
2021-09-19,33,21,15,16,20,41,0,43,36,16
2021-09-20,29,26,20,23,17,44,0,46,81,17
2021-09-21,34,27,17,25,19,46,0,33,81,19
2021-09-22,30,25,15,25,20,45,2,33,86,15
2021-09-23,32,24,19,22,19,47,0,41,76,16
2021-09-24,32,21,17,22,18,44,0,44,47,17
2021-09-25,32,21,14,17,18,41,0,40,40,14
2021-09-26,31,21,14,18,18,50,0,38,35,16
2021-09-27,31,27,22,25,21,40,0,41,81,18
2021-09-28,29,24,30,23,20,46,0,42,88,18
2021-09-29,28,22,29,24,18,47,0,41,81,18
2021-09-30,29,26,22,26,18,49,2,42,88,20
2021-10-01,36,31,22,25,20,49,0,47,78,18
2021-10-02,35,26,17,22,20,50,3,49,37,18
2021-10-03,32,24,17,18,20,48,0,42,35,15
2021-10-04,37,46,29,37,20,49,0,52,83,33
2021-10-05,41,32,19,26,24,55,0,44,71,20
2021-10-06,36,28,19,27,21,50,0,46,79,21
2021-10-07,35,28,19,25,19,53,0,44,79,20
2021-10-08,39,28,20,26,21,47,0,47,73,18
2021-10-09,45,27,19,20,19,46,0,50,43,16
2021-10-10,38,24,18,19,20,49,3,46,38,19
2021-10-11,34,30,21,26,19,44,0,41,88,17
2021-10-12,35,28,22,25,19,51,0,41,98,20
2021-10-13,34,27,19,24,18,49,0,44,90,19
2021-10-14,32,26,21,22,18,50,0,45,100,17
2021-10-15,34,23,19,22,18,46,2,43,83,15
2021-10-16,35,21,17,19,19,51,0,46,40,17
2021-10-17,37,21,18,17,19,47,0,46,37,15
2021-10-18,34,29,21,26,20,49,0,45,97,20
2021-10-19,32,28,19,23,18,45,0,42,92,21
2021-10-20,33,24,18,23,16,44,0,40,80,15
2021-10-21,31,25,21,23,20,47,0,42,96,18
2021-10-22,31,23,19,22,18,47,0,44,75,18
2021-10-23,32,23,18,20,19,42,3,43,42,17
2021-10-24,33,19,15,17,17,43,0,41,37,14
2021-10-25,30,30,20,26,19,43,0,40,87,19
2021-10-26,29,27,19,25,19,45,0,42,87,18
2021-10-27,30,25,20,30,17,40,0,35,80,22
2021-10-28,28,30,19,26,20,48,0,41,91,19
2021-10-29,29,25,18,23,18,44,0,43,82,16
2021-10-30,32,22,54,21,18,42,3,42,43,15
2021-10-31,42,23,24,20,20,44,0,47,40,16
2021-11-01,37,26,21,23,19,41,0,39,50,18
2021-11-02,27,25,19,24,18,41,0,36,84,16
2021-11-03,28,31,21,23,16,44,0,33,82,18
2021-11-04,30,27,20,22,18,41,2,42,82,17
2021-11-05,26,30,20,23,19,41,0,37,80,14
2021-11-06,29,22,17,18,19,41,0,44,35,13
2021-11-07,32,22,17,18,17,39,0,44,34,13
2021-11-08,29,30,23,27,21,47,0,38,85,19
2021-11-09,28,30,21,26,18,42,0,42,84,19
2021-11-10,30,30,18,25,18,44,0,42,93,15
2021-11-11,27,27,17,23,19,43,0,41,78,14
2021-11-12,29,30,19,28,20,47,2,40,89,14
2021-11-13,28,24,17,19,20,43,0,46,45,15
2021-11-14,32,23,15,18,19,36,0,42,45,13
2021-11-15,28,32,20,22,19,41,0,43,83,18
2021-11-16,30,28,20,23,18,41,2,46,86,17
2021-11-17,28,27,18,24,19,43,0,49,84,15
2021-11-18,28,29,19,24,22,45,0,47,84,17
2021-11-19,29,29,19,23,21,46,0,52,80,16
2021-11-20,30,24,16,21,21,45,0,45,39,14
2021-11-21,32,23,17,17,18,40,0,42,37,14
2021-11-22,27,30,19,23,21,55,0,42,84,20
2021-11-23,25,26,18,24,20,55,3,42,83,18
2021-11-24,28,27,20,25,21,52,0,39,77,14
2021-11-25,29,30,20,25,22,54,2,41,74,22
2021-11-26,30,34,22,29,24,60,2,41,71,21
2021-11-27,30,25,18,21,24,52,2,44,42,18
2021-11-28,30,23,14,21,22,46,2,41,37,12
2021-11-29,28,31,22,28,22,55,0,41,84,22
2021-11-30,27,31,22,29,21,45,2,41,84,19
2021-12-01,29,32,22,26,19,46,2,39,78,25
2021-12-02,30,31,22,26,19,45,0,40,77,18
2021-12-03,26,24,20,21,19,46,0,43,70,15
2021-12-04,29,22,16,16,16,39,2,50,40,15
2021-12-05,32,22,17,20,21,48,0,47,36,16
2021-12-06,31,30,21,27,20,46,0,44,83,19
2021-12-07,31,30,21,25,19,46,0,43,74,16
2021-12-08,29,27,21,22,20,46,0,41,75,17
2021-12-09,28,27,22,22,21,52,0,39,78,12
2021-12-10,28,32,19,25,20,47,0,42,75,19
2021-12-11,30,22,16,19,22,43,0,44,36,14
2021-12-12,30,22,16,19,20,47,0,43,34,15
2021-12-13,31,30,21,25,22,49,0,43,76,18
2021-12-14,30,25,21,23,22,51,0,45,74,21
2021-12-15,31,25,19,23,21,48,0,43,71,15
2021-12-16,31,24,18,21,24,49,0,46,47,16
2021-12-17,29,28,20,23,21,48,0,40,59,19
2021-12-18,30,23,17,17,20,45,0,43,32,18
2021-12-19,30,24,16,18,19,51,0,42,32,16
2021-12-20,33,29,21,26,24,56,0,45,71,19
2021-12-21,30,28,20,24,21,50,0,43,59,20
2021-12-22,32,26,19,23,22,52,0,42,61,18
2021-12-23,31,26,22,24,20,50,3,43,48,17
2021-12-24,29,23,16,19,18,51,0,43,42,18
2021-12-25,37,23,14,16,23,45,0,49,30,9
2021-12-26,33,24,16,20,18,40,0,44,34,14
2021-12-27,35,24,20,22,18,44,0,43,39,16
2021-12-28,36,27,21,26,22,45,0,46,51,15
2021-12-29,33,29,21,25,23,49,0,45,51,17
2021-12-30,30,26,18,24,20,43,0,39,51,17
2021-12-31,31,24,16,20,18,45,0,44,38,15
2022-01-01,35,24,18,20,18,40,0,50,35,18
2022-01-02,38,28,20,22,21,44,0,52,42,14
2022-01-03,38,37,25,30,22,46,0,51,77,25
2022-01-04,38,36,27,29,23,46,0,48,90,26
2022-01-05,36,33,23,27,22,47,0,45,85,20
