date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2021-07-05,25,34,22,40,20,43,0,41,65,26
2021-07-06,27,28,19,28,22,44,0,38,60,18
2021-07-07,26,33,19,28,18,40,2,38,62,18
2021-07-08,26,30,18,27,20,39,0,41,63,20
2021-07-09,28,27,18,29,20,44,0,38,60,19
2021-07-10,30,26,17,24,26,48,3,43,34,20
2021-07-11,25,23,17,21,18,42,0,41,31,16
2021-07-12,25,25,17,22,18,35,0,34,56,18
2021-07-13,24,27,20,26,19,34,0,40,62,20
2021-07-14,26,25,18,24,16,37,0,32,60,24
2021-07-15,25,28,21,28,18,40,0,39,55,22
2021-07-16,26,27,20,27,19,43,0,40,56,16
2021-07-17,25,22,17,20,19,39,0,42,30,16
2021-07-18,28,22,15,21,17,42,0,40,36,19
2021-07-19,25,30,19,28,20,40,0,37,71,19
2021-07-20,29,32,22,28,20,42,0,44,68,22
2021-07-21,27,30,19,30,22,39,0,40,69,22
2021-07-22,28,28,19,27,20,40,0,40,58,20
2021-07-23,28,26,18,27,22,40,0,40,57,21
2021-07-24,29,26,17,24,20,45,0,42,36,20
2021-07-25,29,21,16,22,21,42,0,43,34,19
2021-07-26,26,29,21,29,19,41,0,39,63,22
2021-07-27,27,26,21,26,18,38,0,40,61,20
2021-07-28,27,29,20,31,22,37,2,39,66,23
2021-07-29,25,27,19,29,19,45,2,40,67,21
2021-07-30,25,26,16,25,19,42,0,40,60,20
2021-07-31,28,27,20,24,20,48,0,45,37,24
2021-08-01,27,23,21,22,22,37,0,39,31,18
2021-08-02,27,30,23,26,20,36,0,33,66,23
2021-08-03,24,30,21,28,21,60,0,39,62,22
2021-08-04,27,29,20,25,19,50,0,38,66,22
2021-08-05,24,27,20,26,20,42,2,39,67,17
2021-08-06,26,25,19,25,17,41,0,48,59,20
2021-08-07,25,25,20,20,21,42,0,55,30,16
2021-08-08,27,22,19,19,20,46,0,62,30,15
