date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2023-01-08,87,60,44,43,48,33,0,37,38,15
2023-01-09,92,70,56,56,45,36,1,37,87,18
2023-01-10,88,78,49,51,43,35,2,35,86,17
2023-01-11,75,70,47,49,44,30,1,32,87,17
2023-01-12,83,70,51,53,42,32,2,36,85,16
2023-01-13,90,74,47,47,44,35,2,40,74,16
2023-01-14,83,58,44,43,45,31,0,37,40,15
2023-01-15,83,53,40,43,43,34,2,37,40,13
2023-01-16,73,68,50,51,37,33,2,38,91,17
2023-01-17,83,66,46,51,35,34,2,38,89,16
2023-01-18,68,56,44,50,42,31,0,33,87,16
2023-01-19,73,55,41,46,36,31,2,33,82,17
2023-01-20,70,59,44,52,37,33,0,34,88,15
2023-01-21,85,54,39,41,43,31,0,38,45,13
2023-01-22,87,50,40,33,42,30,2,35,40,12
2023-01-23,78,65,45,48,38,32,0,26,100,18
2023-01-24,72,60,43,47,42,30,0,29,96,16
2023-01-25,81,63,47,49,42,34,2,30,93,17
2023-01-26,81,66,45,52,42,37,0,29,90,18
2023-01-27,83,64,43,49,39,38,2,30,81,15
2023-01-28,89,57,42,43,44,41,0,35,42,15
2023-01-29,80,53,37,39,40,42,0,34,42,11
2023-01-30,75,68,45,53,43,37,0,26,100,19
2023-01-31,71,71,44,51,44,35,0,25,97,17
2023-02-01,78,71,51,57,45,39,0,32,93,20
2023-02-02,74,75,50,54,52,38,2,31,92,14
2023-02-03,76,65,43,49,47,35,0,35,91,19
2023-02-04,82,59,37,50,46,38,0,33,44,15
2023-02-05,97,58,38,40,48,36,0,33,44,16
2023-02-06,82,70,47,51,47,39,0,30,90,16
2023-02-07,78,70,43,48,45,37,2,28,90,17
2023-02-08,78,64,42,48,42,39,2,29,92,18
2023-02-09,79,61,42,50,44,31,2,28,88,15
2023-02-10,81,62,44,46,43,39,2,32,83,14
2023-02-11,74,56,37,43,44,36,0,30,37,14
2023-02-12,80,54,41,35,48,32,2,32,37,12
2023-02-13,66,59,42,45,45,34,0,30,82,16
2023-02-14,68,64,42,48,40,33,2,29,80,17
2023-02-15,64,62,42,48,43,35,0,31,79,14
2023-02-16,66,59,43,47,42,33,3,34,73,13
2023-02-17,66,60,45,44,45,38,1,39,64,13
2023-02-18,82,56,36,42,46,33,0,36,39,10
2023-02-19,86,57,36,41,45,33,0,39,33,11
2023-02-20,68,63,44,53,44,33,0,33,76,15
2023-02-21,68,62,41,51,41,34,3,34,77,16
2023-02-22,73,57,45,44,44,33,2,39,77,14
2023-02-23,74,54,44,45,38,31,1,33,75,16
2023-02-24,65,64,42,50,39,36,0,37,66,13
2023-02-25,79,57,39,43,47,34,3,38,36,15
2023-02-26,90,57,35,39,45,33,2,36,34,11
2023-02-27,78,68,50,48,47,39,0,34,80,15
2023-02-28,75,76,46,52,44,36,1,38,75,18
2023-03-01,73,73,47,51,44,34,2,34,72,17
2023-03-02,73,64,46,46,41,27,1,33,71,16
2023-03-03,67,66,46,47,45,29,1,35,62,14
2023-03-04,76,58,42,43,42,33,2,43,35,13
2023-03-05,82,50,35,36,41,32,0,35,33,11
2023-03-06,66,60,42,46,43,34,0,34,74,17
2023-03-07,73,60,40,41,43,30,2,36,72,17
2023-03-08,72,59,42,39,38,30,2,36,74,16
2023-03-09,64,57,38,40,34,30,1,35,60,14
2023-03-10,70,60,41,43,38,33,0,41,58,14
2023-03-11,81,48,37,35,43,32,2,43,30,14
2023-03-12,71,48,33,30,39,28,0,39,32,10
2023-03-13,77,63,46,44,41,29,2,33,73,14
2023-03-14,76,60,41,44,40,34,2,36,72,13
2023-03-15,73,56,44,39,40,31,2,36,69,14
2023-03-16,75,54,43,41,41,31,0,36,73,12
2023-03-17,75,58,36,43,40,28,2,37,59,13
2023-03-18,89,52,38,38,46,33,2,43,34,12
2023-03-19,98,46,34,33,44,32,0,49,32,11
2023-03-20,85,56,42,43,43,32,2,39,47,14
2023-03-21,89,56,40,40,41,35,0,40,43,13
2023-03-22,76,63,44,50,44,34,1,36,75,16
2023-03-23,80,54,41,44,44,34,0,37,71,15
2023-03-24,80,57,38,44,45,34,2,35,56,15
2023-03-25,92,59,41,44,49,39,0,45,34,14
2023-03-26,92,56,39,41,45,34,2,45,32,11
2023-03-27,83,66,48,51,42,34,0,38,72,16
2023-03-28,83,62,44,51,41,34,2,40,70,17
2023-03-29,81,61,46,48,42,34,2,43,74,16
2023-03-30,82,62,47,48,45,36,0,38,64,17
2023-03-31,84,66,42,48,42,32,2,41,60,17
2023-04-01,88,62,41,46,44,34,3,38,35,17
2023-04-02,77,58,39,40,40,31,2,38,30,11
2023-04-03,83,66,41,48,45,32,2,35,68,17
2023-04-04,81,62,47,49,44,34,2,39,60,17
2023-04-05,85,64,42,47,40,36,2,39,60,14
2023-04-06,85,66,48,44,51,32,0,41,57,15
2023-04-07,93,55,40,36,48,34,0,42,32,11
2023-04-08,85,50,37,36,44,28,2,40,29,13
2023-04-09,88,48,35,31,41,29,0,37,29,12
2023-04-10,93,51,39,42,48,32,2,42,41,13
2023-04-11,77,67,46,52,41,35,2,35,74,17
2023-04-12,79,66,45,43,41,33,2,32,73,15
2023-04-13,78,58,44,46,43,32,2,33,62,15
2023-04-14,77,61,46,43,43,34,0,32,66,17
2023-04-15,80,55,40,42,44,34,2,35,32,13
2023-04-16,91,50,38,38,43,30,2,37,35,10
2023-04-17,80,63,42,45,40,30,0,40,73,15
2023-04-18,75,60,44,43,39,30,2,35,72,14
2023-04-19,73,59,41,42,37,32,0,35,73,15
2023-04-20,71,54,38,42,35,31,2,34,68,13
2023-04-21,72,59,41,46,42,32,0,32,68,16
2023-04-22,83,52,36,40,41,31,2,36,34,12
