date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2023-04-23,88,49,34,36,41,31,0,36,36,12
2023-04-24,80,57,41,46,40,30,2,35,73,16
2023-04-25,80,62,45,46,40,32,2,36,70,15
2023-04-26,76,54,44,46,37,36,1,38,61,15
2023-04-27,86,54,43,43,43,34,2,40,38,13
2023-04-28,81,59,43,46,50,32,3,42,51,17
2023-04-29,87,55,38,41,47,32,2,43,32,12
2023-04-30,91,51,39,34,45,28,2,41,30,11
2023-05-01,86,53,46,41,47,34,0,44,42,15
2023-05-02,79,63,46,46,42,33,0,32,69,17
2023-05-03,72,59,41,42,39,29,1,34,70,16
2023-05-04,71,61,41,49,40,34,0,33,63,15
2023-05-05,70,60,44,46,40,32,0,37,62,16
2023-05-06,72,55,37,41,43,32,2,37,34,12
2023-05-07,75,52,33,33,39,29,0,35,35,12
2023-05-08,72,58,43,45,36,32,2,35,73,17
2023-05-09,66,71,46,41,37,33,0,36,73,13
2023-05-10,73,60,42,44,41,32,2,36,74,14
2023-05-11,75,58,42,43,38,33,0,34,70,12
2023-05-12,66,59,41,45,42,34,2,35,65,13
2023-05-13,86,48,34,37,46,34,3,42,36,10
2023-05-14,86,50,35,33,43,32,0,36,29,11
2023-05-15,73,61,47,44,41,30,1,33,72,12
2023-05-16,76,58,46,49,39,32,3,34,69,14
2023-05-17,65,54,40,49,39,28,1,34,69,13
2023-05-18,72,50,42,40,39,32,2,31,70,14
2023-05-19,71,56,41,43,40,34,0,36,68,13
2023-05-20,77,52,37,38,43,33,0,41,34,11
2023-05-21,72,53,38,32,41,36,2,37,34,11
2023-05-22,66,61,47,42,40,31,2,33,73,13
2023-05-23,73,63,42,37,45,31,2,33,65,13
2023-05-24,75,60,40,46,42,30,1,37,75,13
2023-05-25,73,75,42,44,39,36,0,34,69,13
2023-05-26,69,65,43,50,43,35,1,35,65,13
2023-05-27,78,52,42,35,46,35,0,40,31,12
2023-05-28,75,51,37,36,43,31,0,36,34,11
2023-05-29,77,61,45,49,44,32,0,31,73,14
2023-05-30,75,63,44,46,39,34,1,30,75,11
2023-05-31,72,64,45,48,41,32,2,32,78,14
2023-06-01,69,66,48,43,39,35,0,32,65,15
2023-06-02,70,64,47,45,44,36,0,40,62,15
2023-06-03,76,55,39,34,42,34,0,41,33,11
2023-06-04,90,51,38,29,42,35,0,40,33,10
2023-06-05,79,60,44,46,43,35,3,33,77,15
2023-06-06,81,58,43,45,39,28,2,36,70,15
2023-06-07,75,61,41,40,38,34,2,37,68,12
2023-06-08,77,59,41,41,40,32,1,37,71,13
2023-06-09,70,62,45,41,43,33,0,40,64,13
2023-06-10,89,48,35,36,43,35,2,45,34,10
2023-06-11,78,48,38,34,40,30,0,35,31,11
2023-06-12,75,60,43,45,40,31,1,36,70,14
2023-06-13,82,59,43,43,41,29,0,34,58,13
2023-06-14,79,55,44,44,43,31,0,37,70,16
2023-06-15,79,56,44,43,45,31,1,42,61,15
2023-06-16,80,58,37,40,46,32,0,46,36,12
2023-06-17,92,52,43,42,47,37,2,41,32,13
2023-06-18,97,51,38,34,42,29,0,37,31,12
2023-06-19,78,59,48,47,42,32,1,36,73,16
2023-06-20,79,58,44,43,43,34,2,36,72,15
2023-06-21,83,67,46,46,45,32,0,36,71,16
2023-06-22,83,60,47,46,41,34,2,39,66,17
2023-06-23,82,60,44,46,45,33,1,41,62,16
2023-06-24,96,57,42,41,43,35,0,41,37,16
2023-06-25,94,61,42,43,49,34,2,45,34,14
2023-06-26,83,68,51,47,44,34,0,41,64,19
2023-06-27,83,68,46,45,44,34,2,41,58,15
2023-06-28,79,64,49,45,43,31,2,38,64,17
2023-06-29,85,70,47,47,46,32,2,37,64,15
2023-06-30,95,79,49,46,45,32,0,41,59,15
2023-07-01,93,67,46,42,43,36,2,48,40,15
2023-07-02,96,66,45,43,49,36,0,42,34,14
2023-07-03,89,83,57,52,47,37,2,42,67,17
2023-07-04,98,83,52,52,50,35,2,40,62,16
2023-07-05,100,68,49,50,46,33,1,39,71,18
2023-07-06,93,68,47,48,45,37,0,41,61,16
2023-07-07,86,62,46,45,45,32,2,41,61,16
2023-07-08,92,56,42,37,47,33,2,42,32,14
