date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2019-07-01,27,48,28,55,26,61,0,42,54,30
2019-07-02,25,43,25,54,21,56,0,41,53,26
2019-07-03,28,42,26,50,24,59,0,48,58,29
2019-07-04,27,37,23,50,22,54,0,43,64,26
2019-07-05,23,40,24,46,24,58,0,37,49,28
2019-07-06,30,38,20,38,26,59,0,46,32,18
2019-07-07,28,38,18,35,21,53,0,44,32,19
2019-07-08,23,45,24,49,26,53,0,39,55,28
2019-07-09,22,38,22,39,25,53,0,36,59,26
2019-07-10,23,38,21,41,22,54,2,38,56,20
2019-07-11,25,42,23,43,25,52,2,39,57,28
2019-07-12,24,37,24,47,23,57,0,42,51,29
2019-07-13,27,36,22,41,26,56,4,43,38,25
2019-07-14,24,30,17,42,26,50,3,45,34,23
2019-07-15,21,38,24,53,24,51,3,36,59,26
2019-07-16,23,39,23,46,20,53,0,40,58,22
2019-07-17,22,37,23,45,21,51,3,63,55,21
2019-07-18,23,37,23,43,23,53,0,69,57,21
2019-07-19,24,41,20,40,24,58,0,61,53,21
2019-07-20,26,32,19,36,27,57,3,57,32,20
2019-07-21,29,30,20,37,26,56,0,48,35,19
2019-07-22,23,37,23,48,23,60,0,44,68,26
2019-07-23,23,37,23,47,23,50,0,37,62,22
2019-07-24,23,36,23,43,21,55,2,37,60,29
2019-07-25,21,39,22,45,22,56,3,39,63,22
2019-07-26,23,33,22,42,21,58,3,45,56,27
2019-07-27,24,31,22,35,22,53,0,42,33,20
2019-07-28,28,30,20,34,25,54,0,41,37,24
2019-07-29,21,40,24,48,20,52,0,40,59,25
2019-07-30,24,39,25,47,22,57,3,39,56,23
2019-07-31,25,38,25,45,22,56,0,38,64,23
2019-08-01,24,42,29,52,23,61,2,40,53,27
2019-08-02,24,38,25,45,19,53,0,39,56,23
2019-08-03,22,32,20,38,23,57,0,49,28,24
2019-08-04,25,29,19,34,23,52,0,45,28,17
2019-08-05,24,39,24,45,22,54,0,39,56,26
2019-08-06,22,36,24,38,22,55,0,42,58,23
2019-08-07,21,40,24,38,26,59,0,40,57,20
2019-08-08,21,41,26,39,31,58,0,43,54,24
2019-08-09,26,35,21,33,27,56,0,49,33,25
2019-08-10,22,29,19,31,24,52,0,42,31,21
2019-08-11,26,30,19,35,24,51,0,50,28,15
2019-08-12,24,42,27,47,24,57,0,40,66,22
2019-08-13,21,42,24,40,26,54,3,37,63,22
2019-08-14,21,40,23,44,22,56,0,35,61,25
2019-08-15,23,38,27,43,24,52,0,33,71,22
2019-08-16,23,40,26,41,25,57,0,42,61,21
2019-08-17,25,34,100,32,22,59,0,40,33,21
2019-08-18,25,27,53,35,22,55,0,43,35,17
2019-08-19,20,40,27,44,24,60,0,37,83,22
2019-08-20,22,41,23,44,23,54,0,34,74,21
2019-08-21,23,38,23,46,23,49,0,32,67,21
2019-08-22,22,40,21,44,23,52,2,34,68,23
2019-08-23,22,37,23,44,28,55,3,39,66,24
2019-08-24,25,33,19,32,25,52,0,46,35,23
2019-08-25,27,32,20,34,20,51,0,44,39,20
2019-08-26,23,40,22,46,23,51,0,36,66,24
2019-08-27,21,40,22,45,21,52,0,33,61,23
2019-08-28,23,36,22,52,21,47,0,35,62,21
2019-08-29,21,40,24,47,22,56,3,41,70,21
2019-08-30,20,39,21,42,21,54,3,38,64,25
2019-08-31,24,35,35,33,24,49,0,41,37,21
2019-09-01,24,37,50,38,23,51,0,45,39,18
2019-09-02,22,45,30,46,22,46,0,37,72,22
2019-09-03,20,42,23,39,20,54,0,39,67,24
2019-09-04,21,37,23,40,22,51,3,42,66,23
2019-09-05,21,37,22,38,20,51,0,38,61,21
2019-09-06,21,36,23,38,23,53,2,41,58,19
2019-09-07,27,33,20,36,22,54,0,48,35,15
2019-09-08,30,29,21,34,22,52,0,47,43,17
2019-09-09,27,41,25,40,22,49,3,35,98,26
2019-09-10,68,40,26,38,22,50,0,39,95,23
2019-09-11,91,39,25,42,23,57,0,42,100,23
2019-09-12,59,40,25,39,25,59,3,40,94,27
2019-09-13,44,35,25,38,23,53,3,42,76,22
2019-09-14,44,29,19,31,21,45,0,42,38,15
2019-09-15,41,29,20,34,25,55,0,44,38,17
2019-09-16,31,39,24,41,23,53,0,41,71,22
2019-09-17,31,34,40,44,22,48,2,39,77,21
2019-09-18,30,40,49,41,21,47,0,40,62,19
2019-09-19,29,38,30,44,23,58,3,43,71,25
2019-09-20,41,41,21,47,23,55,0,48,64,23
2019-09-21,40,27,17,34,19,50,0,44,31,16
2019-09-22,41,28,19,35,22,54,4,43,33,19
2019-09-23,41,39,25,49,23,58,3,47,65,29
2019-09-24,42,34,23,36,21,48,4,42,42,20
2019-09-25,35,40,25,47,23,57,0,36,72,27
2019-09-26,37,45,25,43,24,55,2,39,63,27
2019-09-27,46,39,23,43,26,50,0,42,64,21
2019-09-28,45,32,20,35,23,49,4,47,36,20
2019-09-29,44,32,17,38,18,53,4,45,36,18
2019-09-30,39,41,26,49,23,53,0,40,66,25
2019-10-01,35,43,30,52,22,51,2,45,63,26
2019-10-02,34,39,26,46,21,49,0,40,64,24
2019-10-03,32,33,26,43,23,52,0,40,62,25
2019-10-04,32,35,25,37,23,45,0,36,63,22
2019-10-05,35,30,62,34,21,48,4,45,35,16
2019-10-06,38,32,28,35,21,48,0,38,37,17
2019-10-07,34,46,26,45,22,53,0,35,69,22
2019-10-08,33,35,25,40,21,50,0,40,70,23
2019-10-09,29,38,25,41,21,44,0,37,70,22
2019-10-10,32,35,22,40,23,47,0,37,68,23
2019-10-11,32,33,21,41,22,52,0,45,60,24
2019-10-12,37,30,20,31,21,49,3,49,41,17
2019-10-13,40,28,19,32,22,43,0,41,33,17
2019-10-14,32,38,22,41,22,50,0,31,66,22
2019-10-15,32,36,23,43,20,53,3,41,71,18
2019-10-16,32,36,26,39,21,54,0,38,69,21
2019-10-17,31,37,24,40,23,54,0,36,67,29
2019-10-18,31,37,22,44,22,48,0,44,65,24
2019-10-19,32,30,21,56,21,48,3,44,48,20
2019-10-20,31,26,17,45,23,45,3,41,42,13
2019-10-21,26,38,20,40,22,49,3,37,71,21
2019-10-22,30,37,22,42,22,45,2,39,62,19
2019-10-23,28,38,22,41,22,56,4,40,65,21
2019-10-24,28,38,20,41,20,52,0,36,64,20
2019-10-25,28,38,22,34,20,55,0,44,56,21
2019-10-26,30,33,20,30,22,59,0,45,36,17
2019-10-27,29,28,17,35,18,49,0,39,31,18
2019-10-28,30,40,23,46,22,51,0,35,77,23
2019-10-29,27,39,21,42,21,53,0,35,78,21
