date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2019-10-30,28,38,19,43,22,57,0,36,77,22
2019-10-31,28,37,24,40,20,50,0,34,80,21
2019-11-01,27,44,26,45,20,53,0,34,63,28
2019-11-02,27,25,16,67,17,43,3,41,33,13
2019-11-03,31,33,21,63,20,60,0,41,39,15
2019-11-04,28,42,25,47,23,56,2,39,71,24
2019-11-05,25,39,24,38,22,59,2,40,74,21
2019-11-06,29,37,23,48,22,52,2,43,67,22
2019-11-07,28,42,21,36,21,55,0,38,65,21
2019-11-08,28,40,20,40,22,53,2,44,61,24
2019-11-09,31,33,20,33,21,49,0,43,30,18
2019-11-10,32,34,16,33,23,55,2,40,30,18
2019-11-11,29,42,24,40,22,58,0,35,58,24
2019-11-12,28,41,25,43,24,54,0,35,61,24
2019-11-13,36,36,23,43,21,57,0,46,59,22
2019-11-14,30,38,22,38,22,57,3,42,58,21
2019-11-15,31,40,22,41,24,59,2,40,54,22
2019-11-16,36,38,21,35,24,65,0,50,34,19
2019-11-17,34,30,18,33,22,51,0,39,31,20
2019-11-18,28,39,26,43,27,54,3,42,64,25
2019-11-19,31,39,24,45,22,55,2,43,53,23
2019-11-20,32,42,25,42,25,60,2,46,59,22
2019-11-21,27,40,23,42,23,58,0,43,67,25
2019-11-22,30,39,22,41,23,51,0,48,60,22
2019-11-23,28,31,21,46,23,52,0,47,34,16
2019-11-24,34,33,20,55,23,54,0,48,31,17
2019-11-25,32,45,26,45,24,54,0,42,59,22
2019-11-26,27,39,26,46,26,50,0,43,60,18
2019-11-27,29,46,26,40,27,60,3,42,60,24
2019-11-28,29,51,29,44,32,60,3,47,59,25
2019-11-29,35,64,43,64,37,70,0,41,54,34
2019-11-30,35,42,25,41,28,62,0,46,40,18
2019-12-01,32,45,30,42,28,65,4,55,30,21
2019-12-02,32,57,37,62,28,66,0,44,59,28
2019-12-03,33,51,29,46,25,62,3,42,61,26
2019-12-04,29,47,27,47,27,59,3,40,61,21
2019-12-05,32,46,29,45,28,60,0,43,55,23
2019-12-06,29,45,24,39,27,54,0,45,54,22
2019-12-07,29,35,20,31,21,53,0,38,28,21
2019-12-08,34,35,23,31,23,56,5,41,25,17
2019-12-09,30,53,25,43,24,58,4,36,51,22
2019-12-10,32,56,29,42,23,52,0,37,55,26
2019-12-11,33,46,26,49,26,68,3,40,56,25
2019-12-12,33,44,24,41,27,70,0,39,53,23
2019-12-13,30,42,22,42,26,66,0,39,43,19
2019-12-14,33,37,21,59,23,62,0,49,25,17
2019-12-15,28,36,19,37,25,57,0,47,25,15
2019-12-16,31,42,19,37,24,59,0,41,36,24
2019-12-17,30,42,26,45,24,70,0,38,46,23
2019-12-18,32,41,27,46,27,70,3,41,46,27
2019-12-19,32,42,26,42,27,67,0,46,47,22
2019-12-20,28,41,23,43,26,62,0,43,46,22
2019-12-21,30,31,18,29,26,60,3,45,32,18
2019-12-22,31,31,18,30,19,57,0,45,27,19
2019-12-23,36,42,25,44,26,67,0,48,39,21
2019-12-24,33,34,22,36,23,61,5,51,39,20
2019-12-25,34,31,19,30,25,59,5,47,34,18
2019-12-26,30,33,19,34,25,54,3,44,27,20
2019-12-27,33,41,25,38,25,58,4,38,38,18
2019-12-28,35,35,25,37,22,60,0,53,27,19
2019-12-29,33,35,20,38,22,50,0,45,29,23
2019-12-30,34,42,25,42,24,60,0,41,37,23
2019-12-31,33,38,22,31,25,56,0,43,30,17
2020-01-01,36,40,22,36,22,46,0,39,31,19
