date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2022-12-22,40,32,24,23,24,38,0,46,61,15
2022-12-23,41,31,24,25,26,38,3,41,53,19
2022-12-24,38,27,20,22,25,38,0,42,36,14
2022-12-25,44,24,17,18,25,30,2,45,25,10
2022-12-26,37,27,22,20,23,41,0,44,29,19
2022-12-27,42,28,21,24,22,39,0,44,35,18
2022-12-28,41,32,24,24,24,37,2,45,50,16
2022-12-29,39,34,25,25,22,36,2,42,45,21
2022-12-30,37,33,24,24,20,35,0,43,44,18
2022-12-31,32,26,20,20,20,31,0,39,32,14
2023-01-01,42,25,18,18,21,29,2,38,31,15
2023-01-02,50,33,24,24,24,41,4,47,41,16
2023-01-03,45,35,26,26,24,38,2,40,60,21
2023-01-04,46,38,26,25,24,37,0,39,64,18
2023-01-05,45,38,24,28,21,37,0,40,66,18
2023-01-06,44,33,21,25,22,35,0,38,59,19
2023-01-07,44,31,20,19,22,36,2,44,44,15
