date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2023-09-21,36,21,17,15,14,36,0,47,75,16
2023-09-22,49,25,22,19,18,34,0,53,70,19
2023-09-23,43,19,43,15,16,38,2,53,29,14
2023-09-24,45,18,57,13,16,36,2,57,32,13
2023-09-25,45,21,26,16,19,42,0,51,46,16
2023-09-26,42,26,25,19,17,42,3,48,84,23
2023-09-27,37,24,20,17,17,39,2,45,81,20
2023-09-28,41,26,24,19,18,39,0,52,83,22
2023-09-29,40,26,21,17,19,40,2,52,82,17
2023-09-30,40,22,19,15,17,41,0,55,44,21
2023-10-01,40,22,17,14,17,38,0,53,39,19
2023-10-02,40,28,23,19,19,40,2,49,74,22
2023-10-03,38,25,23,17,17,41,2,53,74,21
2023-10-04,39,25,23,18,18,41,0,46,78,19
2023-10-05,38,25,22,16,18,36,0,51,74,20
2023-10-06,37,25,25,16,17,42,2,50,67,19
2023-10-07,34,19,100,18,16,35,2,47,32,14
2023-10-08,40,20,25,13,19,36,0,45,36,15
2023-10-09,39,26,24,17,18,37,2,47,81,20
2023-10-10,36,24,21,17,18,40,2,46,85,20
2023-10-11,36,23,18,19,17,38,3,46,87,21
2023-10-12,34,24,19,18,16,37,0,41,78,16
2023-10-13,34,24,18,17,16,39,3,44,76,21
2023-10-14,38,20,15,15,17,43,0,49,34,17
2023-10-15,37,18,13,13,18,34,0,47,35,15
2023-10-16,32,24,17,14,18,37,0,42,79,20
2023-10-17,32,22,21,17,15,32,2,47,77,18
2023-10-18,36,23,20,17,18,40,0,46,74,19
2023-10-19,34,23,19,16,19,39,0,42,81,18
2023-10-20,31,21,18,16,16,34,0,46,66,18
2023-10-21,31,17,14,14,15,33,2,47,26,13
2023-10-22,38,19,14,14,18,38,4,43,39,13
2023-10-23,34,22,16,15,16,39,0,43,80,18
2023-10-24,30,21,17,16,14,31,2,46,78,16
2023-10-25,31,22,18,17,17,37,4,43,77,19
2023-10-26,28,22,18,16,15,36,3,48,78,18
2023-10-27,28,19,17,15,15,36,0,44,63,17
2023-10-28,27,16,13,12,15,26,3,45,32,11
2023-10-29,29,18,14,13,15,34,0,44,31,16
2023-10-30,29,25,18,15,17,35,0,38,79,21
2023-10-31,32,25,18,17,16,37,0,41,74,21
2023-11-01,29,25,20,17,15,37,0,45,76,20
2023-11-02,33,23,21,15,17,37,3,42,72,21
2023-11-03,29,22,20,18,17,36,4,47,69,19
2023-11-04,35,20,17,15,17,39,2,52,38,17
2023-11-05,35,17,15,12,17,35,0,45,33,14
2023-11-06,32,25,18,17,17,38,0,42,77,20
2023-11-07,32,24,18,15,15,37,0,39,73,19
2023-11-08,31,26,19,13,17,34,0,47,70,17
2023-11-09,34,26,19,15,18,37,2,46,75,18
2023-11-10,35,26,20,14,19,35,0,49,66,17
2023-11-11,35,23,15,14,16,33,0,45,36,17
2023-11-12,32,20,16,13,17,31,0,42,33,15
2023-11-13,34,24,19,17,17,36,2,39,83,17
2023-11-14,32,25,19,17,16,35,0,42,79,20
2023-11-15,32,26,17,14,17,32,0,42,81,17
2023-11-16,32,24,17,16,17,33,0,42,77,18
2023-11-17,33,25,19,17,19,35,0,44,78,20
2023-11-18,35,25,18,15,19,36,2,44,38,16
2023-11-19,39,21,16,13,19,39,0,42,36,15
2023-11-20,37,27,21,17,19,39,2,40,69,20
2023-11-21,33,27,19,18,19,36,0,43,76,22
2023-11-22,36,25,21,17,20,40,0,40,71,16
2023-11-23,37,27,20,16,21,36,3,45,75,19
2023-11-24,36,30,20,16,23,36,0,40,63,21
2023-11-25,34,25,18,15,19,34,0,47,38,19
2023-11-26,40,25,17,16,19,36,0,44,37,16
2023-11-27,36,28,21,20,19,38,2,43,74,22
2023-11-28,32,27,21,18,18,37,3,42,79,21
2023-11-29,31,23,21,16,18,36,0,42,70,19
2023-11-30,35,29,22,18,19,39,0,44,79,21
2023-12-01,31,27,19,17,18,38,3,46,66,20
2023-12-02,34,24,19,15,19,38,0,46,43,19
2023-12-03,35,21,18,14,18,32,0,46,36,13
2023-12-04,34,29,26,19,20,41,0,47,78,22
2023-12-05,33,27,21,19,19,36,3,52,74,21
2023-12-06,33,25,19,18,18,37,3,46,72,19
2023-12-07,34,27,20,15,18,38,0,46,76,22
2023-12-08,36,26,19,16,20,36,0,55,61,19
2023-12-09,37,24,17,14,18,38,2,57,32,17
2023-12-10,40,24,15,14,19,39,0,58,36,17
2023-12-11,35,27,23,18,19,40,2,49,70,19
2023-12-12,34,25,20,17,18,37,2,47,65,19
2023-12-13,36,25,20,19,20,40,2,54,65,19
2023-12-14,37,25,21,16,19,40,0,46,65,18
2023-12-15,36,23,18,16,19,37,0,52,42,17
2023-12-16,34,20,16,15,20,39,0,50,33,16
2023-12-17,34,20,15,13,18,35,0,48,27,15
2023-12-18,38,26,20,17,22,44,0,51,63,19
2023-12-19,38,26,21,17,19,43,0,45,52,23
2023-12-20,35,25,20,19,19,39,0,50,59,22
2023-12-21,37,25,19,15,20,40,0,50,53,20
2023-12-22,34,24,18,16,19,39,0,46,47,19
2023-12-23,32,21,17,13,18,36,3,47,27,16
2023-12-24,33,20,15,13,20,35,0,50,31,13
2023-12-25,38,19,15,11,19,39,0,52,29,12
2023-12-26,36,23,17,16,18,37,2,51,28,17
2023-12-27,34,24,20,19,19,38,0,52,45,19
2023-12-28,38,25,21,17,18,46,0,48,44,18
2023-12-29,35,23,20,17,18,42,0,50,39,16
2023-12-30,36,20,17,15,18,39,0,47,31,16
2023-12-31,31,20,15,13,16,30,0,48,25,16
2024-01-01,39,24,16,14,19,32,0,46,27,15
2024-01-02,41,30,23,19,18,40,0,51,52,19
2024-01-03,41,28,21,18,20,35,0,47,58,21
2024-01-04,38,27,21,20,19,36,3,53,62,19
2024-01-05,36,27,20,16,19,37,0,52,55,20
2024-01-06,38,23,19,16,17,39,0,52,33,15
2024-01-07,38,20,16,14,18,36,0,47,35,20
2024-01-08,38,30,21,18,17,40,3,46,71,22
2024-01-09,40,27,22,20,20,36,0,46,71,20
