date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2023-07-09,38,27,16,16,19,45,0,44,46,17
2023-07-10,34,28,20,18,19,48,2,46,94,22
2023-07-11,34,26,18,18,18,48,2,48,87,20
2023-07-12,32,27,20,20,18,50,2,47,93,21
2023-07-13,33,26,18,18,18,46,3,45,91,19
2023-07-14,35,24,18,18,16,46,2,49,81,21
2023-07-15,34,24,16,17,17,39,0,50,44,16
2023-07-16,35,24,17,16,18,50,0,58,40,16
2023-07-17,34,26,20,19,18,47,0,48,99,23
2023-07-18,33,27,18,18,18,42,0,50,94,17
2023-07-19,29,25,17,18,17,36,0,44,90,19
2023-07-20,29,23,17,17,16,39,0,41,87,19
2023-07-21,31,25,17,18,18,41,0,49,83,17
2023-07-22,36,23,17,16,20,47,3,53,42,17
2023-07-23,37,22,16,16,19,39,0,49,47,13
2023-07-24,31,25,18,19,16,41,0,46,92,19
2023-07-25,28,25,18,17,16,38,0,45,100,21
2023-07-26,32,24,17,19,20,41,2,46,96,19
2023-07-27,28,22,18,18,20,36,2,45,87,20
2023-07-28,28,22,15,18,19,37,0,44,76,18
2023-07-29,33,20,16,17,21,43,2,53,44,17
2023-07-30,37,19,13,13,19,41,3,50,43,14
2023-07-31,29,26,17,19,17,43,3,42,94,17
2023-08-01,27,28,19,19,18,40,0,44,90,23
2023-08-02,27,25,18,17,16,35,0,45,83,23
2023-08-03,29,24,18,16,16,37,2,46,84,22
2023-08-04,28,23,17,18,18,41,0,47,84,22
2023-08-05,34,19,16,13,16,42,0,56,45,18
2023-08-06,32,22,14,13,16,38,0,49,40,15
2023-08-07,27,26,18,16,17,40,0,46,85,23
2023-08-08,28,25,18,16,17,39,0,52,73,18
2023-08-09,34,21,28,14,16,37,0,54,54,17
2023-08-10,30,23,21,17,15,39,0,51,86,20
2023-08-11,30,23,22,16,15,36,0,53,77,18
2023-08-12,33,18,65,14,15,41,0,55,42,15
2023-08-13,32,18,91,13,16,33,0,48,39,15
2023-08-14,29,22,26,17,16,38,0,42,95,19
2023-08-15,29,21,20,15,15,34,0,39,94,19
2023-08-16,27,21,19,16,17,39,0,44,87,20
2023-08-17,28,23,17,15,16,34,0,49,90,19
2023-08-18,29,25,18,15,16,39,0,51,84,20
2023-08-19,31,19,17,13,16,39,0,48,39,17
2023-08-20,32,17,15,13,19,37,0,45,41,13
2023-08-21,31,24,20,17,17,41,0,43,97,18
2023-08-22,31,23,16,16,15,37,0,47,89,19
2023-08-23,29,23,17,16,16,40,0,42,95,15
2023-08-24,26,22,14,15,16,38,0,41,81,18
2023-08-25,27,22,16,15,15,36,2,44,73,16
2023-08-26,29,21,16,16,16,39,3,51,40,16
2023-08-27,33,17,13,12,18,37,0,47,43,16
2023-08-28,28,23,17,17,15,38,2,47,95,19
2023-08-29,27,24,18,17,15,38,2,40,81,20
2023-08-30,30,23,17,17,16,39,0,43,78,17
2023-08-31,27,22,17,15,15,34,0,40,80,18
2023-09-01,29,26,21,17,16,33,0,51,74,21
2023-09-02,30,22,49,14,15,41,3,51,41,17
2023-09-03,28,19,44,12,15,35,0,47,40,16
2023-09-04,28,23,23,18,17,40,3,42,84,18
2023-09-05,29,25,19,18,16,42,0,37,79,20
2023-09-06,26,23,18,17,17,38,2,44,78,19
2023-09-07,27,23,17,17,16,37,0,43,82,21
2023-09-08,29,23,17,17,15,39,3,49,70,15
2023-09-09,31,19,15,13,16,40,0,51,38,16
2023-09-10,30,18,13,17,16,38,0,46,33,16
2023-09-11,32,24,18,16,16,41,0,44,84,21
2023-09-12,57,22,16,17,16,39,0,41,85,19
2023-09-13,76,24,19,17,17,41,0,41,82,18
2023-09-14,51,24,18,17,18,37,2,43,79,17
2023-09-15,46,23,18,15,17,37,0,50,73,18
2023-09-16,47,20,17,14,17,36,0,56,35,13
2023-09-17,58,16,15,12,16,36,0,54,36,12
2023-09-18,50,23,20,16,15,38,0,47,84,19
2023-09-19,45,25,19,15,16,35,3,41,79,18
2023-09-20,39,21,18,15,15,33,0,39,72,16
