date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2024-01-10,80,53,42,37,44,40,0,53,74,20
2024-01-11,78,54,43,36,35,36,0,56,73,18
2024-01-12,85,54,47,37,41,38,0,49,72,18
2024-01-13,75,47,36,31,40,42,0,53,39,15
2024-01-14,74,43,35,35,38,37,0,47,37,14
2024-01-15,75,55,44,41,37,37,0,49,93,20
2024-01-16,75,52,41,42,37,39,2,46,79,22
2024-01-17,77,52,43,37,40,36,0,42,80,20
2024-01-18,69,52,40,35,45,35,0,38,75,20
2024-01-19,67,51,37,34,41,36,3,39,76,18
2024-01-20,73,45,34,30,45,36,0,48,41,17
2024-01-21,80,37,32,32,41,34,0,47,34,14
2024-01-22,67,52,39,32,34,33,2,36,87,20
2024-01-23,66,51,39,35,37,34,0,40,83,17
2024-01-24,66,47,39,37,35,34,0,41,81,18
2024-01-25,60,47,41,36,39,36,0,45,85,17
2024-01-26,66,47,39,36,38,36,0,45,77,19
2024-01-27,76,45,35,30,47,41,0,54,41,15
2024-01-28,78,40,33,34,40,35,0,54,43,16
2024-01-29,66,50,41,37,38,38,0,40,96,17
2024-01-30,75,50,42,35,34,38,0,47,95,18
2024-01-31,62,52,43,36,38,32,2,45,86,21
2024-02-01,65,57,42,40,35,36,0,50,94,20
2024-02-02,72,52,42,35,36,37,0,48,86,20
2024-02-03,79,44,37,28,40,40,0,53,46,15
2024-02-04,82,43,35,29,41,38,0,48,47,15
2024-02-05,64,53,39,40,38,37,0,43,93,20
2024-02-06,61,58,42,33,38,34,3,50,89,17
2024-02-07,59,56,33,30,31,34,0,48,86,16
2024-02-08,68,55,41,35,38,38,0,47,90,17
2024-02-09,70,50,41,33,37,39,3,46,87,18
2024-02-10,78,43,32,33,43,42,4,55,46,13
2024-02-11,80,46,31,30,38,37,0,49,45,14
2024-02-12,69,50,42,38,38,37,0,40,92,19
2024-02-13,63,57,36,32,36,35,0,48,94,16
2024-02-14,61,51,37,34,38,40,0,48,93,17
2024-02-15,60,56,36,32,36,39,0,46,100,18
2024-02-16,68,52,33,33,36,36,3,55,88,16
2024-02-17,79,47,37,27,39,38,0,58,41,17
2024-02-18,81,38,32,25,40,35,0,49,45,14
2024-02-19,65,50,41,34,37,37,0,47,100,17
2024-02-20,60,43,39,31,31,34,0,45,98,16
2024-02-21,68,50,36,33,35,33,0,53,92,18
2024-02-22,66,50,37,33,33,41,0,42,94,17
2024-02-23,71,51,41,35,39,40,0,48,90,18
