date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2024-02-24,76,47,38,32,43,37,0,56,47,21
2024-02-25,76,39,32,28,43,39,3,54,41,16
2024-02-26,68,54,41,38,36,38,0,40,92,17
2024-02-27,70,50,41,33,35,37,0,49,90,16
2024-02-28,70,49,39,32,38,36,0,46,98,18
2024-02-29,65,58,40,38,38,35,0,49,90,17
2024-03-01,72,53,43,35,40,40,0,56,93,18
2024-03-02,75,47,36,32,41,41,0,57,49,16
2024-03-03,79,39,32,28,39,30,0,56,39,13
2024-03-04,77,51,41,37,39,31,0,49,87,17
2024-03-05,65,49,41,30,34,36,0,51,91,16
2024-03-06,65,46,40,30,34,32,0,48,88,17
2024-03-07,63,51,35,31,35,32,0,52,88,15
2024-03-08,80,46,34,31,35,35,0,47,83,15
2024-03-09,74,44,32,27,41,36,3,54,36,16
2024-03-10,76,35,27,24,36,31,0,55,45,13
2024-03-11,68,47,37,28,37,34,3,48,91,18
2024-03-12,63,52,40,30,37,36,0,45,89,14
2024-03-13,75,51,38,32,36,36,0,48,94,14
2024-03-14,71,64,38,31,36,31,0,49,92,17
2024-03-15,69,48,37,33,40,33,3,51,86,16
2024-03-16,81,46,33,33,40,37,0,60,44,15
2024-03-17,74,37,29,26,38,39,0,56,42,13
2024-03-18,68,53,38,32,38,39,0,47,81,18
2024-03-19,72,51,39,29,40,40,0,48,92,17
2024-03-20,85,53,39,36,41,42,3,55,96,20
2024-03-21,89,51,36,32,42,42,0,60,55,16
2024-03-22,82,53,39,35,40,45,0,55,77,19
2024-03-23,82,42,34,30,44,42,3,52,46,14
2024-03-24,77,43,38,35,41,42,0,58,47,13
2024-03-25,79,56,41,40,41,36,0,52,92,17
2024-03-26,74,52,40,34,43,38,0,57,90,16
2024-03-27,79,57,42,42,40,36,4,59,88,22
2024-03-28,79,51,44,35,43,40,3,58,82,17
2024-03-29,79,45,34,28,42,35,0,72,37,16
2024-03-30,78,44,38,31,41,39,3,53,35,16
2024-03-31,80,41,36,31,40,37,0,58,29,17
2024-04-01,82,51,38,32,43,43,4,62,50,14
2024-04-02,70,53,42,37,37,41,0,55,88,19
2024-04-03,69,57,45,37,36,41,2,54,88,20
2024-04-04,69,50,40,33,38,44,0,52,88,18
2024-04-05,69,46,40,37,34,38,0,54,80,18
2024-04-06,85,39,35,32,35,42,3,57,45,14
2024-04-07,78,39,32,27,35,39,0,53,39,17
2024-04-08,66,56,40,37,35,45,0,47,86,18
2024-04-09,65,52,37,33,35,42,0,50,83,17
2024-04-10,65,51,37,33,33,41,0,48,86,16
2024-04-11,70,50,39,32,38,47,3,50,85,18
2024-04-12,72,46,40,30,39,42,2,47,82,17
2024-04-13,81,42,37,28,41,42,0,51,49,15
2024-04-14,78,39,33,25,35,38,0,47,50,15
2024-04-15,78,47,40,35,38,40,0,44,94,16
2024-04-16,68,51,43,32,35,41,0,45,82,20
2024-04-17,68,49,41,33,35,38,2,50,89,17
2024-04-18,71,46,39,37,32,40,0,42,86,18
2024-04-19,77,49,36,36,35,48,0,52,87,17
2024-04-20,87,38,38,29,39,46,0,55,49,18
2024-04-21,79,38,36,28,39,38,0,45,39,15
2024-04-22,71,46,39,31,39,44,2,44,88,19
2024-04-23,77,50,41,30,37,39,0,44,81,16
2024-04-24,70,52,38,32,34,40,0,47,91,18
2024-04-25,69,53,41,37,35,46,0,43,86,18
2024-04-26,68,46,39,33,34,37,0,47,77,18
2024-04-27,78,43,36,29,35,37,0,50,39,16
2024-04-28,76,42,38,28,37,38,0,56,44,14
2024-04-29,68,51,43,37,32,36,2,44,89,16
2024-04-30,67,51,44,37,37,31,0,46,86,18
2024-05-01,72,49,41,35,38,39,0,56,56,19
2024-05-02,65,52,44,33,34,38,0,46,87,16
2024-05-03,69,49,41,31,39,37,0,49,83,16
2024-05-04,81,45,34,33,39,38,0,54,41,17
2024-05-05,75,36,32,25,39,31,0,54,37,15
2024-05-06,69,53,42,36,36,40,0,46,90,19
2024-05-07,64,48,43,36,36,34,0,47,83,18
2024-05-08,67,47,35,32,34,39,0,49,80,18
2024-05-09,68,47,39,39,39,38,3,48,91,20
2024-05-10,64,48,36,33,37,40,0,47,83,16
2024-05-11,74,38,35,31,42,37,0,50,44,13
2024-05-12,78,37,31,22,36,36,0,45,38,13
2024-05-13,68,50,41,100,40,42,0,41,90,18
2024-05-14,64,43,37,54,37,41,0,55,83,18
2024-05-15,66,45,38,36,36,37,0,41,85,15
2024-05-16,65,45,38,36,33,46,0,49,96,17
2024-05-17,70,46,37,29,34,41,0,50,83,17
2024-05-18,76,38,32,28,36,41,0,54,46,15
2024-05-19,72,33,29,27,34,40,0,46,44,13
2024-05-20,69,49,33,33,36,42,0,47,93,14
2024-05-21,71,52,38,38,35,45,0,44,86,18
2024-05-22,73,47,37,38,36,41,3,43,92,17
2024-05-23,72,50,37,35,38,44,0,46,90,13
2024-05-24,72,51,38,35,39,49,0,58,85,17
2024-05-25,78,44,34,31,39,39,3,51,41,19
2024-05-26,82,44,41,30,43,42,0,49,37,15
2024-05-27,69,55,46,37,42,36,0,51,88,20
2024-05-28,74,52,44,41,36,42,3,49,85,20
2024-05-29,77,40,32,33,35,41,0,51,50,15
2024-05-30,68,45,38,33,36,37,3,44,85,17
2024-05-31,68,47,38,30,37,39,0,45,77,17
2024-06-01,69,43,39,31,32,34,0,54,42,16
2024-06-02,83,36,31,30,36,37,3,51,37,9
2024-06-03,70,58,40,35,34,41,0,47,93,15
2024-06-04,70,58,41,34,38,47,0,44,85,19
2024-06-05,75,51,38,36,38,50,0,50,88,16
2024-06-06,74,54,42,35,34,46,3,46,92,16
2024-06-07,76,49,38,33,36,48,3,56,74,14
2024-06-08,88,47,41,29,41,52,0,56,40,14
2024-06-09,86,45,35,29,37,44,0,58,41,19
2024-06-10,76,54,42,33,45,49,0,52,87,19
2024-06-11,81,50,39,36,36,44,0,42,89,18
2024-06-12,81,53,42,32,39,47,0,60,82,17
2024-06-13,82,53,40,32,35,48,3,50,86,26
2024-06-14,73,49,37,28,38,44,0,51,84,15
2024-06-15,85,42,36,34,38,47,0,54,41,16
2024-06-16,94,39,35,28,42,44,0,47,37,15
2024-06-17,84,47,39,30,41,40,0,56,52,15
2024-06-18,75,57,49,37,37,50,0,47,83,18
2024-06-19,74,49,38,34,43,41,0,44,86,16
2024-06-20,84,51,42,32,41,40,0,51,83,20
2024-06-21,85,52,38,34,38,48,0,52,80,18
2024-06-22,86,47,35,31,42,54,0,55,42,12
2024-06-23,89,45,38,33,42,54,0,52,44,17
2024-06-24,88,51,48,34,40,49,2,52,87,21
2024-06-25,90,57,47,37,40,50,0,48,86,16
2024-06-26,87,55,44,38,42,48,0,50,83,17
2024-06-27,87,51,44,36,44,48,0,52,81,17
2024-06-28,81,51,42,38,47,49,0,52,86,20
2024-06-29,87,43,41,33,45,48,0,51,43,17
2024-06-30,86,44,36,33,45,43,0,54,38,16
2024-07-01,85,61,46,43,45,43,0,47,80,19
2024-07-02,90,61,51,42,42,43,0,54,96,16
2024-07-03,92,53,46,38,44,44,2,53,87,19
2024-07-04,85,66,42,39,38,45,0,50,81,18
2024-07-05,78,49,39,33,40,46,0,50,72,14
2024-07-06,87,45,37,31,46,42,0,50,40,14
2024-07-07,91,45,32,31,43,42,4,62,42,16
2024-07-08,76,57,41,35,46,38,0,47,94,19
2024-07-09,76,54,42,32,38,39,0,43,98,20
2024-07-10,71,58,38,33,41,37,0,52,92,18
