date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2020-07-03,23,35,23,35,20,43,0,30,26,12
2020-07-04,24,32,18,32,20,42,1,30,19,12
2020-07-05,26,27,18,26,19,38,1,26,16,11
2020-07-06,25,35,22,35,20,38,1,26,29,13
2020-07-07,23,33,21,34,20,37,1,27,31,12
2020-07-08,22,35,20,34,19,36,1,24,28,11
2020-07-09,23,34,22,33,19,36,1,24,29,13
2020-07-10,24,34,20,30,18,36,2,24,28,12
2020-07-11,23,30,19,27,18,36,2,24,15,10
2020-07-12,23,28,18,25,17,36,2,26,18,11
2020-07-13,21,36,22,32,17,34,0,23,29,12
2020-07-14,21,33,20,36,20,39,2,24,27,11
2020-07-15,25,34,21,38,20,39,1,22,29,12
2020-07-16,23,34,23,37,20,36,2,22,30,14
2020-07-17,23,31,20,35,20,34,1,24,29,13
2020-07-18,26,28,19,27,21,39,1,24,17,11
2020-07-19,23,26,17,27,17,35,0,23,17,10
2020-07-20,22,34,21,38,18,35,1,22,32,12
2020-07-21,22,34,20,37,21,33,2,22,30,14
2020-07-22,22,33,19,37,18,35,0,24,31,12
2020-07-23,23,35,19,37,20,36,1,22,31,11
2020-07-24,22,32,20,34,21,39,2,27,30,12
2020-07-25,26,33,18,30,20,37,2,26,22,10
2020-07-26,25,29,18,27,20,37,2,26,20,12
2020-07-27,24,34,22,44,18,36,1,23,30,12
2020-07-28,26,37,23,40,21,37,1,23,33,13
2020-07-29,25,32,21,36,19,35,1,24,32,11
2020-07-30,23,34,20,37,21,37,2,23,33,14
2020-07-31,21,35,21,37,22,37,0,26,32,14
2020-08-01,24,32,23,31,21,37,1,26,18,13
2020-08-02,27,28,18,29,21,35,1,26,19,10
2020-08-03,25,40,23,40,20,37,1,24,33,13
2020-08-04,24,37,21,41,21,39,1,24,29,13
2020-08-05,25,34,20,34,23,37,1,23,30,11
2020-08-06,26,35,20,36,24,38,1,25,30,12
2020-08-07,23,34,19,32,22,42,1,25,28,14
2020-08-08,26,31,18,30,21,39,2,27,17,10
2020-08-09,25,28,18,28,21,38,2,25,16,10
2020-08-10,24,30,18,29,21,35,0,24,22,12
2020-08-11,22,34,21,35,21,36,1,21,29,12
2020-08-12,24,30,19,33,20,36,1,24,33,12
2020-08-13,25,33,20,36,20,33,2,23,32,11
2020-08-14,24,31,19,33,20,36,1,22,32,13
2020-08-15,24,25,17,27,19,32,0,23,20,9
2020-08-16,25,25,15,26,20,32,0,24,19,9
2020-08-17,23,31,19,32,21,33,1,25,32,12
2020-08-18,21,29,19,31,20,32,1,20,29,10
2020-08-19,23,31,17,31,21,35,2,21,30,12
2020-08-20,24,31,20,34,22,37,0,23,37,11
2020-08-21,25,29,18,31,22,36,1,23,34,10
2020-08-22,25,25,16,27,21,32,1,25,20,10
2020-08-23,21,22,16,23,20,32,0,20,16,8
2020-08-24,25,30,18,36,24,34,0,21,30,12
2020-08-25,34,31,20,35,22,33,1,23,30,12
2020-08-26,24,31,20,35,21,32,1,23,29,10
2020-08-27,22,30,19,37,20,33,1,22,30,12
2020-08-28,20,28,16,31,22,33,1,24,28,9
2020-08-29,25,24,16,27,20,34,0,22,18,8
2020-08-30,22,25,16,25,19,31,1,22,14,9
2020-08-31,24,33,21,33,21,32,1,22,31,11
2020-09-01,23,34,22,34,20,33,1,24,27,12
2020-09-02,21,31,22,31,19,28,0,22,28,13
2020-09-03,23,34,20,34,20,31,0,22,28,12
2020-09-04,21,29,18,28,20,30,0,24,27,11
2020-09-05,23,24,16,23,19,32,0,25,16,10
2020-09-06,22,26,15,25,22,31,0,22,18,9
2020-09-07,21,32,18,28,18,30,0,24,31,13
2020-09-08,24,30,18,29,19,30,2,23,29,11
2020-09-09,23,31,18,28,18,28,0,25,28,11
2020-09-10,22,29,17,28,19,30,0,22,30,11
2020-09-11,20,26,18,25,19,32,0,24,34,10
2020-09-12,22,22,14,21,17,30,0,23,24,10
2020-09-13,23,24,16,19,18,29,1,23,19,14
2020-09-14,21,29,19,27,19,28,0,21,35,12
2020-09-15,24,29,17,28,17,28,0,22,43,10
2020-09-16,23,30,18,25,18,28,3,24,45,10
2020-09-17,22,31,17,30,17,26,1,23,44,9
2020-09-18,24,26,16,24,17,27,2,26,34,10
2020-09-19,27,23,14,26,18,31,2,28,19,8
2020-09-20,28,24,14,22,19,26,0,22,20,10
2020-09-21,25,29,18,30,16,28,1,23,45,11
2020-09-22,23,30,18,30,16,30,1,24,54,10
2020-09-23,25,28,17,27,18,27,1,23,47,11
2020-09-24,25,23,13,24,18,27,0,23,29,9
2020-09-25,22,28,18,27,17,29,2,23,39,13
