date,iPhone,Vodacom,MTN,Telkom,Samsung,Huawei,Mobile app,Download,Gmail,Cell C
2020-09-26,25,24,15,25,17,29,2,27,26,9
2020-09-27,25,22,14,24,17,28,0,22,28,8
2020-09-28,23,27,19,29,18,30,0,21,48,11
2020-09-29,21,33,16,30,18,29,1,22,38,9
2020-09-30,19,28,17,32,17,29,0,19,49,12
2020-10-01,22,33,20,33,19,29,1,25,34,14
2020-10-02,23,30,19,28,20,30,1,25,33,12
2020-10-03,22,25,16,23,19,29,0,26,24,11
2020-10-04,26,21,14,22,17,27,0,23,22,8
2020-10-05,22,30,20,31,20,31,2,23,48,10
2020-10-06,23,29,18,30,18,30,1,23,48,13
2020-10-07,23,34,18,27,18,31,1,24,45,10
2020-10-08,23,30,16,29,20,31,0,24,48,9
2020-10-09,24,28,17,25,16,29,1,26,40,10
2020-10-10,24,22,14,23,19,31,0,25,29,8
2020-10-11,25,25,15,23,17,30,0,23,24,9
2020-10-12,27,30,21,30,18,28,0,23,51,9
2020-10-13,69,29,18,28,19,31,0,24,56,11
2020-10-14,60,32,20,28,17,32,1,21,52,10
2020-10-15,42,29,19,30,18,30,0,25,36,9
2020-10-16,32,25,19,25,18,32,1,24,34,9
2020-10-17,32,22,58,24,18,29,0,27,24,8
2020-10-18,30,21,100,20,17,29,0,22,23,8
2020-10-19,27,28,30,27,20,28,1,22,48,12
2020-10-20,23,26,19,26,18,30,2,21,32,12
2020-10-21,24,27,17,27,18,31,2,25,44,8
2020-10-22,25,28,19,27,20,32,0,22,33,10
2020-10-23,25,28,16,28,18,32,1,23,30,10
2020-10-24,28,24,15,22,17,32,2,23,21,8
2020-10-25,27,25,13,24,20,30,0,21,15,7
2020-10-26,25,30,18,28,20,32,0,22,44,13
2020-10-27,24,30,18,28,18,29,0,23,35,10
2020-10-28,23,29,16,23,16,29,2,22,31,10
2020-10-29,26,30,18,27,20,31,2,22,32,11
2020-10-30,25,28,20,26,20,27,1,22,30,11
2020-10-31,25,27,50,24,19,27,2,25,22,9
2020-11-01,27,28,35,28,20,32,0,25,17,9
2020-11-02,28,33,25,29,20,29,0,21,34,11
2020-11-03,24,32,21,29,20,29,1,22,30,10
2020-11-04,21,28,18,25,18,27,1,21,28,9
2020-11-05,21,26,15,26,18,26,1,21,26,10
2020-11-06,22,32,16,22,18,27,0,23,25,10
2020-11-07,23,25,37,20,17,29,0,22,19,9
2020-11-08,27,23,53,20,19,26,0,22,14,8
2020-11-09,24,33,21,29,21,37,0,19,32,11
2020-11-10,25,30,18,27,20,32,1,24,30,11
2020-11-11,21,33,18,27,21,36,1,24,30,10
2020-11-12,25,32,20,28,20,33,0,23,31,10
2020-11-13,26,51,16,25,22,34,1,23,30,11
2020-11-14,26,29,16,21,20,34,1,24,17,9
2020-11-15,28,29,14,22,23,36,0,22,17,8
2020-11-16,26,35,18,27,20,34,0,24,30,12
2020-11-17,24,35,20,27,21,35,0,22,28,11
2020-11-18,24,33,18,28,21,37,1,21,31,11
2020-11-19,24,31,19,28,21,47,2,24,31,10
2020-11-20,24,32,21,29,20,67,0,24,26,10
2020-11-21,26,27,18,23,21,47,1,24,17,8
2020-11-22,26,27,16,24,21,41,1,22,15,8
2020-11-23,25,47,21,29,22,45,1,23,29,12
2020-11-24,25,31,18,31,22,49,1,23,28,12
2020-11-25,24,33,21,29,23,100,0,21,32,11
2020-11-26,26,34,24,32,25,61,1,23,31,13
2020-11-27,23,35,27,34,29,49,2,25,28,13
2020-11-28,23,30,20,24,23,37,0,25,17,10
2020-11-29,25,27,17,25,22,39,2,23,16,9
2020-11-30,25,41,23,31,22,40,0,24,31,13
2020-12-01,24,40,23,30,19,34,1,22,29,13
2020-12-02,24,35,21,29,20,34,0,25,28,10
2020-12-03,24,33,20,27,19,36,0,23,35,9
2020-12-04,29,32,19,26,19,34,1,25,28,10
2020-12-05,27,25,16,22,18,33,0,23,15,8
2020-12-06,28,25,17,19,20,31,0,24,14,9
2020-12-07,25,33,21,28,21,34,0,24,29,11
2020-12-08,27,32,20,27,21,33,0,25,30,12
2020-12-09,24,29,23,23,17,31,0,23,28,13
2020-12-10,26,32,19,26,19,34,0,25,29,9
2020-12-11,32,31,21,27,22,31,0,23,27,9
2020-12-12,30,27,73,24,20,32,1,22,15,8
2020-12-13,28,23,23,22,20,34,2,21,14,8
2020-12-14,30,32,23,31,21,38,0,22,31,13
2020-12-15,25,30,21,28,19,37,0,22,26,12
2020-12-16,29,30,19,25,20,33,0,21,15,9
2020-12-17,30,34,20,34,23,35,0,22,24,11
2020-12-18,39,34,21,32,20,34,0,25,22,13
2020-12-19,45,28,19,24,20,32,0,25,14,10
2020-12-20,34,25,18,24,20,34,0,28,14,10
2020-12-21,35,31,22,30,20,32,2,23,23,13
2020-12-22,33,32,21,26,23,33,0,26,20,11
2020-12-23,35,33,19,29,21,35,0,24,19,11
2020-12-24,34,28,18,27,19,32,0,26,20,9
2020-12-25,37,25,16,22,23,33,0,28,15,8
2020-12-26,35,28,17,22,21,31,0,24,12,9
2020-12-27,32,30,17,23,20,31,0,24,12,9
2020-12-28,34,35,20,26,21,36,0,24,18,11
2020-12-29,34,34,17,28,19,36,1,25,21,14
2020-12-30,37,34,19,28,23,32,0,24,19,13
2020-12-31,30,31,18,26,18,30,0,24,15,10
2021-01-01,30,31,18,25,18,26,0,24,10,10
2021-01-02,30,32,20,25,20,33,0,24,14,9
2021-01-03,32,29,20,24,21,29,0,24,16,10
